,index,hash,time,message,buggy
645,73,342d0d3,2004-04-19 17:08:20,Fixed bug with program2html.pl which prevented some include files from showing up in the docs.,1
645,73,342d0d3,2004-04-19 17:08:20,Fixed bug with program2html.pl which prevented some include files from showing up in the docs.,0
646,74,489c7d5,2004-04-19 17:10:15,Fixed small documentation bug which caused some header files not to show up properly.,1
646,74,489c7d5,2004-04-19 17:10:15,Fixed small documentation bug which caused some header files not to show up properly.,0
647,75,a297549,2004-04-19 17:12:26,fixed GMVIO for the Altix,1
652,80,6749923,2004-04-19 18:09:14,added a link for the NASA/JSC seminar presentation,0
653,81,775f3cc,2004-04-20 11:22:29,fixed for PETSc 2.1.x configuration,1
653,81,775f3cc,2004-04-20 11:22:29,fixed for PETSc 2.1.x configuration,0
654,82,6ed3f23,2004-04-20 11:57:55,PGI compiler flag fixes,1
654,82,6ed3f23,2004-04-20 11:57:55,PGI compiler flag fixes,0
655,83,bd468d0,2004-04-23 13:24:00,Fixed UNVIO for some 3D elements.,1
655,83,bd468d0,2004-04-23 13:24:00,Fixed UNVIO for some 3D elements.,0
656,84,ce286df,2004-04-25 05:43:33,Fixes for GCC 3.4.0.  The biggest thing is that when a class B is derived from a partial specialization of class A then data from A will not be visible in B without using this->.  Also  no longer try & build a partitioner factory in the lib  portability is a nightmare.,1
660,88,2b0278e,2004-05-05 15:23:50,Added support for some methods of TetGen 1.3 library. To make use of the functionality added  the environment variable TETGEN_DIR must be defined and libMesh must be configured with option --enable-tetgen. Note that the support is for version 1.3 which should be available soon. Also added ASCII output for medit file viewer (www-rocq1.inria.fr/gamma/medit).,0
661,89,73fe256,2004-05-06 02:07:33,Fixed a few bugs in assert() statements and removed some unused variables.,1
661,89,73fe256,2004-05-06 02:07:33,Fixed a few bugs in assert() statements and removed some unused variables.,0
662,90,bb595dc,2004-05-08 14:42:15,fixed a typo,1
663,91,d2d8896,2004-05-09 15:40:22,added some comments on TetGen routines,0
664,92,0efbaea,2004-05-11 20:29:07,The partitioners now set a new variable in the Mesh called _n_parts.  This variable was needed since n_subdomains does not map directly to the number of partitions created when using partitioners  and neither does n_processors() since you may partition a mesh on one processor if you wish.  Therefore the partitioners all set the new variable _n_parts in the mesh to allow for this possibility.  The GMV routine now allows you to plot (without error messages) the different partitions of the grid.,1
665,93,daa58e7,2004-05-11 21:18:34,added optimizations for computing edge data in the case of XYZ finite elements,0
666,94,e86b734,2004-05-12 17:26:22,Fixed a small bug where if no linear solver packages were defined  there was a compilation error.  This was due to auto_ptr.h not being included properly in that case.,1
668,96,34745a1,2004-05-12 18:10:29,Changes for complex variable compatibility.,0
669,97,6ac0563,2004-05-12 18:28:25,Fixed bug in error_vector.C where it returned 1e+30 for a vector of all zeros.,1
679,107,7b743a6,2004-05-20 21:14:33,Updated the dependencies for ex14.,0
680,108,bbafc00,2004-05-20 22:14:12,"Fixed a name resolution issue in the error estimator classes which was caused by attempting to overload a pure virtual function and call the overloaded version from a subclass.  Wolfgang told me about the ""using"" directive.",1
682,110,316966c,2004-05-20 22:43:10,Updated the example documentation on the web.,0
683,111,2cd27cd,2004-05-20 22:56:52,Fixed misspelling everywhere of Kelley -> Kelly.  I blame this on a presentation by Mike Anderson where he misspelled it!,1
689,117,fc61523,2004-05-25 17:59:03,Ignore tecplot .lay files.,0
690,118,6e36e97,2004-05-27 04:35:09,Updated ex14 to compute the error between the approximate and exact solutions.,1
692,120,e3e5ea5,2004-05-27 04:39:28,Removed a stray code fragment.,0
693,121,855649d,2004-05-27 05:04:19,Modified the 14th example a bit more. It is now possible to investigate both adaptive and uniform refinement within the same code  simply by changing the input file.  The adaptive scheme achieves better error reduction in general than the uniform refinement scheme  but both have strange rates  possibly due to the singularity in the solution derivative.  Note: still need,1
697,125,45a3847,2004-06-02 15:08:41,Updated the EquationSystems and System classes to be able to return the number of active dofs  which is defined as the total number of dofs minus the number of constrained dofs.  Also parallelized the exact solution class.,0
698,126,3672669,2004-06-02 20:33:22,added initial support for the patch recovery error estimator,1
704,132,4458578,2004-07-12 22:54:59,Added a virtual destructor.,0
705,133,ccf40ad,2004-07-12 22:56:18,GCC 3.4.1 complained that almost all the variables from the FEBase class which are used in this file were undefined.  Adding this-> seemed to clear up the problem  which did not exist for any other files.,1
706,134,4601367,2004-07-12 23:53:26,Change for GCC 3.4.1 debug mode.,0
707,135,7bf9640,2004-07-13 17:31:31,Changed ex4 to allow the setting of the problem size on the command line.,1
712,140,a69c50d,2004-07-22 19:54:17,More changes for the connectivity routines in the Elem class. Now there are no longer separate functions for write_ucd_connectivity and write_tecplot_connectivity. They have been combined in the more generic write_connectivity routine.,0
713,141,28fb3bf,2004-07-26 14:02:52,Fixed some old code where instead of references to vectors  we were passing actual vectors.,1
722,150,82bd273,2004-08-05 20:20:11,Improving the binary functionality for GMV so that it is more portable and less ugly.,0
723,151,5eed4a1,2004-08-05 20:21:10,Fix for GCC3.4.1 not liking zero element array access for empty arrays.src/utils/xdr_cxx.C,1
733,161,0a062b8,2004-08-20 14:05:21,Added additional constructor for building PetscMatrix objects from existing PETSc Mats  also added the _get_submatrix() routine which uses PETScs MatGetSubMatrix() function to extract submatrices.,0
734,162,3c20731,2004-08-20 14:07:11,Added the create_ and reinit_submatrix() functions to the sparse matrix base class  as well as an error function if this functionality is attempted to be called from the base class.  There may be something similar for Laspack  I dont know.,1
737,165,0c50ba4,2004-09-13 05:14:37,updated documentation for Sun,0
738,166,42a990a,2004-09-16 13:03:53,Fixed op= bug which should never have compiled.,1
743,171,f63181d,2004-09-27 14:54:26,Added a make target to link the examples (no run). Also  the PCMAT preconditioner was apparently not available in Petsc 2.1.1  so I added preprocessor macros to prevent compilation in this case.,0
744,172,919998c,2004-09-27 15:56:49,Final reworking of the System IO stuff.  Problem should be solved with the addition of one more boolean flag to the system class.,1
744,172,919998c,2004-09-27 15:56:49,Final reworking of the System IO stuff.  Problem should be solved with the addition of one more boolean flag to the system class.,0
745,173,aa0fdb6,2004-09-29 13:27:13,fix for PETSc 2.2.1 courtesy of Martin Luthi,1
748,176,c21332d,2004-09-30 14:26:22,added CVS tags and emacs local variables to force perl mode,0
749,177,4424e3d,2004-09-30 17:18:38,patches from Bill for writing MGF-style xdr meshes,1
749,177,4424e3d,2004-09-30 17:18:38,patches from Bill for writing MGF-style xdr meshes,0
750,178,4c9ff01,2004-09-30 19:40:08,fix for ex8 run-time problem  but will not pre-allocate enough matrix storage for discontinuous elements,1
750,178,4c9ff01,2004-09-30 19:40:08,fix for ex8 run-time problem  but will not pre-allocate enough matrix storage for discontinuous elements,0
751,179,ca9a09a,2004-09-30 20:10:31,compile fixes for Solaris,1
757,185,ee6c3b3,2004-10-14 20:24:07,For some reason  GCC 3.2.3 requires std::ios::scientific instead of std::scientific.,0
758,186,ec8a556,2004-10-14 21:33:04,Fixed the link target for the examples.,1
760,188,45cb166,2004-10-14 22:02:47,Added the shell preconditioner type  only makes sense for PETSc.,0
761,189,1f094f7,2004-10-14 22:56:09,fixes for the Altix with Intel/icc v8.1,1
768,196,6531331,2004-10-15 13:09:46,Oops  should have checked this in along with the header file.,0
769,197,f58c8a8,2004-10-15 19:46:58,Changed error message to print the entire thing to std::cerr,1
769,197,f58c8a8,2004-10-15 19:46:58,Changed error message to print the entire thing to std::cerr,0
770,198,069fa64,2004-10-16 03:48:36,64-bit fix,1
770,198,069fa64,2004-10-16 03:48:36,64-bit fix,0
771,199,c042c77,2004-10-18 12:17:04,fix for PETSc 2.2.1,1
772,200,d8dbdef,2004-10-18 18:25:00,Made op() code backward compatible for PETSc 2.1.X versions.,0
773,201,4fd19fa,2004-10-18 21:42:01,Removed extra commas  which are errors if you are in pedantic mode.,1
773,201,4fd19fa,2004-10-18 21:42:01,Removed extra commas  which are errors if you are in pedantic mode.,0
774,202,a511a26,2004-10-18 22:10:07,various PETSc  64-bit fixes.  updated config.{guess sub},1
781,209,715095c,2004-10-19 20:12:45,MIPSpro config updates,0
782,210,e3b354c,2004-10-19 22:31:06,fixes for IRIX 6.5/MIPSPro 7.4,1
782,210,e3b354c,2004-10-19 22:31:06,fixes for IRIX 6.5/MIPSPro 7.4,0
783,211,d1d44a7,2004-10-20 00:33:06,Added a forward declaration and some strange syntax to fix up template member friend function.,1
783,211,d1d44a7,2004-10-20 00:33:06,Added a forward declaration and some strange syntax to fix up template member friend function.,0
784,212,aeff93c,2004-10-20 14:47:49,fixed for MIPSPro,1
784,212,aeff93c,2004-10-20 14:47:49,fixed for MIPSPro,0
785,213,911a8fc,2004-10-20 21:42:34,fixed an error in the Laspack csr implementation  no longer zero the system matrix before it is closed in the NewmarkSystem,1
786,214,5bedeff,2004-10-21 14:39:20,GCC complained about using a possibly uninitialized variable.,0
787,215,1144f52,2004-10-22 21:03:22,Added MPI_Abort to the error() macro.,1
787,215,1144f52,2004-10-22 21:03:22,Added MPI_Abort to the error() macro.,0
788,216,353f7f9,2004-10-22 21:03:50,Fixed bug in HEX27 embedding matrix.,1
794,222,fe1bec6,2004-10-26 22:00:46,Removed the MeshData class from the MeshBase class.,0
795,223,a99f13d,2004-10-26 22:02:00,fixed the Factory<> class.,1
795,223,a99f13d,2004-10-26 22:02:00,fixed the Factory<> class.,0
796,224,f97cb43,2004-10-26 22:22:38,fixed the Factory<> class.,1
796,224,f97cb43,2004-10-26 22:22:38,fixed the Factory<> class.,0
797,225,d799f57,2004-10-27 15:04:41,fixed the Factory<> class.,1
799,227,53d47ae,2004-10-27 21:14:20,removed the print-only-once logic from the ReferenceCounter,0
800,228,5bf0b87,2004-10-27 21:46:46,should fix Debian complaint,1
800,228,5bf0b87,2004-10-27 21:46:46,should fix Debian complaint,0
801,229,5286cb6,2004-10-28 19:02:20,fixed a couple of broken links  fixed the TetGenInterface to handle MeshData external to the Mesh class,1
801,229,5286cb6,2004-10-28 19:02:20,fixed a couple of broken links  fixed the TetGenInterface to handle MeshData external to the Mesh class,0
802,230,b441b0c,2004-10-28 19:09:27,fixed a couple of broken links  fixed the TetGenInterface to handle MeshData external to the Mesh class,1
808,236,7b08e35,2004-11-02 19:21:21,Currently no deed for a MeshData in the tetgen interface.,0
809,237,20fd155,2004-11-03 14:30:12,added a command-line option to change the way degrees of freedom are numbered  fixed the Adaptive<> solver to work with the new ErrorEstimator class structure,1
810,238,bcaa60c,2004-11-03 21:30:19,cleaned up the DOF constraints code a little bit.,0
811,239,ef160c1,2004-11-04 13:31:59,changed DofMap::build_constraint_matrix to be more efficient in the (usual) case that the element has no constraints.  Also fixed for the case that an element has constraints in terms of its *own* dofs  (not others),1
814,242,f0f9978,2004-11-05 17:19:42,Added a MeshData pointer to EquationSystems.,0
815,243,a872441,2004-11-07 18:26:44,Fixed one line for proper .xda output.,1
818,246,a51d467,2004-11-08 18:05:30,Added license information to new files.,0
819,247,48d90b2,2004-11-09 12:20:57,Fixes for FrequencySystem.,1
822,250,40e6d62,2004-11-09 22:27:35,updated .depends,0
823,251,7eb108a,2004-11-09 22:40:03,more fixes for first (broken :-) fixes for the Sun,1
823,251,7eb108a,2004-11-09 22:40:03,more fixes for first (broken :-) fixes for the Sun,0
824,252,1f72530,2004-11-09 22:51:35,final fix for the Sun  I hope...,1
830,258,602f07d,2004-11-12 22:36:09,Moved the build_inf_elem functionality to a separate class of its own.  Now if you want to build infinite elements on top of your mesh  you must construct a InfElemBuilder object  and call the same functionality as before.  See ex6 for details.,0
831,259,eed73e0,2004-11-13 02:10:14,fixed XdrIO for the case of complex data.,1
831,259,eed73e0,2004-11-13 02:10:14,fixed XdrIO for the case of complex data.,0
832,260,e19f874,2004-11-13 04:12:07,fixed XdrIO for complex data,1
832,260,e19f874,2004-11-13 04:12:07,fixed XdrIO for complex data,0
833,261,2fc70c5,2004-11-14 01:20:23,fixed configuration flags for Intel ICC v8.1,1
834,262,4a62b8f,2004-11-14 03:50:31,libMesh now works with gcc 4.0 (latest CVS),0
835,263,36e8d33,2004-11-14 03:54:20,fix for solaris,1
844,272,c9c9471,2004-11-17 07:52:17,split the MeshIO functionality into MeshInput and MeshOutput,0
845,273,8af5846,2004-11-18 21:23:23,fixed perf_log call,1
845,273,8af5846,2004-11-18 21:23:23,fixed perf_log call,0
846,274,0c49c6e,2004-11-19 03:19:08,fixed perflog for real this time...,1
846,274,0c49c6e,2004-11-19 03:19:08,fixed perflog for real this time...,0
847,275,52ae433,2004-11-19 13:57:52,added --enable-everything  fixed another perflog issue  started the Parameters class  but needs work.  configure no longer aborts when it does not recognize the compiler  but rather issues a warning that the user will need to manually set the compiler flags in Make.common,1
850,278,43387ab,2004-11-22 21:32:36,Moved the all_tri() function to the MeshTools::Modification namespace. Also added the SideIter class as nested class of the Elem to allow for iteration over the sides of an element.  This code is not extensively tested yet  and is not used anywhere yet.  More to come soon.,0
851,279,be70d67,2004-11-23 02:11:12,fixed warning on some platforms about comparing a negative constant to an unsigned variable,1
854,282,cb91d3e,2004-11-30 21:45:26,Now using element ids instead of element memory addresses to test cache validity,0
855,283,e90a18e,2004-11-30 23:00:21,Fixed 6/7th degree triangle quadrature rule weights,1
856,284,3dc4421,2004-12-01 02:37:02,Clarify floating point vs. integer arithmetic,0
857,285,1e47b27,2004-12-02 18:18:56,Fixed a bug in getpot.h when evaluating an division string.  The first argument in the denominator was skipped.  Also changed the location of some comment blocks  hopefully doxygen will now document nested namespaces,1
858,286,29e93da,2004-12-03 22:34:10,added ability to check for the existance of the variable in an input file,0
859,287,5abd279,2004-12-06 00:48:01,Fixed a bug which prevented coarsening in the mean_stddev flagging routine.,1
862,290,a33a616,2004-12-10 13:54:26,removed extraneous fe_face,0
863,291,19a5e15,2004-12-10 14:49:32,fixed a bug which incorrectly warned that a DOF was constrained when in fact it was not,1
863,291,19a5e15,2004-12-10 14:49:32,fixed a bug which incorrectly warned that a DOF was constrained when in fact it was not,0
864,292,476198b,2004-12-17 20:55:07,Added long-overdue implementation of the rotate method  fixed typos.  Thanks  Martin.,1
864,292,476198b,2004-12-17 20:55:07,Added long-overdue implementation of the rotate method  fixed typos.  Thanks  Martin.,0
865,293,1b3f092,2004-12-24 15:02:32,fixed TypeVector typos (thanks  Martin).  Provide access to the components of the physical-to-local coordinate transformation matrix in FEBase.  This is useful in computing the shock-capturing parameter of Tezduyar et al.,1
866,294,884be74,2005-01-03 00:06:49,renamed the LinearSolverInterface class LinearSolver  will shortly add NonlinearSolver.  The PETSc interface will support the PETSc matrix-free approach for solving nonlinear systems.,0
867,295,29e8d3e,2005-01-03 16:17:59,fix in MeshTools::Modification::distort thanks to Martin,1
872,300,3dc67a6,2005-01-04 16:40:28,Compatibility changes for SNES in petsc-2.1.x  also need to link against -lpetscsnes in the Makefile.,0
873,301,ab3966b,2005-01-05 18:00:18,fix for PETSc 2.2.0,1
874,302,009593c,2005-01-06 21:55:04,added LinearImplicitSystem.  will be adding NonlinearImplicitSystem shortly,0
875,303,6010f9c,2005-01-07 16:03:27,Fixes for infinite elements.,1
876,304,dbcf6a9,2005-01-13 20:49:28,Made System::project_vector use L2 projection for non-Lagrange elements instead of giving up,0
877,305,a3ab5c3,2005-01-13 21:06:50,Added Clough-Tocher finite element family and quadrature rule  Made invalid quadrature rule enum a fixed value in case we ever want more binary compatibility between libMesh versions,1
883,311,717bed0,2005-01-13 21:57:51,Added Clough-Tocher macroelement and uniform grid quadrature rules,0
884,312,4e07fbe,2005-01-13 22:10:16,Added optional support for second derivative calculations for fourth-order problems  including FE base calculations  shape function second derivatives in some FE derived classes  and shape function second derivative stub/warning functions in all other derived classes,1
885,313,0b023b7,2005-01-13 22:21:08,Added Clough-Tocher C1 triangular elements  C1 cubic 1D elements  and stubs for C1 3D elements.,0
886,314,fbfd0b4,2005-01-13 23:37:08,Added Biharmonic example problem,1
891,319,37695d2,2005-01-14 20:11:36,added documentation for ex15,0
892,320,0fd68e6,2005-01-17 02:21:12,"Fixed ""overwriting with zeros"" bug",1
892,320,0fd68e6,2005-01-17 02:21:12,"Fixed ""overwriting with zeros"" bug",0
893,321,392306f,2005-01-19 15:18:35,Added missing scalar * vector/tensor operators  tensor*tensor->scalar contraction function  made tensor a friend class to fix tensor*vector->vector multiplication,1
894,322,9bdccef,2005-01-19 16:49:49,added an if test in DEBUG mode to make the LAGRANGE dof constraint computations more clear,0
895,323,5881eed,2005-01-19 21:59:54,fixes for PETSc nonlinear systems with matrix-free solvers,1
913,341,8a465c0,2005-02-21 06:11:39,Added templated max()  min() inline functions,0
914,342,c7783b5,2005-02-21 15:19:09,fixed make distclean target  moved maxmin.h into include/utils,1
921,349,ec91f5d,2005-02-23 04:33:20,"Picked more useful definition of ""vertex""  ""edge""  and ""face"" nodes for infinite elements",0
922,350,c65d5b3,2005-02-23 04:40:36,Fixed missing argument name bug... sorry,1
923,351,d9cd8a8,2005-02-24 17:04:33,Removing redundant functions,0
924,352,f3f885e,2005-02-24 17:49:02,fixed Hex27::is_face() to properly account for the center node (node 26),1
925,353,5da1010,2005-02-25 19:16:39,Added side_nodes_map[][] for infinite elements  is_node_on_side() function for all elements.,0
926,354,fe58620,2005-02-28 14:35:44,fixed meshtool,1
927,355,7a89c45,2005-02-28 16:35:26,DofMap now adds additional hanging node DOFs for finite element types which require it  compute_constraints now takes more useful arguments and is implemented for Clough elements.,0
928,356,89eed7b,2005-02-28 18:16:39,"Fixed ""looking up indices from first variable"" bug",1
928,356,89eed7b,2005-02-28 18:16:39,"Fixed ""looking up indices from first variable"" bug",0
929,357,8d1a4b0,2005-02-28 19:05:58,"Fixed ""get dof indices from first variable"" bug in compute_constraints",1
929,357,8d1a4b0,2005-02-28 19:05:58,"Fixed ""get dof indices from first variable"" bug in compute_constraints",0
930,358,2222658,2005-03-01 01:32:01,Moved projection-based compute_constraints functions into FE base class  added compatibility with Hierarchic elements  fixed the bugs that revealed in the new DofMap functions,1
934,362,d88b918,2005-03-01 17:43:54,Don't panic in debug mode when dof_indices is called for a Lagrange side element,0
935,363,1fe14c8,2005-03-02 20:52:29,fixed a bug in the Tri6 implementation,1
935,363,1fe14c8,2005-03-02 20:52:29,fixed a bug in the Tri6 implementation,0
936,364,ac62102,2005-03-02 21:27:08,fixed a double-deletion error in the BoundaryMesh,1
940,368,a4de34a,2005-03-07 15:28:50,Updated function add_system.,0
941,369,00a3aaf,2005-03-08 15:06:13,oops  forgot to check this fix in!,1
941,369,00a3aaf,2005-03-08 15:06:13,oops  forgot to check this fix in!,0
942,370,567c407,2005-03-08 15:47:45,do not build Latex documentation by default  probably unreadable anyway.  more fixes for doxygen under Fedora,1
942,370,567c407,2005-03-08 15:47:45,do not build Latex documentation by default  probably unreadable anyway.  more fixes for doxygen under Fedora,0
943,371,7c158b2,2005-03-10 22:05:48,Added the ability to attach a user-defined function to the Kelly error estimator.  This was needed to allow computation of the error in matching flux boundary conditions.  Also added the ability to refine only and coarsen only in the MeshRefinement object.  Some of this may break complex numbers support  Appy polly loggies in advance  me drogues.,1
949,377,9a003e0,2005-03-18 16:56:12,initial support for deriving from Systems to implement user-provided functionality,0
950,378,7ebfe50,2005-03-19 00:45:05,Fixed unvio write method.,1
950,378,7ebfe50,2005-03-19 00:45:05,Fixed unvio write method.,0
951,379,48a1697,2005-03-21 01:36:31,apparently 1.e-10 is too large for some applications.  Just needs to be a small positive number  but should not otherwise affect the error vector,1
957,385,12c0a46,2005-03-22 22:01:55,Improvements to variant_filter_iterator.  Tested on several compilers including xlC  icc  and gcc 2.95.3 and later.  May not work on SUNPRO yet  based on past experience.  It is now possible to construct const_iterators from regular iterators in the same way that this technique is used in the STL.,0
958,386,4269d6b,2005-03-23 14:03:45,fixed a bug in tetrahedral 4th and 5th order Gauss rules.  Thanks  Luca,1
961,389,4011851,2005-03-31 20:40:06,added pyramid.,0
962,390,83febc8,2005-04-05 17:09:56,Fixed LASPACK GMRES implementation for complex numbers. For details see contrib/laspack/CODE_CHANGES.,1
967,395,440e5a9,2005-04-10 20:15:53,Changed ExactSolution to consider the EquationSystems parameters instead of just the time.,0
968,396,d672caf,2005-04-12 09:01:01,Used Martin's patch for some changes regarding the _mesh_data pointer.,1
970,398,436818b,2005-04-14 17:11:43,Tried to reduce extensive use of friend classes in MeshData. Also modified example 7 which now uses an l-shaped mesh and corresponding mesh data.,0
971,399,609e33c,2005-04-18 13:55:15,Fixed logging in example 7.,1
979,407,22326a6,2005-05-02 13:12:29,Finally implemented the EigenSystem and an interface to the SLEPc eigen solvers. Also include an example ex16 to show how to use the new feature. SLEPc support makes only sense in combination with the corresponding PETSc version. Hence cofigure checks if both PETSc and SLEPc have the same version numbers. The Interface may only work for the latest SLEPc currently available (2.2.1).,0
980,408,2608728,2005-05-02 13:42:07,Fixed compiler errors if slepc is disabled.,1
980,408,2608728,2005-05-02 13:42:07,Fixed compiler errors if slepc is disabled.,0
981,409,a2ec9d7,2005-05-02 14:54:56,Fixes to the triangle interface for better memory management.,1
981,409,a2ec9d7,2005-05-02 14:54:56,Fixes to the triangle interface for better memory management.,0
982,410,6f2e5cb,2005-05-03 15:25:59,Fixed tetgen interface to get rid of switch warnings.,1
985,413,7e02419,2005-05-04 19:26:23,"After contracting an element it is no longer ""just coarsened""",0
986,414,633573c,2005-05-04 21:24:42,"Remove unnecessary ""element unchanged"" projection  Produce an error upon non-Lagrange coarsening  not bad data",1
988,416,e87e589,2005-05-05 20:20:49,added PETSc 2.3.x support,0
989,417,b95827f,2005-05-05 20:42:16,fixed missing return warning,1
989,417,b95827f,2005-05-05 20:42:16,fixed missing return warning,0
990,418,c8d6250,2005-05-05 21:13:32,Fixes for when triangle is disabled.,1
998,426,3276f53,2005-05-08 14:11:17,moved MeshBase::contract() up to Mesh.  Unfortunately  there is no good way to make MeshBase::delete_elem() efficient  so the old implementation of MeshBase::contract() was (potentially) O(n_elem^2)  and consumed approximately 20 percent of the runtime in ex10.  This new implementation exploits the fact that the elements are stored in a vector (which is why it was moved up to the Mesh class) and is linear in the number of elements.  The new implementation is less that 1 percent of the run time in ex10.,0
999,427,1511eba,2005-05-09 12:35:23,Fixed triangle support on OS X.,1
999,427,1511eba,2005-05-09 12:35:23,Fixed triangle support on OS X.,0
1000,428,ccea24d,2005-05-09 20:38:42,The _elements and _nodes std::vectors have been moved from MeshBase to Mesh at long last.  There are still several lingering design issues which will have to be addressed when additional Mesh subclasses are actually created.  MeshBase now contains a great deal of pure virtual functions which have to be reimplemented in derived classes.  I am certain not all of them will make sense for every subclass  so we will probably end up with another level of abstraction like UnstructuredMesh and then the actual Mesh class.  For now some additional clean-up is probably required  but the examples are running correctly.  I haven't compiled with enable-everything  but if you find something I will try to fix it.,1
1006,434,3272fa6,2005-05-10 19:53:28,Added dofs_on_edge function  FEInterface:: to dofs_on{side edge},0
1007,435,95a60c7,2005-05-10 20:22:08,Replaced repetitive error specializations with macro,1
1018,446,83f01c5,2005-05-13 21:07:36,Added JUST_COARSENED case to System::project_vector,0
1019,447,956b538,2005-05-14 17:14:18,copy and paste bug  changed triangle to tetgen.,1
1023,451,9228865,2005-05-14 21:16:53,Added -lz to link line.  This may be needed on some Macs?,0
1024,452,bed63ac,2005-05-16 18:09:34,Fixed potential Lagrange coarsening segfault,1
1024,452,bed63ac,2005-05-16 18:09:34,Fixed potential Lagrange coarsening segfault,0
1025,453,ce0a861,2005-05-16 19:03:05,Fixed subactive neighbor setting bug,1
1029,457,c1d885d,2005-05-17 15:57:34,removed deprecated PetscSetCommWorld,0
1030,458,72f3175,2005-05-17 18:38:28,fixed an error in MeshCommunication::broadcast()  added some PerfLog calls,1
1033,461,32b6afb,2005-05-17 21:54:48,Updated the publications page to add the work by Ondrej about Newmark Systems.,0
1034,462,536cc45,2005-05-17 23:36:50,Fixes for many assorted segfaults and assertion errors. Non-Lagrange coarsening still fails  at least for C1 elements.,1
1036,464,3aa9782,2005-05-18 08:54:13,Ups  some more changes for complex.,0
1037,465,0642fda,2005-05-18 13:14:31,Make eliminate_unrefined_patches prevent the future creation (via coarsening) of new unrefined patches  and add tests to *{refine coarsen}_elements to make sure compatibility conditions are now satisfied after refinement or coarsening is done.,1
1042,470,7f03da9,2005-05-18 17:48:47,Added assert()s to make it easier to catch buffer overflows here,0
1043,471,28aeb5e,2005-05-18 18:07:36,Test for multiple adjacent cells simultaneously coarsening  which will not create an unrefined patch,1
1045,473,5d57141,2005-05-19 14:24:39,Temporarily disabled extra eliminate_unrefined_patches asserts,0
1046,474,c70c572,2005-05-19 14:36:48,Fixed some links.,1
1047,475,3b8b596,2005-05-19 14:55:40,Ups.,0
1048,476,6bedce0,2005-05-19 20:50:07,fix for elements with no nodal DOFs,1
1057,485,c35925e,2005-05-24 17:30:30,removed spurious print statements,0
1058,486,7961c52,2005-05-24 17:42:45,fixed ex10 for parallel,1
1061,489,8f19309,2005-05-25 16:19:53,reordered subclass definitions for IBM xlC,0
1062,490,7fbd987,2005-05-25 16:22:16,submitted contributed patches for MeshCommunication::broadcast() and the Xdr class,1
1062,490,7fbd987,2005-05-25 16:22:16,submitted contributed patches for MeshCommunication::broadcast() and the Xdr class,0
1063,491,f694c55,2005-05-25 17:54:24,More extensive performance logging of the Kelly Error Estimator.,1
1064,492,5197e24,2005-05-25 17:54:25,This commit was manufactured by cvs2svn to create tag 'libmesh-0_5_0-rc1'.,0
1065,493,8d36bfa,2005-05-27 14:45:39,Added laplacian jump error estimator for fourth order problems,1
1066,494,6f08ac9,2005-05-27 15:00:58,Dependency changes  including the fourth_error_estimators.C addition and probably the dependency removals due to John's work.,0
1067,495,959489a,2005-05-27 17:21:25,fix for when second derivatives are absent,1
1083,511,8ae5cde,2005-06-06 14:53:20,Forward declare Mesh and Elem in equation_systems.h instead of #include. This greatly reduced header file inter-dependencies.  Also added the new deprecated() macro for marking code which will be removed in future versions  and deprecated some redundant parts of the EquationSystems interface.  As a result of removing the #include  most of the examples had to have elem.h #included directly.,0
1084,512,2b5aed6,2005-06-06 16:24:16,1D support for linear and quadratic Lagrange elements  Adaptivity and finding neighbors support for 1D Generalization of side() to return AutoPtr<DofObject> rather than AutoPtr<Elem> Support for GNUPlot output in 1D Support for error estimation via Kelly indicator in 1D Some bug fixes added for allocation of zero-length arrays in dof_object.h  more needed! Changes to side() for all infinite element types to return AutoPtr<DofObject> Support for build_line in mesh_generation.C Added ex0 to test 1D code  ex4 updated to work in 1D.,1
1093,521,2e433f3,2005-06-07 16:33:48,Started using the side class for the infinite element build_side routines.,0
1094,522,edaa6d3,2005-06-07 21:20:56,Fixed potential non-Lagrange coarsening segfault on mixed meshes,1
1094,522,edaa6d3,2005-06-07 21:20:56,Fixed potential non-Lagrange coarsening segfault on mixed meshes,0
1095,523,db359a2,2005-06-07 21:50:39,Fix for overzealous assert in dbg mode and efficiency improvement in opt mode  for elements with DoF-free non-vertex nodes (e.g. linear hierarchics on Quad9s),1
1099,527,4c71abf,2005-06-08 15:07:52,Weakened overzealous assert() statements,0
1100,528,77709d7,2005-06-08 16:11:18,Changed gnuplot_io.C to use a std::map to form the data files. Also  made data filename depend on gnuplot script filename so that in time-dependent problems data won't be overwritten.,1
1100,528,77709d7,2005-06-08 16:11:18,Changed gnuplot_io.C to use a std::map to form the data files. Also  made data filename depend on gnuplot script filename so that in time-dependent problems data won't be overwritten.,0
1101,529,dda046e,2005-06-08 16:21:46,Fix to avoid incorrect caching on non-shapes-need-reinit elements,1
1103,531,9487f20,2005-06-08 16:38:18,This commit was manufactured by cvs2svn to create tag 'libmesh-0_5_0-rc3'.,0
1104,532,cfecd86,2005-06-08 17:07:03,Fixed bug in gnuplot_io.C to allow correct plotting of multiple variables,1
1112,540,7bdfe9a,2005-06-09 15:17:22,generic powerpc-* ignore rule.,0
1113,541,46db5b1,2005-06-09 15:25:59,Compatibility fix for petsc 2.1.1,1
1114,542,f126ab7,2005-06-09 16:57:52,explicitly #include <sstream>,0
