,index,hash,time,message,buggy
1162,285,8b760ef,2017-03-05 06:54:56,Remove debugging statements in symfind.F90 . Fix minor issues in the doc form chempot input variable.,1
1162,285,8b760ef,2017-03-05 06:54:56,Remove debugging statements in symfind.F90 . Fix minor issues in the doc form chempot input variable.,0
1163,286,83ee850,2017-03-05 07:02:56,Fix type error,1
1163,286,83ee850,2017-03-05 07:02:56,Fix type error,0
1164,287,8324dbf,2017-03-05 07:11:00,Defines tolerances for v8#30. By the way  there is a portability problem : tolerances are too large. This should be fixed.,1
1168,94,1f166d1,2017-03-05 21:59:06,Merge remote-tracking branch origin/_gonze/3dd9 into gonze_chempot3,0
1169,95,26cb900,2017-03-05 23:30:53,Fix silly mistake  due to incomplete use of grchempottn  liked with gradual implementation of its use.,1
1176,101,402c104,2017-03-06 14:18:02,move test for multibinit v7 to v8 and change the name of xml outputs,0
1177,102,ad5f4c4,2017-03-06 14:40:21,resolved merge conflict error for compilation,1
1178,102,85ffc53,2017-03-06 14:47:52,hmc: tests ok  ready to MR,0
1179,104,ed1f8b4,2017-03-06 15:23:11,small fix to succes tests,1
1188,110,5998228.0,2017-03-07 08:53:20,Update args of forces and calling routines,0
1189,111,04da739,2017-03-07 08:56:02,Fix typo in scfcv.f90,1
1191,113,4381a28,2017-03-07 11:14:59,Typo,0
1192,113,0c0bf25,2017-03-07 11:55:00,Fix typos,1
1195,117,66cdd2b,2017-03-07 12:38:50,Disable the echo of grchempottn  for testing purposes.,0
1196,117,6dab532,2017-03-07 14:27:30,quick fixes,1
1241,151,e1a5fb3,2017-03-14 16:16:25,Don't know why I had those files...?,0
1242,153,d4317e8,2017-03-14 16:21:12,fix the call to sytens,1
1256,61,7faa013,2017-03-20 00:14:17,add dfpt pot outputs for fabio,0
1257,62,bbe8b5e,2017-03-20 13:00:43,correct for failing tests,1
1276,14,de12ee5,2017-03-25 23:24:04,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0
1277,73,4c1fb74,2017-03-25 23:42:23,Fix typo,1
1277,73,4c1fb74,2017-03-25 23:42:23,Fix typo,0
1278,15,fb8caa7,2017-03-26 00:10:44,Fix typo,1
1292,175,329acf8,2017-03-30 18:14:52,Make restart from history compatible with PI-QTB,0
1293,175,8cb11ba,2017-03-31 07:57:07,Fix a link  and update the var*.html files,1
1300,82,5cfc26b,2017-04-04 14:38:21,Merge remote-tracking branch 'trunk/develop' into dfpt,0
1301,83,aacb305,2017-04-04 14:57:17,fixed input varibales docs,1
1305,84,9619c79,2017-04-05 11:57:06,removed debug info from calcdensph,0
1306,85,73028a8,2017-04-05 13:30:13,fixed dimension of 1st order potential,1
1307,59,694db61,2017-04-06 10:32:15,Correction in m_rf2,0
1308,178,f4c5c2f,2017-04-06 11:53:29,fix bug in new weights,1
1315,61,29d3939,2017-04-10 14:47:56,Correct selected rf2-directions when prepanl/=0,0
1316,86,7924390.0,2017-04-11 14:41:31,Fixed attempts by eph to compute DOS when there is only 1 k-point.,1
1318,88,fb0aeaa,2017-04-11 16:59:10,Merge remote-tracking branch 'trunk/develop' into dfpt,0
1319,89,a333e4f,2017-04-11 18:59:35,fixed gs Zeeman bug  changed several lines related to constrained magnetization in setvtr  debug template for dynamic magnetic charges,1
1319,89,a333e4f,2017-04-11 18:59:35,fixed gs Zeeman bug  changed several lines related to constrained magnetization in setvtr  debug template for dynamic magnetic charges,0
1320,90,7561647.0,2017-04-11 22:04:48,resolving mag constraint test problems: non-significant differences at initial scf steps,1
1320,90,7561647.0,2017-04-11 22:04:48,resolving mag constraint test problems: non-significant differences at initial scf steps,0
1321,182,0165f0e,2017-04-12 11:24:07,Fix problems in binaries.conf   also update files for v8.3.3,1
1333,62,f0a83b0,2017-04-19 09:28:21,Merge branch 'nonlinear' of /media/usbdisk/GIT/abinit into nonlinear,0
1334,97,7603baa,2017-04-19 12:00:12,Fix misplaced endif,1
1340,63,e0ba4e9,2017-04-19 14:08:00,Small correction in dfpt_looppert.F90,0
1341,102,8280788.0,2017-04-19 14:31:13,Fix compilation error,1
1343,104,36754d0,2017-04-19 15:14:10,Merge remote-tracking branch 'trunk/develop' into dfpt,0
1344,105,58633eb,2017-04-19 15:15:31,Fix compilation error,1
1353,114,e372cbb,2017-04-20 16:20:04,for testing : clone shiva_py3K -> inca_py3k,0
1354,115,f834168,2017-04-20 17:47:57,should have fixed the new debye waller except for a factor of pi...,1
1371,132,2806ec3,2017-04-24 18:56:38,Some modifs to prevent array overflow,0
1372,133,6cb4f7f,2017-04-24 19:47:32,strange crash during printing of 1st order wf on ibm8 machine only  for now set prtwf to -1 in input to circumvent the problem,1
1372,133,6cb4f7f,2017-04-24 19:47:32,strange crash during printing of 1st order wf on ibm8 machine only  for now set prtwf to -1 in input to circumvent the problem,0
1373,134,b4ea8bf,2017-04-25 08:45:20,Fix accumulation error in lobpcg2 to reach very low residu,1
1376,137,3a0da20,2017-04-26 14:18:12,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
1377,138,eac9330,2017-04-26 14:31:44,bug correction for merge,1
1377,138,eac9330,2017-04-26 14:31:44,bug correction for merge,0
1378,139,185c789,2017-04-26 15:16:04,bug correction for merge,1
1378,139,185c789,2017-04-26 15:16:04,bug correction for merge,0
1379,140,e978dd6,2017-04-26 16:41:58,Two bug fixes: a copy was wrong in effpot_mover  improvment of zheevd using MAGMA (from dominic on the forum),1
1379,140,e978dd6,2017-04-26 16:41:58,Two bug fixes: a copy was wrong in effpot_mover  improvment of zheevd using MAGMA (from dominic on the forum),0
1380,141,1eee007,2017-04-26 16:51:16,bug correction for merge (again...),1
1383,144,2420eb7,2017-04-27 11:51:27,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into tdepoptic,0
1384,145,7fdc74e,2017-04-27 11:56:29,bug corrections for the test farm (abiref),1
1384,145,7fdc74e,2017-04-27 11:56:29,bug corrections for the test farm (abiref),0
1385,146,160c626,2017-04-27 13:59:27,bug correction for the test farm (abiref v7 t70),1
1385,146,160c626,2017-04-27 13:59:27,bug correction for the test farm (abiref v7 t70),0
1386,147,7953c9b,2017-04-27 15:37:01,bug correction for the test farm (ibm8),1
1386,147,7953c9b,2017-04-27 15:37:01,bug correction for the test farm (ibm8),0
1387,148,1639305.0,2017-04-27 15:55:22,first ref file fixes: do not echo Debye freq and temp twice,1
1390,151,4e4a051,2017-04-27 17:58:30,1st version of Kxc with nkxc=7 for nspden=1,0
1391,152,b7fa252,2017-04-27 18:16:41,bug correction for the test farm (ibm8 v7 t65),1
1403,12,01c5f61,2017-04-28 14:59:26,Input files for tests libxc 52 and 53,0
1404,13,89fc631,2017-04-28 15:54:43,Fix a bug in Fock parallel  with metallic occupations   document the LibXC options for hybrid functionals,1
1405,157,0b365d9,2017-04-28 16:11:12,2nd version of Kxc with nkxc=7 for nspden=1,0
1406,29,0af52f0,2017-04-28 16:11:20,Fix minor problems in input files,1
1407,158,d6aa0f3,2017-04-29 21:45:25,update ref files and correct testing for arguments of thermodynamical potentials,0
1408,159,ec95cbd,2017-04-29 23:21:30,fix tests again for thermo argument evaluations,1
1411,162,ae5fd53,2017-05-01 12:49:46,make happy buildsys[2] : lines to long,0
1412,15,e444775,2017-05-01 13:47:40,libxc#51 input file (PBE0) : fix doc and also value,1
1415,164,7c0c072,2017-05-01 21:58:39,Write amu in crystal_ncwrite  add addition entries in GRUNS.nc to facilitate post-processing.,0
1416,165,f9fdbd5,2017-05-02 07:27:10,Fixed some comments.,1
1416,165,f9fdbd5,2017-05-02 07:27:10,Fixed some comments.,0
1417,32,206f110,2017-05-02 08:52:40,Fix typos and incoherencies in the doc  related to densfor_pred .,1
1418,33,4aac718,2017-05-02 08:59:09,Suppress useless section,0
1419,19,5c141d5,2017-05-02 09:06:07,Reenable Tlibxc#53 + fix typo,1
1421,166,7cdb740,2017-05-02 10:16:36,Update tol for inca_gnu_6.3_py3k,0
1422,35,6160091.0,2017-05-02 11:38:43,Modify test libxc#53  and provide ref   fix typos in docs  and correct other stuff for densfor_pred,1
1424,21,8a8106e,2017-05-02 12:39:23,Correct the position of densfor_pred in the echo .,0
1425,37,8c5d315,2017-05-02 12:52:53,Fix erroneously removed lines,1
1425,37,8c5d315,2017-05-02 12:52:53,Fix erroneously removed lines,0
1426,38,a0930b3,2017-05-02 13:03:53,Fix incorrect filter in check_kxc (my fault)  adjust tolerance for Tv7#94,1
1432,170,29c79b8,2017-05-02 18:04:01,Add LO-TO terms to GRUNS.nc,0
1433,171,c8303dd,2017-05-02 23:00:53,max2 bot error fixed,1
1434,172,1e32b9f,2017-05-03 08:46:47,Merge remote-tracking branch sprokh/dfpt/95ef into _sprokh,0
1435,41,261d0fb,2017-05-03 09:19:23,Fix bug  that was preventing the kxc to be stored,1
1437,174,11b5b3f,2017-05-03 17:33:36,filter to avoid underflow in coba2 buildbot,0
1438,175,ee837fa,2017-05-03 18:04:19,comment call to out1dm for VCLMB for the moment - fails on buda with 4 mpifft procs,1
1447,184,938c2e1,2017-05-05 11:36:27,max2 happy now?,0
1448,185,8878756.0,2017-05-05 11:37:39,string for error message was wrong - why is ngqpt allocated with more than 3 entries???,1
1452,188,5931941.0,2017-05-05 17:45:57,Adjust the number of iterations of 1 test,0
1453,189,22ea073,2017-05-06 00:45:39,Fixed a bug in ElectronPhononCoupling affecting MPI runs.,1
1476,33,ca6a0f4,2017-05-11 14:36:31,Merge tag 'start-8.5.0' into develop,0
1477,50,ce41d53,2017-05-11 14:56:55,multibinit: quick fix after the merge of the trunk,1
1485,9,a541cb5,2017-05-15 09:20:48,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into gwsoc,0
1486,10,e669ac3,2017-05-15 15:11:03,fix of xc magnetic field for non-collinear case,1
1488,7,fbece6b,2017-05-16 09:37:45,Activate nspinor=2 sections,0
1489,13,184711b,2017-05-16 09:48:03,Fix wrong index in calc_sigx_me,1
1491,55,a711ffb,2017-05-16 16:49:16,multibinit: first implementation of the fit process,0
1492,40,044c8c3,2017-05-16 16:55:10,quick fix in mover  remove useless error message,1
1494,58,22a40c5,2017-05-16 22:33:37,cleaning,0
1495,15,6497f15,2017-05-17 12:09:40,Fixed spelling error in MSRQ output,1
1497,64,3581a3c,2017-05-17 16:01:34,Small correction in pawxcsum  remove the use of pert1/pert3 symmetry in nonlinear (until it is not debbuged in PAW),0
1498,60,85025af,2017-05-18 10:13:27,fix depends for macrcoave bigDFT fallback no more actived by default,1
1498,60,85025af,2017-05-18 10:13:27,fix depends for macrcoave bigDFT fallback no more actived by default,0
1499,16,b49d64a,2017-05-18 10:44:21,Fixed spelling errors in error statement when nddb =1,1
1499,16,b49d64a,2017-05-18 10:44:21,Fixed spelling errors in error statement when nddb =1,0
1500,17,4a51b2c,2017-05-18 10:45:22,Added error message when nddb > number of ddb files input by user.,1
1515,19,6f81be2,2017-05-21 15:53:57,gwpara = 2 in sigma with nspinor =2,0
1516,25,0e299d1,2017-05-21 17:33:43,This should fix the SIGSEV under ifort,1
1517,26,5b45d5b,2017-05-21 18:28:18,Add datasets with/wo SOC,0
1518,68,e32d0ec,2017-05-21 19:25:59,Minor fix of a link,1
1522,48,dab45dd,2017-05-22 13:39:25,Update v7[5] to account for new spgroup and minor numerical diffs,0
1523,73,f780413,2017-05-22 16:21:14,Fix file names in toptic_3.files,1
1526,3,4d43142,2017-05-24 08:24:25,Update test so it can run,0
1527,12,8f5d6aa,2017-05-24 09:16:48,Add error message when npfft > 1 and nthreads >1,1
1534,80,365ec09,2017-05-24 11:59:17,multibinit: update tests after adding stress term,0
1535,15,ea1f475,2017-05-24 14:17:53,Fix typos,1
1536,51,af9af74,2017-05-24 14:42:57,Merge branch develop/7f4b into trunk_gonze,0
1537,52,67b14ed,2017-05-24 15:02:17,multibinit: quick fixes for the xml related to the coefficients,1
1537,52,67b14ed,2017-05-24 15:02:17,multibinit: quick fixes for the xml related to the coefficients,0
1538,84,352bcf1,2017-05-24 15:58:47,multibinit: quick fixes in the reading of the XML with fortran,1
1546,22,cf4ae74,2017-05-25 13:05:38,Routine to compute SOC perturbatively,0
1547,15,6eb9d58,2017-05-25 22:46:03,backport of Boltztrap fix of default energy window for DOS,1
1555,31,9be00af,2017-05-26 15:38:53,Code cleanup,0
1556,32,41de37b,2017-05-26 16:21:54,Yet another bug in abilint,1
1569,35,3eae4f2,2017-05-27 12:56:45,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into gwsoc,0
1570,21,c43ccfd,2017-05-27 13:02:02,Minor fixes,1
1573,19,371f660,2017-05-27 16:33:12,Merge remote-tracking branch 'origin' into eph,0
1574,21,af63efe,2017-05-27 16:52:18,Fix missing files (some input files) in the infos_html-x.y.z.tar.gz archive.,1
1575,22,8f12a5a,2017-05-27 17:35:52,Had introduced erroneously blank spaces in a makefile ...,0
1576,23,d9db084,2017-05-27 19:55:21,fix bug in out1dm reported by NAG: cnly me_fft == 0 should close temp_unit,1
1593,29,f615451,2017-05-30 17:36:35,Restored identity between trunk and pouillon master branches,0
1594,30,2be541a,2017-05-30 17:38:18,Fixed ELPA2016 detection issue found thanks to EasyBuild,1
1595,120,5587524.0,2017-05-30 19:23:24,Improvement of the release notes.,0
1596,32,f2fd699,2017-05-30 19:27:21,Quick fix for vdw D3: chkinp test was to restrictive,1
1601,36,faadc4b,2017-05-31 21:30:16,Merge torrent/quickfixes/56a7 into _torrent-8.4.1,0
1602,37,476e794,2017-06-01 05:18:06,Backport to v8.4.1 the fix for intel17 from Bernard Amadon (merge request 157),1
1603,67,a011ef1,2017-06-01 05:19:39,Merge branch release-8.4.1/476e into develop,0
1604,39,5a31644,2017-06-01 05:44:51,Update release_notes-v8.4 (minor fixes).,1
1620,72,183420b,2017-06-03 07:05:51,Merge branch release-8.4.1/7db5 into develop,0
1621,142,082f456,2017-06-03 07:13:32,Suppress multibilint tests on ubu_intel_17.0_openmpi  because the problem had been fixed only in v8.5.0  not in v8.4.1 .,1
1630,77,4ed583e,2017-06-04 05:51:24,Modifs to finalize v8.5.0,0
1631,48,206fe31,2017-06-04 10:21:26,Fix compilation error,1
1638,3,9167070.0,2017-06-05 14:52:01,Change dataset 4 nstep in Tmpiio#26  for portability reasons,0
1639,13,b5d3431,2017-06-05 15:23:55,Fix the problem with bigdft_paral not being available ...,1
1639,13,b5d3431,2017-06-05 15:23:55,Fix the problem with bigdft_paral not being available ...,0
1640,6,fff16f3,2017-06-05 16:15:46,Change tolms to tolkms   also fix problem with input mpiio#26,1
1642,7,eb00d5a,2017-06-05 18:57:38,Update ref for Tv5#84,0
1643,9,9c9bde2,2017-06-05 19:04:52,Fix incorrect mpiio#t26.in,1
1650,44,b4e1bd5,2017-06-06 10:58:10,Save work,0
1651,3,951c596,2017-06-06 12:24:01,multibinit: add option in order to fix some coeff in the fit process,1
1655,27,c07e9cd,2017-06-06 17:32:40,Merge branch 'hotfix-8.4' into _gonze-8.4.2,0
1656,28,a10ce32,2017-06-06 17:40:22,Again update tolerances for fluctuating results with paral_kgb on ubu_intel_13.1_openmpi   also fix URL,1
1670,5,50f40d1,2017-06-09 10:28:08,2 files removed in doc/input-web,0
1671,33,14eeaea,2017-06-09 15:51:46,Finalize v8.4.2 : update KNOWN PROBLEMS. Also suppress unneeded exclude_hosts and exclude_builders in t*.in files.,1
1675,36,ae26db9,2017-06-09 19:34:54,Merge branch hotfix-8.4/1ed6 into develop,0
1676,38,f800011,2017-06-09 19:37:21,Fix conflict inside KNOWN_PROBLEMS,1
1676,38,f800011,2017-06-09 19:37:21,Fix conflict inside KNOWN_PROBLEMS,0
1677,39,d602cfa,2017-06-10 17:45:58,Attempt to corrected a bug related to the treatment of the long-range part of the phonon potential.,1
1677,39,d602cfa,2017-06-10 17:45:58,Attempt to corrected a bug related to the treatment of the long-range part of the phonon potential.,0
1678,40,9a6029f,2017-06-11 11:06:52,Fixed dvdb_free.,1
1678,40,9a6029f,2017-06-11 11:06:52,Fixed dvdb_free.,0
1679,40,6ff1360,2017-06-11 12:46:32,Trying to figure out a bug...,1
1683,44,b5492db,2017-06-11 16:40:29,Debugging in progress...,0
1684,45,9673ecf,2017-06-11 19:02:27,Commented some debug flag after a miracle resolution of the bug.,1
1685,47,833108c,2017-06-11 20:53:56,Debugging. Added comments in v1phq_symmetrize.,0
1686,48,03d11cf,2017-06-12 09:39:41,Fix blank,1
1688,50,95ce7c1,2017-06-12 10:41:20,Blank,0
1689,51,a67242a,2017-06-12 10:46:53,Debugging. I think I found the bug in dvdb_ftinterp_qpt.,1
1690,52,ca097e8,2017-06-12 11:53:10,Beautified the implementation of the long-range part of the phonon potential for Fourier interpolation.,0
1691,53,918d4ff,2017-06-12 13:26:12,Fixed argument declaration in v1r_long_range.,1
1697,58,bb006e4,2017-06-14 09:47:23,Rename dos_to_unix.csh -> suppress_windows_ctrl-M.csh,0
1698,59,35a82ab,2017-06-14 10:04:44,Fix text,1
1698,59,35a82ab,2017-06-14 10:04:44,Fix text,0
1699,60,0f4b61d,2017-06-14 11:49:09,ubu_intel13.1 has also a problem with Tmpiio#25 . Exclude this host ...,1
1702,62,8ac3384,2017-06-14 15:39:35,update of the new branch input-web,0
1703,63,e0f8cef,2017-06-15 21:51:45,fix broken gwfockmix support,1
1708,65,7a80082,2017-06-16 08:24:37,Merge jollet/input-web/8ac3 into input-web,0
1709,66,44be88f,2017-06-16 08:27:52,Fix typo,1
1713,71,89e37ca,2017-06-16 11:41:26,Merge hotfix-8.4/d251 into develop,0
1714,71,449b4d0,2017-06-16 11:49:44,Fix a bug in abi_yml2html.py (generation of the specials.html file). Improve the doc  and fix other minor problems with the input variable doc.,1
1719,76,8157b39,2017-06-16 13:43:57,The generation of topic.html file works  with only simple flat list given,0
1720,77,e9cff81,2017-06-16 13:45:50,Fix minor problem,1
1746,102,fb0f362,2017-06-19 16:36:27,update test,0
1747,62,87f7ac7,2017-06-19 16:48:43,Work around gcc bug on tikal_gnu_5.4_mpich,1
1751,105,8ec53e7,2017-06-19 20:42:10,One more minor adjustment.,0
1752,0,1c7e242,2017-06-19 20:48:44,fix: allocables declared but not allocated nor used,1
1763,8,daa0def,2017-06-20 14:11:08,multibinit: print rprimd in column in the XML and update ref,0
1764,9,c9b9d0c,2017-06-20 15:27:18,small fix in the MPI of the fit process,1
1772,11,304b0de,2017-06-22 10:48:33,add distribution of the memory for the fit process in MPI,0
1773,12,857ab3c,2017-06-22 12:24:43,small bug fixed for farmtest,1
1777,120,59c4079,2017-06-23 06:13:52,The echo of internal input variables in the automatically_generated topics files missed the % sign.,0
1778,122,974116a,2017-06-23 06:25:16,Still one fix of incorrect switch  for xyzfile variable.,1
1795,136,6c8bbcc,2017-06-26 10:26:48,The old names (varname and definition) are not used anymore.,0
1796,137,07c3e49,2017-06-26 10:42:28,Fix typo,1
1821,158,6037f02,2017-06-27 12:13:42,Merge remote-tracking branch 'origin/input-web' into develop,0
1822,159,1122846.0,2017-06-27 12:22:06,Fix incorrect links,1
1825,163,1f121d7,2017-06-27 12:54:01,Assign adequate input variables to varbse  vardmft or varvdw .,0
1826,164,b8bd5ac,2017-06-27 14:30:24,Fix many small errors in the mnemos .,1
1826,164,b8bd5ac,2017-06-27 14:30:24,Fix many small errors in the mnemos .,0
1827,164,41d0260,2017-06-27 14:32:31,Update files due to fix of mnemos typos.,1
1836,167,34e87c7,2017-06-27 21:20:47,Try to format correctly the reference log file for abichecks#01 .,0
1837,169,9d35cb8,2017-06-27 21:25:30,Fix outdated doc for vdw_xc,1
1838,170,8806c64,2017-06-27 21:33:54,Correct links to vardmft and varbse in the tutorials.,0
1839,171,be87ed5,2017-06-28 06:03:46,Fix many links (erroneous change gw => bse   http => httpsi   other fixes),1
1839,171,be87ed5,2017-06-28 06:03:46,Fix many links (erroneous change gw => bse   http => httpsi   other fixes),0
1840,171,7eea01f,2017-06-28 08:37:56,Fix wrong link. Fix other minor issue with link.,1
1866,50,364633.0,2017-07-01 07:25:19,Upgrade the playground to the modifs made by François.,0
1867,51,da0b7d9,2017-07-01 09:57:36,Fixing too many deallocations.,1
1867,51,da0b7d9,2017-07-01 09:57:36,Fixing too many deallocations.,0
1868,52,fbdb574,2017-07-01 10:26:20,Fixing deallocations.,1
1868,52,fbdb574,2017-07-01 10:26:20,Fixing deallocations.,0
1869,53,a960b7f,2017-07-01 14:52:19,Still fixing the deallocations.,1
1869,53,a960b7f,2017-07-01 14:52:19,Still fixing the deallocations.,0
1870,54,1551fdb,2017-07-01 15:55:04,Again  fixing deallocations.,1
1870,54,1551fdb,2017-07-01 15:55:04,Again  fixing deallocations.,0
1871,55,bcfcb69,2017-07-02 11:46:17,Fixing deallocation...,1
1876,59,915f301,2017-07-02 18:14:36,Now the specials.html is generated like the var*.html files.,0
1877,60,e2b0505,2017-07-03 05:58:05,Fixed bugs,1
1891,74,8a23f46,2017-07-03 12:41:12,Merge remote-tracking branch 'trunk/develop' into develop,0
1892,75,ff96395,2017-07-03 14:20:55,Fixing non-ascii characters.,1
1892,75,ff96395,2017-07-03 14:20:55,Fixing non-ascii characters.,0
1893,76,97b289c,2017-07-03 14:36:32,quick fixes for the new paral tests,1
1894,77,3cb5ca9,2017-07-03 16:16:57,Continue to work on the automatic generation of the topic files,0
1895,78,01809b0,2017-07-03 17:41:11,Debugging ascii problem.,1
1908,91,9208729.0,2017-07-04 10:35:45,The new mechanism should be working correctly in doc/input_variables,0
1909,92,a404bd1,2017-07-04 10:37:20,Fix,1
1913,95,b2559d1,2017-07-04 11:13:44,Minor modif with spaces,0
1914,96,2149a1e,2017-07-04 11:15:59,Minor fixes,1
1914,96,2149a1e,2017-07-04 11:15:59,Minor fixes,0
1915,97,8a8062d,2017-07-04 11:17:51,Minor fix,1
1921,104,a676566,2017-07-04 12:11:23,Remove tocontent_header for topics  not needed anymore,0
1922,105,39248f2,2017-07-04 12:25:20,Minor fix,1
1927,109,053125d,2017-07-04 12:51:50,Transfer abi_yml2html.py to yml_files (as well as other needed file),0
1928,111,a293020,2017-07-04 13:00:05,Problem solved.,1
1929,112,a1ed350,2017-07-04 13:05:18,Suppress the html_template directory  and perform additional cleaning.,0
1930,113,2ab3d76,2017-07-04 13:21:33,Fix minor problem with abi_checks.py,1
1952,135,122403a,2017-07-05 07:45:36,Merge biederj/develop/8a23 into _biederj,0
1953,136,a19cd1d,2017-07-05 09:27:39,small fix in fit process (remove coeffs supperior to 1E10),1
1958,141,b3dbcf1,2017-07-05 14:34:47,Replaced several calls to ddb_io_out with the functions of ddb_hdr.,0
1959,5,4ec33de,2017-07-05 16:00:16,Fix  wf convergence ?,1
1961,142,22a06dd,2017-07-05 17:40:10,creation du fichier topic_PIMD + liens vers les inputs tests,0
1962,144,bc023a6,2017-07-05 23:19:59,Suppress the old playgrounds. Also fix minor issues.,1
1968,148,a737881,2017-07-06 10:30:07,"Replace ""newtopic"" by ""topic""",0
1969,149,97c2c03,2017-07-06 10:31:50,Fix newtopic to topic.,1
1974,152,a683176,2017-07-06 17:57:18,The script abi_bib2yml.py also produces now the file abiref.txt  for checking purposes. Also  the abiref.bib has been straightened : e.g. the IDs now all use four-digits years.,0
1975,152,d42a9f0,2017-07-07 05:41:04,iMore verifications done by abi_bib2yml.py . Treatment of phdthesis  masterthesis. Also some fixes in the initial database.,1
1990,167,e3d7edd,2017-07-08 16:33:22,Corrected the reading of usepaw in the DDB.,0
1991,168,83419de,2017-07-08 19:35:06,Fixed a test.,1
1991,168,83419de,2017-07-08 19:35:06,Fixed a test.,0
1992,168,c82e60b,2017-07-09 15:45:32,Fixed reading ntypat.,1
2000,177,8b6039c,2017-07-11 10:35:11,Correct the place for list_topics_class.yml,0
2001,177,f0fc931,2017-07-11 10:55:25,Fixing abirules and robodoc.,1
2011,187,e7f8995,2017-07-11 20:01:37,Rearranged several subroutines.,0
2012,189,4b3cac1,2017-07-11 20:35:20,Fixed some more stuff.,1
2012,189,4b3cac1,2017-07-11 20:35:20,Fixed some more stuff.,0
2013,190,6538e2f,2017-07-11 22:15:31,Fixed reading 3rd order derivatives.,1
2013,190,6538e2f,2017-07-11 22:15:31,Fixed reading 3rd order derivatives.,0
2014,191,0fb6b34,2017-07-12 09:42:57,Fixed thmeig,1
2019,69,badedeb,2017-07-12 14:19:55,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into gwsoc,0
2020,195,f7d1f2b,2017-07-12 15:30:23,Fix command line interface for fold2bloch,1
2022,195,c6ff8d2,2017-07-12 16:06:38,This time  the accentuations are treated correctly.,0
2023,196,3522673.0,2017-07-12 21:27:18,Fix many small problems in both the bibtex and the python script.,1
2024,198,a13da6a,2017-07-12 21:28:35,Reorder the abiref.bib,0
2025,199,c375f78,2017-07-13 05:30:07,Introduce alphabetic labelling in bibliography.html file. Fix minot issues in abiref.bib.,1
2027,201,3dc7c9c,2017-07-13 11:58:15,Corrected argument declarations in thmeig.,0
2028,201,cf1ddfe,2017-07-13 14:33:33,Fixed call to crystal_init.,1
2030,203,8c4bca4,2017-07-13 17:44:00,Temporarily reverted functions ddb_from_file and rdddb9 for debugging.,0
2031,204,2a5d42f,2017-07-13 18:03:47,Made use of ddb_hdr more carefully in rdddb9 to find bug.,1
2033,206,f0d2926,2017-07-14 05:38:01,Coded the section on references in each topic  However  does not work yet ...,0
2034,208,500ce59,2017-07-14 05:51:36,Fix bug. The accented characters are OK again.,1
2037,211,7391852.0,2017-07-14 12:36:36,Trying to sanitize cyrstal initialization.,0
2038,211,611c562,2017-07-14 14:10:35,Hopeless attempt to evince the cause of the bug.,1
2041,215,3b03dea,2017-07-14 15:11:45,Passed mpi communicator to ddb_hdr_open_read.,0
2042,215,21f51ab,2017-07-14 15:14:58,Fixed a typo.,1
2043,216,9d5bb68,2017-07-14 16:18:43,THe lesson base1 is generated automatically. However  links are not yet correct ...,0
2044,217,587f526,2017-07-14 16:21:24,Fixed another typo,1
2044,217,587f526,2017-07-14 16:21:24,Fixed another typo,0
2045,219,f3b45ae,2017-07-14 17:58:46,Fixed ntypat in anaddb.,1
2046,219,add4d05,2017-07-14 19:32:45,Reverted the reading of the ddb to the new ddb_hdr interface.,0
2047,221,2125000000000.0,2017-07-14 20:36:47,Must go back to previous commit to fix error.,1
2052,226,bfa60f0,2017-07-15 05:49:19,Restructure dirs for tutorial,0
2053,226,77c80d5,2017-07-15 05:50:13,Fix,1
2054,227,5376c7a,2017-07-15 05:51:40,Correct,0
2055,229,9f48074,2017-07-15 05:55:40,Fix link,1
2060,233,aa89044,2017-07-15 11:14:11,Reverting rdddb9 to ddb_hdr.,0
2061,235,8b0799c,2017-07-15 11:14:49,Fix subtitle printing.,1
2064,237,30d95a1,2017-07-15 12:06:41,Reverted ddb_from_file to ddb_hdr.,0
2065,239,4e2cabf,2017-07-15 16:47:45,Fixed ddbun in ddb_from_file.,1
2080,253,a19a850,2017-07-16 08:41:43,Generated html files in the theory directory,0
2081,254,9b418c4,2017-07-16 09:18:11,Fix many links. Also other minor modifications.,1
2090,263,97f6431,2017-07-16 18:23:12,Use finalize_html to finalize the topics,0
2091,264,d8fc3a7,2017-07-16 18:29:02,finalize_html is used to generate the all_topics file  and fix one problem.,1
2104,277,d09f09a,2017-07-17 20:37:22,Start to correct many minor issues,0
2105,278,365ee05,2017-07-17 21:49:19,Continue to fix bugs in script  or in old html files ...,1
2107,280,6045c6e,2017-07-18 06:18:23,Minor corrections.,0
2108,282,563215c,2017-07-18 09:49:00,Trying to fix speed of sound calculation.,1
2117,291,59c43e2,2017-07-18 14:27:39,Regenerated the reference for the test [v8][t45] since I modified the computation of the spherical average of speed of sound (subroutine ifc_speedofsound). The numerical result should be more stable  but I needed to update the reference so that the test succeeds on abiref.,0
2118,291,4ea8d20,2017-07-18 14:27:56,Minor fixes,1
2122,295,806a54e,2017-07-18 15:51:26,Set aside the old html files.,0
