,index,hash,time,message,buggy
3436,157,a692398,2016-08-24 23:08:03,fix bug in reserving sufficient space for special atoms,1
3436,157,a692398,2016-08-24 23:08:03,fix bug in reserving sufficient space for special atoms,0
3437,158,849cec3,2016-08-24 23:15:08,fix memory leak in compute omega/chunk,1
3438,159,74516b5,2016-08-25 06:30:53,port Make.py so it is compatible with python 2.7 *and* python 3.x,0
3439,160,db077ef,2016-08-25 10:33:33,Fixed initialization of arrays in fixes,1
3439,160,db077ef,2016-08-25 10:33:33,Fixed initialization of arrays in fixes,0
3440,161,ee2f6de,2016-08-25 10:55:18,Fixed initialization of arrays in fixes,1
3440,161,ee2f6de,2016-08-25 10:55:18,Fixed initialization of arrays in fixes,0
3441,162,a635c70,2016-08-25 10:57:47,Fixed so we test for compute fix and variable id's being NULL in find_ functions,1
3441,162,a635c70,2016-08-25 10:57:47,Fixed so we test for compute fix and variable id's being NULL in find_ functions,0
3442,163,2c7241b,2016-08-25 11:33:10,Fixed initialization of arrays in fixes,1
3443,164,b06fa56,2016-08-25 11:35:41,find functions in atom.cpp checks for id/name being NULL,0
3444,165,b5a5627,2016-08-25 11:45:07,Fixed initialization of arrays in fixes,1
3444,165,b5a5627,2016-08-25 11:45:07,Fixed initialization of arrays in fixes,0
3445,166,fd05a13,2016-08-25 11:53:51,Fixed initialization of arrays in fixes,1
3445,166,fd05a13,2016-08-25 11:53:51,Fixed initialization of arrays in fixes,0
3446,167,265cc14,2016-08-25 15:20:12,Fixed initialization of arrays in fixes,1
3446,167,265cc14,2016-08-25 15:20:12,Fixed initialization of arrays in fixes,0
3447,168,07eb1d4,2016-08-25 15:25:49,Fixed initialization of arrays in fixes,1
3447,168,07eb1d4,2016-08-25 15:25:49,Fixed initialization of arrays in fixes,0
3448,169,425142b,2016-08-25 15:27:44,Fixed initialization of arrays in fixes,1
3448,169,425142b,2016-08-25 15:27:44,Fixed initialization of arrays in fixes,0
3449,170,36e085e,2016-08-25 15:33:49,Fixed initialization of arrays in fixes,1
3449,170,36e085e,2016-08-25 15:33:49,Fixed initialization of arrays in fixes,0
3450,171,d6b9d0b,2016-08-25 15:37:04,Fixed initialization of arrays in fixes,1
3450,171,d6b9d0b,2016-08-25 15:37:04,Fixed initialization of arrays in fixes,0
3451,172,f9a21ae,2016-08-25 15:42:23,Fixed initialization of arrays in computes/fixes in MANYBODY package,1
3451,172,f9a21ae,2016-08-25 15:42:23,Fixed initialization of arrays in computes/fixes in MANYBODY package,0
3452,173,48ba812,2016-08-25 16:15:13,Fixed initialization of arrays in computes/fixes in MC package,1
3453,174,e96ac8e,2016-08-25 16:55:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15497 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3454,48,bfb01b8,2016-08-25 16:59:45,Fixing compiler warning,1
3462,183,9be235d,2016-08-26 14:34:42,improved .gitignore files to show only changes in relevant folders and files,0
3463,52,3366136.0,2016-08-26 15:43:13,Fixing Kokkos memory issue,1
3463,52,3366136.0,2016-08-26 15:43:13,Fixing Kokkos memory issue,0
3464,55,3366136,2016-08-26 15:43:13,Fixing Kokkos memory issue,1
3474,194,c570bf2,2016-08-27 01:57:45,enforce C or POSIX locale in all shell scripts and turn of enforced global grep options,0
3475,195,c80dad0,2016-08-27 16:25:01,new fix flow/gauss command,1
3480,200,0192d2e,2016-08-27 17:14:27,Merge pull request #5 from akohlmey/initialize-pointers,0
3481,201,1c13b30,2016-08-27 17:32:56,small cleanup and generalization of fix flow/gauss,1
3483,203,f5a50c3,2016-08-27 22:13:36,Added documentation about -DLAMMPS_EXCEPTIONS flag,0
3484,61,90e6032,2016-08-27 22:18:45,new fix flow/gauss command,1
3500,219,56d0ab9,2016-08-28 14:20:23,updated doc build readme for current Fedora and RHEL/CentOS,0
3501,220,fc5db8a,2016-08-28 14:20:43,fix off-by one bug when looking for bonds.,1
3508,226,ef86d11,2016-08-30 06:29:41,Merge branch 'integration' into small-bugfixes,0
3509,227,b7749ab,2016-08-30 06:41:02,individual computes do not need to set vector/array to NULL. reordering fixes to silence compiler warnings,1
3509,227,b7749ab,2016-08-30 06:41:02,individual computes do not need to set vector/array to NULL. reordering fixes to silence compiler warnings,0
3510,228,021ade1,2016-08-30 06:41:50,null-ing of pointers and a couple select integers for fix ave/chunk,1
3512,230,a2ea263,2016-08-30 07:04:54,remove vector/array class members shadowing the base class,0
3513,231,c3e8cb2,2016-08-30 16:46:02,fix typo in comments,1
3515,70,ba444a4,2016-08-30 19:33:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15522 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3516,234,76acb8c,2016-08-30 23:18:07,Fixing Kokkos memory issue,1
3526,76,82859c4,2016-08-31 15:57:02,Merge branch 'integration' into weighted-balancing,0
3527,245,93401a8,2016-08-31 15:58:33,reintroduce pointer nullification for fix balance,1
3528,246,6c65af7,2016-08-31 16:10:20,bad file?,0
3529,247,639ab0f,2016-08-31 16:11:08,Merge branch 'core/cpp_exceptions' of https://github.com/rbberger/lammps into error,1
3540,81,e3d0a32,2016-08-31 20:10:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15526 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3541,259,083ff54,2016-08-31 20:26:15,small bug fixes,1
3565,93,519a3ee,2016-09-01 21:45:00,Adding Kokkos version of PPPM,0
3566,94,fc80281,2016-09-02 22:45:29,Fixing bugs in per-atom,1
3571,289,c543cba,2016-09-06 10:31:33,Merge pull request #18 from akohlmey/clean-up-docs-for-sphinx,0
3572,290,3bb3c1a,2016-09-06 10:46:51,add pppm/kk and fix reax/c issues,1
3572,290,3bb3c1a,2016-09-06 10:46:51,add pppm/kk and fix reax/c issues,0
3573,92,688b1f1,2016-09-06 14:06:59,Fixing bug in Kokkos ReaxFF,1
3573,92,688b1f1,2016-09-06 14:06:59,Fixing bug in Kokkos ReaxFF,0
3574,292,4314299,2016-09-06 14:50:04,harden fix shear/history against use-after-delete and from incorrect use of reverse communication,1
3575,293,4f88c75,2016-09-06 16:02:59,update the discussion on how to submit modifications,0
3576,294,906bd24,2016-09-06 16:03:16,fix typos,1
3576,294,906bd24,2016-09-06 16:03:16,fix typos,0
3577,295,42db93e,2016-09-06 16:10:16,one more small correction to document recent fix ave/time changes,1
3585,302,c9455c9,2016-09-06 16:55:16,Merge pull request #20 from akohlmey/lammps-contribute,0
3586,303,0252347,2016-09-06 17:00:32,sync with 7Sep16 patch,1
3590,307,fc2d878,2016-09-06 21:20:47,update manual introduction to represent current status. correct some markup to better pass through sphinx,0
3591,308,f56c41e,2016-09-06 21:21:28,update with correct error description. sync with manual.,1
3593,310,ec2a6b9,2016-09-06 21:27:41,update colvars to version 2016-08-10,0
3594,311,c8cfd53,2016-09-06 21:28:55,"adjust makefiles in lib tree  so they don't return an error exit code on ""make clean"" targets.",1
3599,107,83f1396,2016-09-06 22:09:41,Reverting optimizations that hurt performance on some compilers,0
3600,316,a31c507,2016-09-06 22:15:49,correct error message text  sync with source,1
3627,342,e483cb9,2016-09-07 16:30:14,Use command_map to list command styles,0
3628,343,00b08bb,2016-09-07 16:37:10,Use compute_map and fix_map to list compute and fix styles,1
3645,360,1f901c9,2016-09-08 09:53:57,Update generated HTML docs of info command,0
3646,361,c33e104,2016-09-08 11:51:22,delete duplicate fclose() in fix ttm/mod constructor,1
3666,381,16323ba,2016-09-09 07:37:53,require an atom map for compute voronoi/atom occupation,0
3667,382,3657077,2016-09-09 09:19:15,update error message to be consistent with other styles,1
3700,414,b76a42d,2016-09-12 19:57:37,making a few more in-page links unique. some more small corrections and clenups,0
3701,132,d913f5e,2016-09-12 21:09:35,Fixing Kokkos bugs,1
3703,417,14bed44,2016-09-13 09:36:48,ignore Makefile.lammps in lib tree,0
3704,418,a8081d4,2016-09-13 10:54:04,fix qeq Kokkos bug fix by Stan,1
3720,434,1dc19ec,2016-09-13 19:01:26,Update unit tests to reflect new behavior,0
3721,435,c61d5a1,2016-09-13 19:53:06,Raise exception and output error if ulb ule and olb ole are unbalanced,1
3721,435,c61d5a1,2016-09-13 19:53:06,Raise exception and output error if ulb ule and olb ole are unbalanced,0
3722,436,b7ddc86,2016-09-13 20:00:17,Fix error in Manual.txt,1
3722,436,b7ddc86,2016-09-13 20:00:17,Fix error in Manual.txt,0
3723,437,3c88fa1,2016-09-13 20:13:53,Fix bug introduced in latest changes,1
3737,450,9779911,2016-09-14 09:54:06,regenerate html files from scratch after merging from upstream and including richard's last updates to the converter tools,0
3738,451,77e0a84,2016-09-14 09:59:36,fix an inconsistency and a typo,1
3746,459,5cdc48d,2016-09-14 16:15:09,Update ipython example to show interface usage,0
3747,460,62bf307,2016-09-14 18:15:50,Fix bug introduced into Make.py by latest changes,1
3761,474,72ce8ff,2016-09-16 10:05:53,Merge pull request #31 from akohlmey/doc-cleanups-and-updates,0
3762,475,abf05ee,2016-09-16 10:31:52,comm tiled bug fix,1
3775,488,900c839,2016-09-18 00:06:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15595 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3776,489,faa0b40,2016-09-19 23:19:14,fix argument indexing bug in fix ave/atom,1
3780,493,7bb880f,2016-09-20 09:05:39,remove debug code,0
3781,494,b9b044e,2016-09-20 10:44:12,new fix ti/spring command  remove fix ti/rs,1
3781,494,b9b044e,2016-09-20 10:44:12,new fix ti/spring command  remove fix ti/rs,0
3782,495,5c37fcc,2016-09-20 12:10:58,fix ti/spring for eam/allow and eam/fs,1
3784,496,5583030,2016-09-20 14:52:43,sync with GH,0
3785,161,3a73a14,2016-09-20 15:06:39,disable use of fix adapt with EAM for GPU+KOKKOS and CDEAM,1
3787,141,df0ed58,2016-09-20 16:12:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15599 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3788,500,b4e2876,2016-09-20 16:13:14,Fix typo,1
3800,176,281ace3,2016-09-20 16:46:05,we should scale energies as well as forces,0
3801,513,10034ce,2016-09-20 16:46:54,port support for scale[] factor with fix adapt to OPT and USER-OMP,1
3808,184,9bedb8a,2016-09-20 18:54:51,ignore generated files in html folder,0
3809,521,5345efb,2016-09-20 18:57:01,correct broken link in updated fix ti/spring docs,1
3809,521,5345efb,2016-09-20 18:57:01,correct broken link in updated fix ti/spring docs,0
3810,186,33d9a55,2016-09-20 19:01:58,remove references to docs for fix ti/rs,1
3810,186,33d9a55,2016-09-20 19:01:58,remove references to docs for fix ti/rs,0
3811,187,2943dd5,2016-09-20 19:02:13,correct another broken link in fix ti/spring,1
3814,526,b27179b,2016-09-21 07:27:37,restore bugfixes and updates that were lost. flag time dependet. correct use of citeme.,0
3815,191,68d6f10,2016-09-21 07:28:27,need to add removed fix ti/rs to purge list,1
3834,546,d0bbf3f,2016-09-22 02:22:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15629 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3835,211,2bf6688,2016-09-22 06:03:49,fix bug in fix_modify respa reported by steven early strong on lammps-users,1
3839,174,31e4170,2016-09-22 15:46:03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15632 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3840,552,08d9792,2016-09-22 21:46:45,add an additional explanation to compute XXX/tally docs and fix a typo,1
3840,552,08d9792,2016-09-22 21:46:45,add an additional explanation to compute XXX/tally docs and fix a typo,0
3841,553,c6cebe6,2016-09-22 22:26:17,making more links and anchors consistent and correct errors,1
3856,568,f718c54,2016-09-23 21:04:56,sync with GH,0
3857,181,8662662.0,2016-09-23 21:14:00,fix ti/spring,1
3857,181,8662662.0,2016-09-23 21:14:00,fix ti/spring,0
3858,233,8662662,2016-09-23 21:14:00,fix ti/spring,1
3864,575,50d5945,2016-09-23 23:06:49,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15640 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3865,576,b97b9dd,2016-09-26 08:40:53,new fix cmap command,1
3871,193,fb64ae6,2016-09-26 16:23:53,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15645 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3872,194,d0aa13b,2016-09-26 16:53:18,Fix broken link in Section_packages.txt,1
3873,248,67d4c07,2016-09-26 16:56:24,Do not escape underscore inside preformat blocks,0
3874,585,2c5f6e1,2016-09-26 18:13:18,fix a broken link that slipped through the cracks in the previous cleanup,1
3874,585,2c5f6e1,2016-09-26 18:13:18,fix a broken link that slipped through the cracks in the previous cleanup,0
3875,586,7732548,2016-09-26 18:14:32,correct issues related to the addition of fix cmap,1
3875,586,7732548,2016-09-26 18:14:32,correct issues related to the addition of fix cmap,0
3876,197,7732548.0,2016-09-26 18:14:32,correct issues related to the addition of fix cmap,1
3878,199,2af5c75,2016-09-26 18:32:01,correct issue from merge,0
3879,200,69a8842,2016-09-26 18:33:50,update load balance weights documentation for fix balance and balance,1
3879,200,69a8842,2016-09-26 18:33:50,update load balance weights documentation for fix balance and balance,0
3880,590,8a951f9,2016-09-26 18:43:03,fix typo,1
3880,590,8a951f9,2016-09-26 18:43:03,fix typo,0
3881,202,877a504,2016-09-26 18:44:25,Fix typo in Section_howto.txt,1
3901,273,e1c6b6b,2016-09-27 17:01:45,correctly handle exceptions raised from subprocess module,0
3902,610,f9c2049,2016-09-27 17:12:17,need to ignore new fix cmap sources,1
3902,610,f9c2049,2016-09-27 17:12:17,need to ignore new fix cmap sources,0
3903,275,3333e4b,2016-09-27 17:21:42,Put snap before zbl to get more helpful error message,1
3903,275,3333e4b,2016-09-27 17:21:42,Put snap before zbl to get more helpful error message,0
3904,612,1adf385,2016-09-27 17:36:02,correct bug and synchronize fix addforce respa level init with other fixes,1
3914,286,f511c17,2016-09-28 14:37:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15670 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3915,234,4.46e+16,2016-09-28 16:33:30,patch for allowing prd command to work with sorted atoms,1
3915,234,4.46e+16,2016-09-28 16:33:30,patch for allowing prd command to work with sorted atoms,0
3916,287,446e7e7,2016-09-28 16:33:30,patch for allowing prd command to work with sorted atoms,1
3922,292,1898254,2016-09-28 22:32:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15673 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3923,629,78a22be,2016-09-28 22:36:54,sync Make.py and fix addforce change with GHub,1
3934,303,5eb9dd0,2016-09-29 23:14:28,Merge branch 'master' into new-neighbor,0
3935,245,0eeb240,2016-09-30 07:22:47,whitespace cleanup  fix bug in looking for empty strings  improve read performance and handling of comments,1
3938,307,6d20006,2016-09-30 08:15:44,update colvars library to version 2016-09-30,0
3939,644,d4b074d,2016-09-30 09:09:44,enable dynamic groups for fix dt/reset,1
3939,644,d4b074d,2016-09-30 09:09:44,enable dynamic groups for fix dt/reset,0
3940,309,b9d0f96,2016-09-30 09:17:55,change purge target in Makefile  also fixed one issue with Make.py,1
3945,23,be4734b,2016-09-30 11:57:15,Version 30 Sep 2016,0
3946,315,035279d,2016-10-01 06:26:14,correct logic bug in bufix for fix tmd,1
3960,329,91be47a,2016-10-04 11:43:12,Revert type checking commit from July,0
3961,330,e2caf5c,2016-10-04 13:57:21,Fix code path which allows passing a C++ ptr to PyLammps,1
3961,330,e2caf5c,2016-10-04 13:57:21,Fix code path which allows passing a C++ ptr to PyLammps,0
3962,667,4381db8,2016-10-04 14:33:26,correct the bug discovered by stan due to uninitialized scale factors for eam/alloy/omp and eam/fs/omp,1
3990,297,60a031e,2016-10-06 14:28:08,Merge branch 'USER-DPD_pair_exp6_rx_mathfix' of https://github.com/timattox/lammps_USER-DPD into small-changes,0
3991,360,b3d2fb9,2016-10-06 15:47:41,new fix wall/gran/region command  REBO bug fix  new example log files,1
3994,363,e9fed80,2016-10-06 15:49:44,Merge pull request #202 from akohlmey/doc-formatting-fixes,0
3995,364,9507a78,2016-10-06 16:01:32,USER-DPD: whitespace and indentation fixes,1
3998,367,13b6eb1,2016-10-06 19:12:58,Version 6 Oct 2016,0
3999,704,e78b426,2016-10-06 20:23:06,Fix issue with external links containing anchors,1
3999,704,e78b426,2016-10-06 20:23:06,Fix issue with external links containing anchors,0
4000,306,7f3a7c5,2016-10-06 20:33:24,Fix broken link,1
4040,744,4a5d9ea,2016-10-12 07:32:08,Merge pull request #217 from akohlmey/small-fixes,0
4041,409,63e71cd,2016-10-12 07:35:47,patch to add DPD-VV,1
4045,348,0b426da,2016-10-12 18:36:38,do not require the LAMMPS shared library when loading the python wrapper from inside LAMMPS,0
4046,36,e4ff812,2016-10-13 08:22:08,fix typo,1
4047,414,95cca1b,2016-10-13 11:40:44,Allow building other targets without Python3 and virtualenv,0
4048,751,2c8a7a3,2016-10-13 16:55:53,bug fix for fix GCMC w/ fix shake  enhance of fix wall/gran/region with restarting,1
4059,426,e77e1f6,2016-10-14 19:40:51,replace complex solution to implement a soft exit with simpler one,0
4060,427,e7825ba,2016-10-15 07:30:07,import fix halt prototype code with corrections for soft exit,1
4061,51,c5513c4,2016-10-17 19:56:18,provide an accessor for names of LAMMPS variables,0
4062,429,954d536,2016-10-18 09:27:01,added bondmax method to fix halt,1
4062,429,954d536,2016-10-18 09:27:01,added bondmax method to fix halt,0
4063,53,003581c,2016-10-18 11:16:28,final changes to fix halt,1
4065,55,394c3bb,2016-10-18 12:20:49,add Timer::reset_timeout() API  that allows restoring the previous timeout setting after a forced timeout,0
4066,56,1f1c872,2016-10-18 12:21:27,"add support for ""error continue"" option  which resets the timer timeout setting after a soft exit",1
4067,57,713b2af,2016-10-18 12:58:25,Merge pull request #221 from akohlmey/collected-bugfixes,0
4068,435,2106dce,2016-10-18 13:11:40,new fix halt command  other sundry small bug fixes,1
4070,437,2c5ea9f,2016-10-18 14:05:08,reapply changes to the timer class that got lost somehow,0
4071,61,1f7693f,2016-10-18 14:06:43,fix typo,1
4076,779,6e54443,2016-10-18 15:11:22,make plain nc dump style a compile time option as well,0
4077,780,27796b4,2016-10-18 15:32:20,avoid distracting error output,1
4080,447,7b7cb29,2016-10-18 22:26:47,add mixing for pair styles gauss and gauss/cut contributed by andrew jewett. also add support for write_data.,0
4081,784,019bc0b,2016-10-19 07:39:03,fix typos in Makefile.lammps for NetCDF support,1
4081,784,019bc0b,2016-10-19 07:39:03,fix typos in Makefile.lammps for NetCDF support,0
4082,449,ccca642,2016-10-19 08:08:52,fix typo,1
4091,457,86f5b51,2016-10-19 09:05:25,recognize any word starting with FP as FPRIME style table,0
4092,81,566effc,2016-10-19 09:08:20,account for new fix halt properly in PDF and online docs,1
4101,466,8c3f5cb,2016-10-20 09:27:26,support generation of manual in ePUB format,0
4102,35,f022f6d,2016-10-20 14:40:18,fix various formatting and broken link issues identified by ebook-convert,1
4110,98,991034b,2016-10-21 13:54:34,have bond style table exit when bond length is outside table range,0
4111,812,db36c8b,2016-10-21 14:51:09,stop with error  if molecule command requires special bond auto-generation before box is defined,1
4115,48,ad57a17,2016-10-24 16:48:20,Add C-linkage wrapper for colvarscript (useful with ctypes),0
4116,104,c243093,2016-10-24 17:05:47,Fix wall forces and subtractAppliedForce for extended-Lagrangian ABF,1
4116,104,c243093,2016-10-24 17:05:47,Fix wall forces and subtractAppliedForce for extended-Lagrangian ABF,0
4117,50,be2d155,2016-10-24 17:08:36,Minor changes and fixes not relevant to LAMMPS,1
4130,63,1a436bd,2016-10-25 11:58:42,Merge branch 'collected-doc-fixes' of github.com:akohlmey/lammps into collected-doc-fixes,0
4131,496,63eada2,2016-10-25 12:12:48,fix issue with docs for orientorder/atom compute reported by @andeplane,1
4142,74,8e61bed,2016-10-26 09:51:52,add USER-OMP variant of manybody short neighbor list,0
4143,42,ef9f7c8,2016-10-26 10:14:08,fix off-by-one bug in buffer re-allocator,1
4144,508,f028a9a,2016-10-26 15:04:18,region cylinder is compatible with open_faces[2]  so do not disallow it.,0
4145,44,35753b8,2016-10-26 15:53:02,add error location propagation to force->bounds() and force->boundsbig(),1
4145,44,35753b8,2016-10-26 15:53:02,add error location propagation to force->bounds() and force->boundsbig(),0
4146,510,f9a9e27,2016-10-26 16:01:40,add error location propagation to atom->set_mass() and atom->check_mass(),1
4172,869,7d23a07,2016-11-04 00:42:23,add thorough checking for valid arguments to -partition or -p,0
4173,870,f48b71f,2016-11-04 10:56:04,added examples/threebody  fix reaxc/speceies/kk,1
4207,189,d20b320,2016-11-08 18:57:27,Building correct shortlists and removed rsq test in force loops,0
4208,101,2c80132,2016-11-09 11:46:10,fixed links in Section_intro.txt,1
4229,154,9ed5c4f,2016-11-09 15:15:10,Merge branch 'master' into kokkos-vashishta,0
4230,585,9806da6,2016-11-09 15:47:50,Stan bug fixes for fix reaxc/bonds/kk,1
4243,935,c5c8c50,2016-11-11 07:47:42,initialize 'nper',0
4244,168,fdcabd7,2016-11-11 09:01:18,fix addtorque is compatible with dynamic groups,1
4244,168,fdcabd7,2016-11-11 09:01:18,fix addtorque is compatible with dynamic groups,0
4245,223,8e0fd88,2016-11-11 10:52:50,add example demonstrating the use of fix addtorque,1
4248,226,6e1492a,2016-11-11 18:10:26,add potential file for pair style AGNI,0
4249,138,9cc0c8b,2016-11-11 18:10:57,error exit when requested element is not in potential file,1
4260,148,26870f2,2016-11-13 23:18:14,add example for gREM,0
4261,104,14c7cf4,2016-11-13 23:18:59,retrieve target temperature and pressure from fix npt. add sanity checks.,1
4274,117,705f66a,2016-11-16 13:24:41,remove superfluous code,0
4275,192,4641c9e,2016-11-16 13:36:13,Added basic documentation for grem fix,1
4275,192,4641c9e,2016-11-16 13:36:13,Added basic documentation for grem fix,0
4276,119,f617993,2016-11-16 13:52:27,need to apply fix_modify already in fix grem constructor,1
4281,628,82364d1,2016-11-16 16:11:53,Merge branch 'grem-feature' of https://github.com/dstelter92/lammps into grem-feature,0
4282,967,2e7fd51,2016-11-16 16:42:01,provide fix grem example input for nvt and npt,1
4282,967,2e7fd51,2016-11-16 16:42:01,provide fix grem example input for nvt and npt,0
4283,254,b45d1e3,2016-11-16 16:46:00,integrate fix grem docs and update to match current conventions,1
4305,145,25d7be5,2016-11-17 16:11:30,compute pressure doc change,0
4306,274,4b51719,2016-11-17 16:51:35,new 17Nov16 patch and stable,1
4308,652,635f3ce,2016-11-18 08:09:24,synchronize USER-SMD examples with code,0
4309,149,c78914e,2016-11-18 09:21:50,update for fix ipi from michele ceriotti,1
4338,175,61e71d2,2016-11-22 08:51:11,Merge pull request #288 from akohlmey/moltemplate-1.40,0
4339,212,59d100a,2016-11-22 09:23:02,final prep for 22Nov patch,1
4344,181,df46b9a,2016-11-22 15:25:59,rename compute pressure/grem to compute PRESSURE/GREM,0
4345,182,8778177.0,2016-11-23 09:02:32,fix typo and USER-OMP support omission,1
4345,182,8778177.0,2016-11-23 09:02:32,fix typo and USER-OMP support omission,0
4346,35,8778177,2016-11-23 09:02:32,fix typo and USER-OMP support omission,1
4346,35,8778177,2016-11-23 09:02:32,fix typo and USER-OMP support omission,0
4347,308,6759630.0,2016-11-23 17:08:36,bug fix for dump sort in descending order,1
4347,308,6759630.0,2016-11-23 17:08:36,bug fix for dump sort in descending order,0
4348,36,6759630,2016-11-23 17:08:36,bug fix for dump sort in descending order,1
4356,1025,5ff5bc2,2016-11-28 21:34:35,avoid issues detected by coverity scan,0
4357,1026,42d4301,2016-11-29 07:24:09,fix typo in compute cluster/atom docs,1
4360,1029,7d098bf,2016-11-29 12:47:19,update format,0
4361,227,7ddb667,2016-11-30 00:12:35,fix typo,1
4361,227,7ddb667,2016-11-30 00:12:35,fix typo,0
4362,228,beb5a30,2016-11-30 14:01:27,new compute global/atom command  also bug fix for descending dump sorts,1
4363,318,d14814a,2016-11-30 14:02:41,Merge pull request #289 from akohlmey/collected-updates-and-bugfixes,0
4364,695,fb3f597,2016-11-30 14:04:41,30Nov16 patch,1
4365,18,6e6776f,2016-11-30 16:25:07,Finish moving/integrating atom_vec_dpd_kokkos into the Kokkos package,0
4366,19,3f68d37,2016-11-30 16:57:48,Merge branch 'master' into USER-DPD_kokkos: up to date to 30Nov16 patch,1
4366,19,3f68d37,2016-11-30 16:57:48,Merge branch 'master' into USER-DPD_kokkos: up to date to 30Nov16 patch,0
4367,20,45b85b1,2016-12-01 14:50:11,updated version of fix latte from SJP,1
4367,20,45b85b1,2016-12-01 14:50:11,updated version of fix latte from SJP,0
4368,22,07d9f9d,2016-12-01 14:50:11,updated version of fix latte from SJP,1
4368,22,07d9f9d,2016-12-01 14:50:11,updated version of fix latte from SJP,0
4369,20,16b15a6,2016-12-01 14:50:11,updated version of fix latte from SJP,1
4375,268,7c61dbf,2016-12-07 13:43:04,Merge branch 'new-neighbor' of github.com:akohlmey/lammps into new-neighbor,0
4376,269,d3d5ac1,2016-12-07 19:37:51,Fixed small typos in doc,1
4379,66,4354213,2016-12-09 08:37:01,Small tweaks to Kokkos neighbor,0
4380,702,ddf678d,2016-12-09 14:30:27,make fix gcmc command overview consistent,1
4392,79,baf55c9,2016-12-12 09:25:41,Whitespace change,0
4393,715,13b6196,2016-12-12 10:47:39,Fixing Kokkos compile error,1
4400,234,f93c62d,2016-12-13 16:54:00,Reverting accidental change,0
4401,88,f509f13,2016-12-13 17:14:28,patch 13Dec16: neighbor refactor  Stan pppm/disp bug fix  M Brown INTEL package updates,1
4412,99,a3c1d38,2016-12-15 15:50:30,Adding Kokkos version of fix_property_atom,0
4413,294,925481c,2016-12-15 16:46:25,USER-DPD: Fix hard-wall force interaction bug  and ensure fraction is >= 0 pair_exp6_rx.cpp patch by Jim Larentzos.  Applied by Tim Mattox.,1
4413,294,925481c,2016-12-15 16:46:25,USER-DPD: Fix hard-wall force interaction bug  and ensure fraction is >= 0 pair_exp6_rx.cpp patch by Jim Larentzos.  Applied by Tim Mattox.,0
4414,725,fed629c,2016-12-15 17:10:13,USER-DPD: Bugfix for fix_rx and fix_eos_table_rx to handle restart files. Patch by Jim Larentzos.  Applied by Tim Mattox.,1
4414,725,fed629c,2016-12-15 17:10:13,USER-DPD: Bugfix for fix_rx and fix_eos_table_rx to handle restart files. Patch by Jim Larentzos.  Applied by Tim Mattox.,0
4415,1064,0a90492,2016-12-15 17:39:15,USER-DPD: Update the header files to properly document all error statements Patch by Jim Larentzos.  Applied by Tim Mattox.,1
4415,1064,0a90492,2016-12-15 17:39:15,USER-DPD: Update the header files to properly document all error statements Patch by Jim Larentzos.  Applied by Tim Mattox.,0
4416,1065,eff7238,2016-12-15 17:43:04,USER-DPD: fix_eos*: partition all internal energy into the uMech term only This makes our results more closely match a vetted serial implementation. NOTE: This does make the output different from any previous versions. Patch by Jim Larentzos.  Applied by Tim Mattox.,1
4416,1065,eff7238,2016-12-15 17:43:04,USER-DPD: fix_eos*: partition all internal energy into the uMech term only This makes our results more closely match a vetted serial implementation. NOTE: This does make the output different from any previous versions. Patch by Jim Larentzos.  Applied by Tim Mattox.,0
4417,37,f47a40b,2016-12-16 10:02:01,Fixing Kokkos memory deallocation issue,1
4417,37,f47a40b,2016-12-16 10:02:01,Fixing Kokkos memory deallocation issue,0
4418,37,d93e3d1,2016-12-16 10:06:12,Fixing runtime issues with pair_exp6_rx_kokkos,1
4418,37,d93e3d1,2016-12-16 10:06:12,Fixing runtime issues with pair_exp6_rx_kokkos,0
4419,1066,126fb22,2016-12-16 10:08:30,USER-DPD: Fix #define typo in pair_multi_lucy.h and pair_multi_lucy_rx.h,1
4421,255,fc54ab5,2016-12-16 10:25:29,Merge pull request #301 from akohlmey/corrections-and-bugfixes,0
4422,1069,3027ac9,2016-12-16 10:30:57,patch 16Dec16,1
