Unnamed: 0,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
379,examples/miscellaneous/miscellaneous_ex2/miscellaneous_ex2.C,58f4a56,31.0,70.0,60.0,128.0,230.0,288.0,1.0,1.0,1.0,1.0,161.0,1.0,5.0,2.0,0.0,1.0,644.0,23.0,6.0,2.0,1.0,61.0,530.0,28.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.17,1.0,1.0,1.0,1.0,1.0
380,src/partitioning/metis_partitioner.C,58f4a56,57.0,143.0,57.0,72.0,168.0,76.0,2.0,2.0,2.0,1.0,250.0,6.0,17.0,3.0,0.0,1.0,308.0,21.0,20.0,6.0,10.0,21.0,233.0,23.0,8.0,11.0,3.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.05,2.0,2.0,2.0,1.0,1.0
381,src/partitioning/parmetis_partitioner.C,58f4a56,57.0,143.0,57.0,72.0,168.0,76.0,2.0,2.0,2.0,1.0,250.0,6.0,17.0,3.0,0.0,1.0,308.0,21.0,20.0,6.0,10.0,21.0,233.0,23.0,8.0,11.0,3.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.05,2.0,2.0,2.0,1.0,1.0
382,src/error_estimation/jump_error_estimator.C,58f4a56,16.0,50.0,37.0,83.0,220.0,167.0,6.0,6.0,7.0,2.0,100.0,14.0,34.0,33.0,0.0,4.0,455.0,74.0,139.0,48.0,89.0,153.0,83.0,20.0,87.0,110.0,37.0,1.0,72.0,19.0,19.0,24.0,6.0,6.0,1.1,22.0,22.0,27.0,9.0,1.0
383,src/geom/sphere.C,58f4a56,2.0,8.0,1.0,75.0,108.0,30.0,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,0.0,13.0,210.0,75.0,104.0,42.0,55.0,30.0,0.0,4.0,47.0,63.0,32.0,0.0,31.0,2.0,2.0,2.0,1.0,1.0,0.29,16.0,16.0,16.0,13.0,1.0
384,examples/adjoints/adjoints_ex1/adjoints_ex1.C,58f4a56,22.0,61.0,16.0,116.0,278.0,129.0,2.0,2.0,2.0,1.0,98.0,5.0,20.0,3.0,0.0,4.0,519.0,45.0,81.0,14.0,54.0,80.0,292.0,26.0,50.0,58.0,11.0,0.0,47.0,3.0,3.0,3.0,1.0,1.0,0.99,7.0,7.0,7.0,4.0,1.0
385,include/geom/cell_tet10.h,58f4a56,0.0,2.0,0.0,54.0,59.0,139.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,250.0,50.0,48.0,41.0,6.0,132.0,15.0,7.0,25.0,32.0,27.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.75,6.0,6.0,6.0,6.0,1.0
386,include/mesh/mesh_communication.h,58f4a56,0.0,1.0,0.0,39.0,37.0,122.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,196.0,39.0,32.0,29.0,0.0,122.0,0.0,5.0,17.0,20.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.81,2.0,2.0,2.0,2.0,1.0
387,include/numerics/tensor_shell_matrix.h,58f4a56,0.0,4.0,0.0,36.0,53.0,55.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,142.0,36.0,45.0,34.0,2.0,55.0,0.0,8.0,12.0,17.0,15.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.22,4.0,4.0,4.0,4.0,1.0
388,include/numerics/shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
389,include/numerics/sparse_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
390,include/numerics/sum_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
391,include/numerics/tensor_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
392,include/physics/fem_physics.h,58f4a56,0.0,4.0,1.0,57.0,76.0,140.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,10.0,270.0,57.0,71.0,42.0,9.0,140.0,0.0,5.0,22.0,33.0,24.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.97,10.0,10.0,10.0,10.0,1.0
393,include/numerics/numeric_vector.h,58f4a56,0.0,6.0,1.0,147.0,284.0,447.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,1.0,1.0,22.0,863.0,147.0,272.0,193.0,104.0,447.0,0.0,12.0,135.0,165.0,106.0,0.0,59.0,3.0,3.0,3.0,1.0,1.0,1.64,29.0,29.0,29.0,22.0,1.0
394,include/base/periodic_boundary_base.h,58f4a56,0.0,0.0,0.0,26.0,32.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,8.0,0.0,0.0,0.0,16.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
395,include/solvers/time_solver.h,58f4a56,0.0,1.0,0.0,47.0,58.0,160.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,263.0,47.0,49.0,42.0,8.0,160.0,0.0,9.0,35.0,43.0,37.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.27,7.0,7.0,7.0,7.0,1.0
396,include/solvers/memory_solution_history.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
397,include/solvers/solution_history.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
398,src/geom/cell_inf_prism12.C,58f4a56,0.0,0.0,0.0,90.0,317.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,5.0,0.0,0.0,0.0,15.0,419.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,src/base/periodic_boundaries.C,58f4a56,0.0,0.0,0.0,29.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,0.0,0.0,0.0,15.0,63.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,include/utils/mapvector.h,58f4a56,0.0,3.0,0.0,36.0,86.0,23.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,23.0,143.0,36.0,82.0,41.0,23.0,23.0,0.0,4.0,31.0,55.0,33.0,0.0,22.0,2.0,2.0,2.0,1.0,0.0,0.28,24.0,24.0,24.0,23.0,1.0
401,include/mesh/medit_io.h,58f4a56,0.0,5.0,0.0,33.0,46.0,59.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,136.0,33.0,40.0,31.0,3.0,59.0,0.0,6.0,11.0,15.0,14.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.48,3.0,3.0,3.0,3.0,1.0
402,include/geom/face_quad4.h,58f4a56,0.0,2.0,0.0,43.0,44.0,87.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,172.0,40.0,31.0,26.0,5.0,80.0,15.0,8.0,15.0,21.0,17.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.58,5.0,5.0,5.0,5.0,1.0
403,src/numerics/numeric_vector.C,58f4a56,5.0,18.0,0.0,70.0,170.0,133.0,2.0,3.0,3.0,1.0,23.0,5.0,15.0,0.0,0.0,7.0,370.0,70.0,139.0,55.0,71.0,133.0,15.0,16.0,73.0,118.0,71.0,3.0,44.0,4.0,4.0,5.0,1.0,2.0,0.96,17.0,18.0,19.0,7.0,1.0
404,include/numerics/distributed_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
405,include/numerics/laspack_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
406,include/numerics/petsc_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
407,include/numerics/trilinos_epetra_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
408,src/solvers/unsteady_solver.C,58f4a56,3.0,12.0,2.0,52.0,103.0,28.0,2.0,2.0,2.0,1.0,16.0,3.0,11.0,2.0,0.0,8.0,180.0,52.0,92.0,26.0,51.0,28.0,3.0,8.0,34.0,50.0,15.0,0.0,35.0,7.0,7.0,9.0,5.0,5.0,0.3,15.0,15.0,17.0,12.0,1.0
409,include/solvers/unsteady_solver.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
410,include/systems/diff_context.h,58f4a56,0.0,2.0,0.0,78.0,113.0,243.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,32.0,432.0,78.0,103.0,70.0,29.0,243.0,0.0,10.0,63.0,96.0,67.0,0.0,29.0,1.0,1.0,1.0,1.0,0.0,2.36,32.0,32.0,32.0,32.0,1.0
411,include/mesh/nemesis_io_helper.h,58f4a56,0.0,0.0,0.0,103.0,149.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,6.0,0.0,0.0,0.0,15.0,627.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412,examples/systems_of_equations/systems_of_equations_ex5/systems_of_equations_ex5.C,58f4a56,26.0,71.0,11.0,94.0,244.0,65.0,10.0,10.0,10.0,1.0,107.0,26.0,70.0,11.0,0.0,3.0,402.0,94.0,216.0,83.0,148.0,65.0,1.0,27.0,172.0,197.0,72.0,1.0,124.0,22.0,22.0,22.0,1.0,8.0,0.3,30.0,30.0,30.0,3.0,1.0
413,src/mesh/ensight_io.C,58f4a56,8.0,27.0,2.0,155.0,399.0,39.0,5.0,4.0,5.0,1.0,37.0,8.0,27.0,2.0,0.0,14.0,592.0,155.0,379.0,122.0,262.0,39.0,4.0,16.0,297.0,362.0,114.0,12.0,236.0,14.0,13.0,20.0,6.0,4.0,0.1,64.0,52.0,72.0,19.0,1.0
414,examples/adaptivity/adaptivity_ex4/adaptivity_ex4.C,58f4a56,12.0,38.0,22.0,159.0,430.0,274.0,1.0,1.0,1.0,1.0,70.0,2.0,11.0,4.0,0.0,10.0,837.0,62.0,133.0,79.0,53.0,96.0,542.0,36.0,66.0,77.0,49.0,0.0,28.0,1.0,1.0,1.0,1.0,0.0,0.72,10.0,10.0,10.0,10.0,1.0
415,src/solvers/newton_solver.C,58f4a56,10.0,53.0,9.0,105.0,438.0,86.0,9.0,9.0,11.0,2.0,71.0,10.0,52.0,9.0,0.0,8.0,620.0,105.0,421.0,69.0,300.0,85.0,4.0,13.0,166.0,233.0,42.0,0.0,191.0,26.0,26.0,40.0,8.0,4.0,0.2,70.0,70.0,90.0,22.0,1.0
416,include/numerics/dense_matrix_base.h,58f4a56,0.0,4.0,0.0,44.0,63.0,94.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,199.0,44.0,58.0,44.0,16.0,94.0,0.0,5.0,25.0,34.0,23.0,0.0,11.0,3.0,3.0,3.0,1.0,2.0,1.62,8.0,8.0,8.0,6.0,1.0
417,src/reduced_basis/derived_rb_evaluation.C,58f4a56,3.0,20.0,1.0,33.0,118.0,21.0,3.0,3.0,3.0,1.0,24.0,3.0,20.0,1.0,0.0,5.0,169.0,33.0,114.0,37.0,47.0,21.0,0.0,4.0,54.0,74.0,26.0,0.0,48.0,6.0,6.0,6.0,1.0,3.0,0.18,15.0,15.0,15.0,5.0,1.0
418,include/error_estimation/hp_coarsentest.h,58f4a56,0.0,0.0,0.0,32.0,52.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,12.0,0.0,0.0,0.0,19.0,121.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,include/numerics/dense_submatrix.h,58f4a56,0.0,6.0,0.0,55.0,120.0,90.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,13.0,263.0,55.0,114.0,72.0,37.0,90.0,0.0,6.0,42.0,58.0,28.0,0.0,30.0,3.0,3.0,3.0,1.0,2.0,0.79,15.0,15.0,15.0,13.0,1.0
420,src/systems/fem_system.C,58f4a56,5.0,22.0,4.0,201.0,630.0,161.0,4.0,4.0,5.0,1.0,31.0,5.0,21.0,4.0,4.0,26.0,985.0,201.0,581.0,128.0,375.0,159.0,21.0,30.0,290.0,391.0,98.0,2.0,291.0,18.0,18.0,25.0,4.0,5.0,0.27,98.0,98.0,125.0,38.0,1.0
421,include/geom/cell_inf_prism12.h,58f4a56,0.0,0.0,0.0,58.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,9.0,0.0,0.0,0.0,15.0,227.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,include/base/libmesh_base.h,58f4a56,0.0,3.0,0.0,164.0,320.0,541.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,30.0,1021.0,164.0,303.0,257.0,100.0,536.0,6.0,16.0,204.0,235.0,216.0,0.0,19.0,1.0,1.0,1.0,1.0,0.0,1.77,30.0,30.0,30.0,30.0,1.0
423,include/mesh/mesh_base.h,58f4a56,0.0,3.0,0.0,164.0,320.0,541.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,30.0,1021.0,164.0,303.0,257.0,100.0,536.0,6.0,16.0,204.0,235.0,216.0,0.0,19.0,1.0,1.0,1.0,1.0,0.0,1.77,30.0,30.0,30.0,30.0,1.0
424,src/mesh/fro_io.C,58f4a56,34.0,100.0,44.0,46.0,113.0,62.0,15.0,15.0,15.0,1.0,178.0,34.0,100.0,44.0,0.0,1.0,220.0,46.0,103.0,33.0,62.0,62.0,0.0,10.0,52.0,68.0,23.0,2.0,43.0,15.0,15.0,15.0,1.0,5.0,0.6,15.0,15.0,15.0,1.0,1.0
425,include/mesh/fro_io.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
426,include/mesh/boundary_info.h,58f4a56,0.0,3.0,0.0,94.0,138.0,295.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,9.0,525.0,94.0,129.0,103.0,16.0,295.0,0.0,9.0,67.0,77.0,67.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,2.29,9.0,9.0,9.0,9.0,1.0
427,include/quadrature/quadrature.h,58f4a56,0.0,3.0,0.0,68.0,116.0,197.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,17.0,379.0,68.0,87.0,62.0,33.0,197.0,12.0,19.0,42.0,61.0,40.0,0.0,21.0,2.0,2.0,2.0,1.0,1.0,2.26,18.0,18.0,18.0,17.0,1.0
428,src/utils/utility.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
429,src/geom/face_quad9.C,58f4a56,3.0,20.0,5.0,86.0,285.0,126.0,4.0,2.0,4.0,2.0,29.0,3.0,20.0,5.0,0.0,11.0,456.0,81.0,233.0,36.0,154.0,82.0,60.0,5.0,105.0,153.0,22.0,0.0,131.0,7.0,4.0,7.0,7.0,2.0,0.35,41.0,27.0,44.0,29.0,1.0
430,src/mesh/xdr_mgf.C,58f4a56,18.0,48.0,8.0,115.0,245.0,57.0,6.0,6.0,7.0,1.0,73.0,13.0,31.0,5.0,0.0,5.0,409.0,89.0,160.0,22.0,92.0,43.0,109.0,14.0,73.0,110.0,20.0,0.0,90.0,15.0,13.0,16.0,1.0,3.0,0.27,32.0,28.0,33.0,5.0,1.0
431,include/mesh/xdr_mgf.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
432,src/error_estimation/adjoint_residual_error_estimator.C,58f4a56,13.0,83.0,22.0,38.0,179.0,62.0,12.0,12.0,13.0,1.0,112.0,13.0,83.0,22.0,0.0,2.0,266.0,38.0,169.0,41.0,87.0,62.0,0.0,10.0,81.0,105.0,30.0,0.0,75.0,22.0,22.0,24.0,1.0,5.0,0.37,23.0,23.0,25.0,2.0,1.0
433,include/geom/stored_range.h,58f4a56,1.0,5.0,0.0,40.0,99.0,110.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,0.0,1.0,15.0,247.0,40.0,94.0,68.0,33.0,110.0,0.0,5.0,36.0,53.0,27.0,0.0,26.0,2.0,2.0,2.0,1.0,1.0,1.17,16.0,16.0,16.0,15.0,1.0
434,include/parallel/parallel_implementation.h,58f4a56,0.0,5.0,0.0,612.0,2309.0,219.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,13.0,151.0,3122.0,186.0,683.0,457.0,257.0,102.0,2063.0,136.0,247.0,426.0,225.0,1.0,200.0,4.0,4.0,4.0,1.0,2.0,0.15,176.0,176.0,176.0,151.0,1.0
435,include/parallel/parallel.h,58f4a56,0.0,2.0,0.0,182.0,419.0,547.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,35.0,1138.0,174.0,350.0,305.0,49.0,524.0,58.0,46.0,150.0,184.0,160.0,0.0,24.0,2.0,2.0,2.0,1.0,1.0,1.5,36.0,36.0,36.0,35.0,1.0
436,src/error_estimation/hp_coarsentest.C,58f4a56,0.0,0.0,0.0,98.0,362.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,7.0,0.0,0.0,0.0,18.0,539.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,include/solvers/newton_solver.h,58f4a56,0.0,0.0,0.0,29.0,37.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,164.0,29.0,30.0,26.0,0.0,100.0,0.0,7.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,1.0
438,src/parallel/parallel_bin_sorter.C,58f4a56,2.0,5.0,4.0,38.0,69.0,44.0,1.0,1.0,1.0,1.0,11.0,2.0,5.0,4.0,0.0,1.0,149.0,38.0,57.0,33.0,15.0,44.0,2.0,11.0,31.0,65.0,64.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.77,1.0,1.0,1.0,1.0,1.0
439,include/parallel/parallel_bin_sorter.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
440,src/mesh/mesh_tools.C,58f4a56,3.0,13.0,2.0,329.0,995.0,137.0,2.0,2.0,3.0,1.0,17.0,3.0,12.0,2.0,2.0,41.0,1446.0,219.0,502.0,204.0,274.0,119.0,576.0,56.0,273.0,378.0,153.0,15.0,210.0,15.0,15.0,15.0,1.0,7.0,0.24,102.0,102.0,111.0,41.0,1.0
441,include/numerics/const_fem_function.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
442,include/numerics/dense_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
443,include/numerics/dense_matrix_base.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
444,include/numerics/dense_submatrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
445,include/numerics/dense_subvector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
446,include/numerics/dense_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
447,include/numerics/distributed_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
448,include/numerics/fem_function_base.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
449,include/numerics/function_base.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
450,include/numerics/laspack_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
451,include/numerics/laspack_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
452,include/numerics/numeric_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
453,include/numerics/petsc_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
454,include/numerics/petsc_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
455,include/numerics/shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
456,include/numerics/sparse_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
457,include/numerics/sparse_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
458,include/numerics/sum_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
459,include/numerics/tensor_shell_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
460,include/numerics/trilinos_epetra_matrix.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
461,include/numerics/trilinos_epetra_vector.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
462,include/numerics/wrapped_function.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
463,src/numerics/dense_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
464,src/numerics/dense_matrix_blas_lapack.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
465,src/numerics/distributed_vector.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
466,src/numerics/laspack_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
467,src/numerics/laspack_vector.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
468,src/numerics/numeric_vector.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
469,src/numerics/petsc_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
470,src/numerics/petsc_vector.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
471,src/numerics/sparse_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
472,src/numerics/sum_shell_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
473,src/numerics/trilinos_epetra_matrix.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
474,src/numerics/trilinos_epetra_vector.C,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
475,tests/numerics/numeric_vector_test.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
476,examples/miscellaneous/miscellaneous_ex5/miscellaneous_ex5.C,58f4a56,19.0,77.0,41.0,92.0,337.0,194.0,7.0,7.0,8.0,1.0,133.0,14.0,55.0,35.0,0.0,4.0,607.0,70.0,222.0,84.0,149.0,168.0,127.0,39.0,165.0,194.0,82.0,1.0,111.0,21.0,21.0,24.0,1.0,7.0,0.76,28.0,28.0,31.0,4.0,1.0
477,src/base/periodic_boundary_base.C,58f4a56,0.0,0.0,0.0,25.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,0.0,0.0,0.0,15.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
478,include/base/periodic_boundary_base.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
479,src/fe/fe_hermite_shape_2D.C,58f4a56,7.0,48.0,5.0,76.0,321.0,53.0,7.0,4.0,7.0,2.0,58.0,6.0,41.0,4.0,0.0,6.0,437.0,71.0,270.0,72.0,171.0,45.0,40.0,26.0,123.0,181.0,43.0,0.0,138.0,19.0,10.0,19.0,6.0,3.0,0.17,40.0,22.0,43.0,17.0,1.0
480,include/mesh/matlab_io.h,58f4a56,0.0,3.0,0.0,22.0,22.0,83.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,125.0,22.0,17.0,13.0,0.0,83.0,0.0,5.0,5.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.88,1.0,1.0,1.0,1.0,1.0
481,include/geom/remote_elem.h,58f4a56,0.0,2.0,0.0,57.0,92.0,46.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,30.0,193.0,53.0,77.0,45.0,30.0,42.0,14.0,9.0,58.0,89.0,35.0,0.0,54.0,1.0,1.0,1.0,1.0,0.0,0.55,30.0,30.0,30.0,30.0,1.0
482,src/mesh/inf_elem_builder.C,58f4a56,0.0,0.0,0.0,152.0,358.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,5.0,0.0,0.0,0.0,14.0,642.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,include/mesh/inf_elem_builder.h,58f4a56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
484,src/mesh/xdr_head.C,58f4a56,1.0,12.0,0.0,16.0,41.0,17.0,2.0,2.0,2.0,1.0,13.0,1.0,12.0,0.0,0.0,3.0,73.0,16.0,40.0,8.0,26.0,17.0,0.0,1.0,24.0,30.0,6.0,0.0,24.0,3.0,3.0,3.0,1.0,2.0,0.42,5.0,5.0,5.0,3.0,1.0
