index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
290,atom_vec_meso.h,0.0,1.0,0.0,10.0,57.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,79.0,8.0,49.0,46.0,0.0,13.0,3.0,7.0,43.0,45.0,45.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.27,1.0,1.0,1.0,1.0,0,0.0,0
291,fix_colvars.h,0.0,1.0,0.0,24.0,55.0,105.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,160.0,22.0,46.0,43.0,1.0,105.0,3.0,8.0,42.0,43.0,42.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.28,1.0,1.0,1.0,1.0,1,2.0,1
292,DenseMatrix.h,0.0,7.0,0.0,22.0,336.0,90.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,38.0,437.0,22.0,331.0,146.0,170.0,90.0,0.0,5.0,221.0,305.0,119.0,4.0,182.0,11.0,9.0,12.0,4.0,5.0,0.27,86.0,84.0,89.0,45.0,0,0.0,0
293,Matrix.h,0.0,7.0,0.0,34.0,764.0,216.0,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,82.0,1000.0,34.0,760.0,361.0,328.0,216.0,0.0,4.0,489.0,659.0,291.0,19.0,349.0,11.0,11.0,12.0,4.0,4.0,0.28,169.0,169.0,182.0,89.0,4,5.0,3
294,MatrixDef.h,0.0,3.0,0.0,15.0,130.0,72.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,8.0,192.0,15.0,84.0,72.0,9.0,72.0,13.0,46.0,69.0,79.0,70.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.86,8.0,8.0,8.0,8.0,0,0.0,0
295,atom_vec_wavepacket.cpp,2.0,21.0,0.0,177.0,899.0,129.0,4.0,4.0,4.0,1.0,23.0,2.0,21.0,0.0,0.0,42.0,1195.0,177.0,887.0,116.0,690.0,129.0,0.0,12.0,700.0,848.0,110.0,0.0,738.0,18.0,18.0,18.0,5.0,4.0,0.15,147.0,147.0,148.0,46.0,0,0.0,0
296,atom_vec_wavepacket.h,0.0,1.0,0.0,14.0,71.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,111.0,12.0,63.0,60.0,0.0,26.0,3.0,7.0,57.0,59.0,59.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.41,1.0,1.0,1.0,1.0,0,0.0,0
297,BoxElemFixture.hpp,1.0,7.0,0.0,63.0,236.0,61.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,0.0,1.0,24.0,355.0,63.0,228.0,147.0,87.0,61.0,0.0,8.0,102.0,138.0,69.0,0.0,69.0,8.0,8.0,8.0,1.0,1.0,0.27,34.0,34.0,34.0,24.0,0,0.0,0
298,Kokkos_Core.hpp,0.0,6.0,0.0,33.0,84.0,60.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,5.0,175.0,33.0,53.0,32.0,13.0,60.0,5.0,31.0,21.0,28.0,21.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.13,5.0,5.0,5.0,5.0,0,0.0,0
300,BoxElemPart.hpp,0.0,5.0,0.0,63.0,188.0,74.0,1.0,1.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,23.0,320.0,63.0,182.0,110.0,66.0,74.0,0.0,6.0,87.0,121.0,65.0,0.0,56.0,5.0,5.0,7.0,1.0,2.0,0.41,34.0,34.0,39.0,23.0,0,0.0,0
301,pair_lj_class2_gpu.h,0.0,0.0,0.0,11.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,9.0,15.0,12.0,0.0,24.0,3.0,7.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0,0.0,0
302,pair_lj_class2.h,0.0,0.0,0.0,12.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,10.0,24.0,21.0,0.0,25.0,3.0,7.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0,0.0,0
303,read_restart.cpp,10.0,50.0,5.0,206.0,854.0,136.0,14.0,14.0,17.0,1.0,66.0,10.0,50.0,5.0,0.0,16.0,1196.0,206.0,823.0,149.0,664.0,136.0,0.0,31.0,518.0,744.0,134.0,0.0,610.0,85.0,85.0,106.0,4.0,6.0,0.17,225.0,225.0,270.0,19.0,7,7.0,3
305,read_restart.h,0.0,0.0,0.0,17.0,38.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,15.0,29.0,26.0,0.0,183.0,3.0,8.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0,0.0,0
307,fix_read_restart.h,0.0,0.0,0.0,12.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,10.0,17.0,14.0,0.0,16.0,3.0,7.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0,0.0,0
308,dihedral.h,0.0,1.0,0.0,13.0,42.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,81.0,13.0,37.0,34.0,5.0,31.0,0.0,5.0,27.0,31.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.84,3.0,3.0,3.0,3.0,0,0.0,0
309,universe.h,0.0,0.0,0.0,12.0,28.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,12.0,23.0,21.0,0.0,55.0,0.0,5.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,1,2.0,0
310,mpiio.h,0.0,1.0,0.0,12.0,23.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,51.0,9.0,13.0,11.0,1.0,16.0,7.0,10.0,3.0,11.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.23,7.0,7.0,7.0,7.0,0,0.0,0
311,pair_reaxc_kokkos.cpp,11.0,52.0,3.0,765.0,3200.0,215.0,9.0,9.0,11.0,2.0,65.0,11.0,52.0,3.0,0.0,59.0,4163.0,765.0,3173.0,1033.0,2584.0,215.0,1.0,26.0,2693.0,3244.0,890.0,0.0,2354.0,77.0,77.0,90.0,16.0,6.0,0.07,553.0,553.0,652.0,165.0,19,22.0,14
312,pair_reaxc_kokkos.h,0.0,2.0,0.0,119.0,363.0,17.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,15.0,498.0,117.0,343.0,318.0,21.0,17.0,5.0,17.0,329.0,333.0,209.0,0.0,124.0,2.0,2.0,2.0,1.0,0.0,0.05,16.0,16.0,16.0,15.0,10,10.0,7
313,kokkos.h,0.0,0.0,0.0,8.0,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,8.0,22.0,19.0,0.0,37.0,0.0,5.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,5,8.0,4
314,math_special.h,1.0,5.0,0.0,28.0,46.0,24.0,3.0,3.0,3.0,1.0,6.0,1.0,4.0,0.0,0.0,7.0,97.0,28.0,38.0,17.0,19.0,24.0,1.0,7.0,26.0,42.0,15.0,0.0,27.0,6.0,6.0,6.0,1.0,2.0,0.63,18.0,18.0,18.0,7.0,0,0.0,0
315,reaxc_lookup.h,0.0,0.0,0.0,8.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,11.0,11.0,0.0,25.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0,0.0,0
316,reaxc_tool_box.h,0.0,0.0,0.0,5.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,5.0,5.0,0.0,28.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0,0.0,0
317,pair_lj_long_coul_long.h,0.0,0.0,0.0,14.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,12.0,38.0,35.0,0.0,54.0,3.0,7.0,33.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,1,3.0,0
318,TransferOperator.h,0.0,2.0,0.0,362.0,464.0,320.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,28.0,54.0,1145.0,353.0,444.0,299.0,52.0,311.0,30.0,8.0,275.0,281.0,220.0,0.0,61.0,2.0,2.0,2.0,1.0,1.0,0.7,59.0,59.0,59.0,54.0,0,0.0,0
319,PerAtomQuantityLibrary.h,0.0,2.0,0.0,585.0,711.0,515.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,48.0,42.0,1804.0,585.0,702.0,499.0,136.0,515.0,0.0,9.0,396.0,402.0,370.0,1.0,31.0,2.0,2.0,2.0,1.0,1.0,0.73,44.0,44.0,44.0,42.0,0,0.0,0
320,atom_vec_sphere.cpp,2.0,23.0,0.0,155.0,929.0,104.0,4.0,4.0,4.0,1.0,25.0,2.0,23.0,0.0,0.0,40.0,1188.0,155.0,915.0,109.0,711.0,104.0,0.0,14.0,702.0,856.0,106.0,0.0,750.0,16.0,16.0,16.0,1.0,5.0,0.11,152.0,152.0,154.0,40.0,0,0.0,0
321,atom_vec_sphere.h,0.0,1.0,0.0,11.0,62.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,105.0,9.0,54.0,51.0,0.0,32.0,3.0,7.0,48.0,50.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.59,1.0,1.0,1.0,1.0,0,0.0,0
322,fix_adapt.h,0.0,0.0,0.0,15.0,50.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0,13.0,42.0,38.0,0.0,67.0,3.0,7.0,36.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1,2.0,0
323,pair_lj_charmm_coul_long_soft.h,0.0,0.0,0.0,14.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0,12.0,38.0,35.0,0.0,47.0,3.0,7.0,33.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0,1.0,0
324,fix_nve.h,0.0,1.0,0.0,11.0,26.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,58.0,9.0,18.0,15.0,0.0,21.0,3.0,7.0,12.0,14.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.17,1.0,1.0,1.0,1.0,0,0.0,0
325,fix_nve_asphere.h,0.0,0.0,0.0,10.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,8.0,12.0,9.0,0.0,23.0,3.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0,0.0,0
326,npair_half_nsq_newtoff.h,0.0,1.0,0.0,10.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,43.0,8.0,8.0,6.0,0.0,15.0,5.0,7.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.88,1.0,1.0,1.0,1.0,1,2.0,0
327,velocity.cpp,10.0,51.0,7.0,149.0,637.0,125.0,19.0,19.0,21.0,1.0,68.0,10.0,51.0,7.0,0.0,12.0,911.0,149.0,613.0,90.0,505.0,125.0,0.0,24.0,438.0,663.0,91.0,0.0,572.0,65.0,65.0,74.0,9.0,5.0,0.2,226.0,226.0,248.0,20.0,0,0.0,0
328,velocity.h,0.0,0.0,0.0,13.0,32.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151.0,11.0,24.0,21.0,0.0,106.0,3.0,7.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,1,2.0,0
330,variable.h,0.0,0.0,0.0,21.0,108.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,484.0,21.0,103.0,95.0,0.0,383.0,0.0,5.0,91.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,2,6.0,1
331,compute_temp.h,0.0,1.0,0.0,12.0,22.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,60.0,10.0,14.0,11.0,0.0,26.0,3.0,7.0,8.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.86,1.0,1.0,1.0,1.0,0,0.0,0
332,random_park.h,0.0,0.0,0.0,8.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,8.0,14.0,11.0,0.0,20.0,0.0,4.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0,0.0,0
335,memory.h,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,6.0,13.0,10.0,0.0,0.0,0.0,4.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,1
336,error.h,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,5.0,10.0,7.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
337,compute_erotate_asphere.cpp,8.0,30.0,3.0,32.0,103.0,24.0,6.0,6.0,9.0,1.0,41.0,8.0,30.0,3.0,0.0,3.0,159.0,32.0,92.0,30.0,69.0,24.0,0.0,11.0,69.0,89.0,28.0,0.0,61.0,9.0,9.0,13.0,1.0,3.0,0.26,19.0,19.0,27.0,3.0,0,0.0,0
338,compute_erotate_asphere.h,0.0,0.0,0.0,11.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,9.0,13.0,10.0,0.0,29.0,3.0,7.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0,0.0,0
339,atom_vec_line.h,0.0,0.0,0.0,18.0,74.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,136.0,16.0,66.0,62.0,0.0,44.0,3.0,7.0,60.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0,0.0,0
340,atom_vec_tri.h,0.0,0.0,0.0,18.0,76.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,146.0,16.0,68.0,64.0,0.0,52.0,3.0,7.0,62.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0,0.0,0
341,pppm.cpp,10.0,41.0,4.0,695.0,2360.0,483.0,8.0,8.0,9.0,1.0,55.0,10.0,41.0,4.0,0.0,57.0,3533.0,695.0,2318.0,437.0,1830.0,483.0,5.0,39.0,1915.0,2363.0,419.0,1.0,1943.0,39.0,39.0,60.0,5.0,7.0,0.21,447.0,447.0,497.0,78.0,4,7.0,3
342,pppm.h,0.0,12.0,0.0,36.0,139.0,169.0,2.0,2.0,2.0,1.0,12.0,0.0,12.0,0.0,1.0,1.0,338.0,34.0,123.0,113.0,7.0,169.0,5.0,14.0,114.0,116.0,109.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.37,2.0,2.0,2.0,1.0,1,2.0,0
343,gridcomm.h,0.0,0.0,0.0,14.0,55.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,14.0,45.0,41.0,0.0,23.0,2.0,9.0,32.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0,0.0,0
344,fft3d_wrap.h,0.0,0.0,0.0,8.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,8.0,12.0,9.0,0.0,21.0,0.0,5.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0,0.0,0
345,remap_wrap.h,0.0,0.0,0.0,8.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,8.0,11.0,8.0,0.0,19.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0.0,0
346,fft3d.h,0.0,0.0,0.0,31.0,121.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,19.0,39.0,38.0,0.0,38.0,74.0,54.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0,0.0,0
347,msm_cg_omp.h,0.0,0.0,0.0,12.0,26.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,10.0,18.0,14.0,0.0,107.0,3.0,7.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0,0.0,0
348,msm_omp.h,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,0,0.0,0
349,min.h,0.0,1.0,0.0,26.0,76.0,80.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,153.0,26.0,72.0,69.0,5.0,80.0,0.0,4.0,65.0,68.0,67.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.11,2.0,2.0,2.0,2.0,1,2.0,0
350,lal_base_atomic.h,0.0,4.0,0.0,39.0,97.0,65.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,201.0,39.0,84.0,62.0,15.0,65.0,2.0,13.0,43.0,52.0,38.0,0.0,14.0,2.0,2.0,2.0,1.0,1.0,0.77,8.0,8.0,8.0,6.0,0,0.0,0
351,npair_half_nsq_newton_omp.h,0.0,1.0,0.0,10.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,43.0,8.0,8.0,6.0,0.0,15.0,5.0,7.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.88,1.0,1.0,1.0,1.0,0,0.0,0
352,fix_nvt_manifold_rattle.h,0.0,0.0,0.0,24.0,40.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,22.0,32.0,29.0,1.0,93.0,3.0,7.0,27.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0,0.0,0
353,fix_nve_manifold_rattle.h,0.0,2.0,1.0,27.0,56.0,91.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,172.0,25.0,47.0,43.0,1.0,91.0,3.0,8.0,37.0,40.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.94,2.0,2.0,2.0,2.0,0,0.0,0
354,fix_peri_neigh_omp.cpp,3.0,17.0,2.0,8.0,24.0,18.0,4.0,4.0,4.0,1.0,22.0,3.0,17.0,2.0,0.0,1.0,50.0,8.0,19.0,5.0,13.0,18.0,0.0,5.0,14.0,20.0,7.0,0.0,13.0,4.0,4.0,4.0,1.0,2.0,0.95,4.0,4.0,4.0,1.0,0,0.0,0
355,fix_peri_neigh_omp.h,0.0,2.0,0.0,10.0,16.0,12.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,38.0,8.0,8.0,6.0,0.0,12.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,0,0.0,0
356,fix_omp.h,0.0,1.0,0.0,19.0,46.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,80.0,17.0,38.0,33.0,12.0,21.0,3.0,7.0,31.0,44.0,32.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,0.55,12.0,12.0,12.0,12.0,0,0.0,0
357,compute_dihedral_local.h,0.0,0.0,0.0,13.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,11.0,18.0,15.0,0.0,33.0,3.0,7.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0,0.0,0
358,improper_harmonic.h,0.0,0.0,0.0,12.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,10.0,15.0,12.0,0.0,24.0,3.0,8.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0,0.0,0
359,improper_harmonic_kokkos.h,0.0,0.0,0.0,24.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,22.0,46.0,43.0,0.0,21.0,5.0,8.0,30.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0,0.0,0
360,xdr_compat.h,0.0,0.0,0.0,34.0,104.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,34.0,47.0,55.0,0.0,96.0,8.0,49.0,36.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0,1.0,0
361,pair_brownian_poly.cpp,20.0,62.0,13.0,92.0,278.0,75.0,12.0,12.0,13.0,1.0,94.0,20.0,62.0,13.0,0.0,4.0,441.0,92.0,253.0,44.0,204.0,75.0,0.0,25.0,196.0,245.0,46.0,0.0,199.0,25.0,25.0,30.0,3.0,5.0,0.3,46.0,46.0,51.0,6.0,0,0.0,0
362,pair_brownian_poly.h,0.0,1.0,0.0,10.0,18.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,59.0,8.0,10.0,8.0,0.0,31.0,3.0,7.0,5.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.1,1.0,1.0,1.0,1.0,0,0.0,0
363,fix_deform.h,0.0,0.0,0.0,15.0,51.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,13.0,43.0,39.0,0.0,79.0,3.0,7.0,37.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,1,2.0,0
364,npair_half_multi_newtoff_omp.cpp,8.0,43.0,4.0,22.0,96.0,27.0,10.0,10.0,10.0,4.0,54.0,8.0,41.0,4.0,0.0,2.0,145.0,22.0,83.0,25.0,65.0,27.0,1.0,13.0,70.0,88.0,29.0,2.0,57.0,18.0,18.0,19.0,7.0,6.0,0.33,19.0,19.0,20.0,8.0,0,0.0,0
365,npair_half_multi_newtoff_omp.h,0.0,1.0,0.0,10.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,43.0,8.0,8.0,6.0,0.0,15.0,5.0,7.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.88,1.0,1.0,1.0,1.0,0,0.0,0
366,pair_eff_inline.h,3.0,15.0,2.0,95.0,419.0,74.0,2.0,2.0,2.0,1.0,20.0,3.0,15.0,2.0,0.0,18.0,586.0,95.0,413.0,202.0,300.0,74.0,0.0,6.0,183.0,211.0,54.0,0.0,157.0,5.0,5.0,5.0,1.0,2.0,0.18,27.0,27.0,27.0,18.0,0,0.0,0
367,fix_lb_fluid.h,0.0,0.0,0.0,31.0,113.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,167.0,29.0,102.0,99.0,0.0,48.0,3.0,10.0,97.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0,0.0,0
368,pair_vashishta_table.cpp,5.0,24.0,1.0,59.0,208.0,35.0,4.0,4.0,5.0,2.0,30.0,5.0,24.0,1.0,0.0,8.0,302.0,59.0,193.0,39.0,144.0,35.0,0.0,15.0,150.0,186.0,37.0,0.0,149.0,21.0,21.0,25.0,15.0,4.0,0.18,35.0,35.0,39.0,22.0,2,2.0,1
369,pair_vashishta_table.h,0.0,0.0,0.0,12.0,27.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,10.0,19.0,16.0,0.0,63.0,3.0,7.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,1,2.0,0
370,LammpsInterface.cpp,0.0,6.0,0.0,222.0,1206.0,161.0,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,0.0,182.0,1556.0,222.0,1171.0,420.0,701.0,161.0,0.0,35.0,661.0,984.0,388.0,0.0,596.0,11.0,11.0,11.0,11.0,4.0,0.14,314.0,314.0,334.0,222.0,1,1.0,0
371,LammpsInterface.h,0.0,4.0,0.0,70.0,577.0,95.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,56.0,735.0,70.0,546.0,371.0,153.0,95.0,3.0,28.0,354.0,424.0,307.0,0.0,117.0,7.0,7.0,7.0,1.0,3.0,0.17,76.0,76.0,76.0,56.0,1,1.0,0
