index,hash,time,message,buggy
407,ca8a577,2017-02-15 13:28:07,AbaqusIO: Support generated elsets and nsets.,0.0
408,1f277f6,2017-02-16 08:13:45,Merge pull request #1243 from jwpeterson/abaqus_io_generate,0.0
409,2b398a6,2017-02-16 08:16:50,Merge pull request #1242 from libMesh/andrsd/zero-m-rhs-impl-sys,0.0
410,8e2a145,2017-02-16 08:22:39,Check for early returns for zero length vectors.,0.0
411,dd7c4e5,2017-02-16 08:41:26,Remove PetscMatrix::update_preallocation_and_zero().,0.0
412,a94f67d,2017-02-16 08:50:20,systems_of_equations_ex8 does not actually use update_preallocation_and_zero().,0.0
413,6fece55,2017-02-16 09:21:32,Officially deprecate unofficially deprecated Elem functions.,0.0
414,a1304b2,2017-02-16 09:31:59,Officially deprecate unofficially deprecated MeshBase functions.,0.0
415,8adffcd,2017-02-16 10:02:28,Document the virtual-non-const-plus-non-virtual-const design.,0.0
416,403cf08,2017-02-16 10:23:45,Officially deprecate old Mesh constructors.,0.0
417,32a146d,2017-02-16 10:30:56,Don't delete_remote_elements() inappropriately,0.0
418,6be3553,2017-02-16 10:49:37,Remove deprecated MeshData from transient_ex2.,0.0
419,b98c4f0,2017-02-16 12:08:01,Fix comment typo in misc_ex2 Makefile.am.,0.0
420,8ab09b2,2017-02-16 12:20:55,"Added ""dot"" vars are 1st order time evolving",0.0
421,38be6e4,2017-02-16 13:46:51,Updated TimeSolver test classes with libmesh_override FTW,0.0
422,77ea387,2017-02-16 13:50:35,Update CLEANFILES list for misc_ex2.,0.0
423,7f5f568,2017-02-16 13:54:23,Update TimeSolver test class naming,0.0
424,1fdc5e7,2017-02-16 13:54:38,misc_ex2: Use Exodus file extension recognized by Paraview.,0.0
425,2942d3e,2017-02-16 13:55:34,Run bootstrap.,0.0
426,14327000.0,2017-02-16 13:56:34,Use new time_evolving API in TimeSolver tests,0.0
427,ae4a475,2017-02-16 13:58:02,Add TimeSolver testing class,0.0
428,4f679c3,2017-02-16 13:59:36,Test Newmark using first order style,0.0
429,bcf9f09,2017-02-16 14:45:14,Merge pull request #1244 from jwpeterson/dense_vector_eigen,0.0
430,0ff7189,2017-02-16 14:45:47,Merge pull request #1245 from jwpeterson/update_preallocation_and_zero,0.0
431,bb0d1e4,2017-02-16 14:46:03,Merge pull request #1247 from jwpeterson/deprecate,0.0
432,5fb00de,2017-02-16 15:18:27,misc_ex2: Update/fix typos in documentation.,0.0
433,07d700e,2017-02-16 15:28:07,Merge pull request #1246 from roystgnr/fix_mistaken_distribution,0.0
434,3f717ec,2017-02-17 08:55:21,Remove MeshData from misc_ex2.,0.0
435,384a1df,2017-02-17 12:29:01,Move BoundingBox to its own header,0.0
436,b112c9b,2017-02-17 12:29:20,Re-bootstrap,0.0
437,4a72aaf,2017-02-17 15:23:47,Remove MeshData from BoundaryInfo interfaces.,0.0
438,41d70ae,2017-02-17 15:27:46,Remove MeshData from VTKIO interfaces.,0.0
439,88fc41f,2017-02-17 15:31:03,Remove MeshData from TetgenIO interfaces.,0.0
440,e3e349d,2017-02-17 15:36:38,Remove MeshData from UNVIO interfaces.,0.0
441,19f6fd2,2017-02-17 15:39:44,Remove MeshData from meshtool.C,0.0
442,d9d5ad2,2017-02-17 15:41:33,Remove MeshData from libmesh_documentation.h,0.0
443,14fb52d,2017-02-17 15:45:26,Remove all files associated with the MeshData class.,0.0
444,3914720.0,2017-02-17 15:46:48,Update Makefile.am files after removing MeshData files.,0.0
445,6e1e9d0,2017-02-17 15:48:08,Run bootstrap.,0.0
446,14495d6,2017-02-17 15:49:21,Remove spurious mesh_data.h inclusion from misc_ex5.,0.0
447,c98a94a,2017-02-17 15:57:54,Add Elem::loose_bounding_box(),0.0
448,6be8e6a,2017-02-17 15:59:27,Remove MeshData from Mesh classes.,0.0
449,8de3f92,2017-02-17 16:00:34,Remove MeshData output from misc_ex2 docs.,0.0
450,f871834,2017-02-17 16:01:28,Fix typo.,0.0
451,a1ecb8c,2017-02-17 16:04:10,Remove MeshData from EquationSystems.,0.0
452,72c8d8a,2017-02-17 16:06:50,Fix warning that only shows up in dbg mode with --enable-complex.,1.0
453,7d6c85e,2017-02-17 16:11:07,Fix unused variable warning in opt mode.,1.0
454,4d6596a,2017-02-17 16:50:31,Use BoundingBox in TreeNode,0.0
455,a9f3153,2017-02-17 16:58:02,enable_out_of_mesh_mode() on non-affine elements,0.0
456,a11ed30,2017-02-17 16:58:15,Don't bother with linear searches,0.0
457,1bcfd5c,2017-02-17 21:26:48,Enable out_of_mesh_mode on distributed meshes,0.0
458,b802fd4,2017-02-17 21:32:04,out_of_mesh_mode for distributed System::point_*(),0.0
459,86e0866,2017-02-17 21:51:31,Fix MeshTools::BoundingBox backwards compatibility,1.0
460,a009c2c,2017-02-18 11:17:32,Merge pull request #1248 from jwpeterson/mesh_data,0.0
461,6275cd6,2017-02-18 11:17:48,Merge pull request #1250 from jwpeterson/rm_mesh_data,0.0
462,ce8e207,2017-02-18 11:27:35,Fix a few more unsigned int/size_t mismatches in for loops.,1.0
463,8f1d562,2017-02-18 12:01:44,Avoid calls to virtual DenseVector::size() when possible.,0.0
464,fa60866,2017-02-18 12:20:31,Switch to signed integer loops in DenseVector.,0.0
465,b35efd1,2017-02-18 16:24:25,Add clang-specific vectorization pragmas.,0.0
466,c41c552,2017-02-19 13:58:53,Update traffic.,0.0
467,b2a2a42,2017-02-19 13:59:52,Merge pull request #1251 from jwpeterson/dv_size,0.0
468,4442284.0,2017-02-19 20:59:25,Merge pull request #1249 from roystgnr/loose_bounding_box,0.0
469,77d898f,2017-02-21 08:35:59,Update citations.,0.0
470,7df0c59,2017-02-21 09:14:16,Clean up citations.,0.0
471,78ce08d,2017-02-21 23:33:22,Update and tinyurl-ize links.,0.0
472,383d013,2017-02-22 09:07:18,GmshIO: Allow multiple lower-dimensional elements for BCs.,0.0
473,addb90f,2017-02-22 09:18:43,Fix 'missing override' warnings for Elem::loose_bounding_box().,1.0
474,e8c36aa,2017-02-22 09:23:23,Fix unused variable warning after MeshData removal.,1.0
475,07002be,2017-02-22 10:12:43,BoundaryInfo::regenerate_id_sets(),0.0
476,f51178a,2017-02-22 10:14:15,Call regenerate_id_sets() when appropriate,0.0
477,052e7d0,2017-02-22 12:11:47,Update citation counts for plot.,0.0
478,61a1128,2017-02-22 12:14:25,Update statistics PDFs for SIAM CSE 2017.,0.0
479,84d2c36,2017-02-22 12:20:20,Move tick marks to Jan of each year  suppress month in label.,0.0
480,01f811b,2017-02-22 12:28:32,Remove preprints from papers plot.,0.0
481,9c978ee,2017-02-22 12:33:05,Add 2017 to mailing list traffic plot.,0.0
482,a625727,2017-02-22 12:40:32,Set up tick locations automatically.,0.0
483,7ad28b6,2017-02-22 12:47:05,Update x-axis in LOC plot.,0.0
484,6723f13,2017-02-22 12:50:35,Merge branch 'stats',0.0
485,8e44359,2017-02-22 14:53:00,Merge pull request #1254 from jwpeterson/gmsh_fix,0.0
486,d95730c,2017-02-22 14:55:55,Update citations.,0.0
487,906a2fd,2017-02-22 15:48:21,Regenerate publications webpage.,0.0
488,bf25955,2017-02-22 16:30:24,Bibtex: Format author names consistently.,0.0
489,81ac107,2017-02-24 08:55:48,Bibtex: use endash between co-discoverers' names.,0.0
490,cd82b51,2017-02-24 13:16:38,More permanent links for some dissertations.,0.0
491,539535c,2017-02-25 10:35:02,Update citations.,0.0
492,f78df65,2017-02-26 17:15:26,Update traffic.,0.0
493,585a762,2017-02-28 08:21:36,Update fem_system_ex3 to new TimeSolver API,0.0
494,1a7787c,2017-02-28 10:52:42,Use *parallel* max_elem_id in assert code,0.0
495,0a3c3c7,2017-02-28 11:05:42,Update citations.,0.0
496,443d504,2017-02-28 11:49:27,Merge pull request #1255 from roystgnr/boundary_info_caches,0.0
497,8873df1,2017-02-28 13:51:31,Add Euler(2)Solver options to fem_system_ex3,0.0
498,fc4d865,2017-02-28 13:59:48,Fix DistributedMesh build_node_list_from_side_list,1.0
499,344de3a,2017-02-28 14:09:44,FirstOrderUnsteadySolver::add_dot_var_dirichlet_bcs and use it in init(),0.0
500,0a094af,2017-02-28 15:19:53,More documentation on new FirstOrderUnsteadySolver capability,0.0
501,8b2c19d,2017-03-01 09:58:17,Rework design of variable time-order handling,0.0
502,95efd5f,2017-03-01 10:01:11,Avoid race condition in non-blocking send,0.0
503,1ed6e19,2017-03-01 10:29:50,Merge pull request #1257 from roystgnr/pmax_elem_id,0.0
504,9edd8ba,2017-03-01 11:41:57,Fix BC construction for velocity variables,1.0
505,14ef5bd,2017-03-01 11:58:20,Update statistics for February 2017.,0.0
506,6858d69,2017-03-01 13:08:14,Bibtex: Use address field for InProceedings.,0.0
507,7913dc7,2017-03-01 17:11:23,Bibtex: Use consistent title capitalization.,0.0
508,5843427.0,2017-03-03 09:15:49,Ignore third party placement-new warnings in GCC6,0.0
509,0202ed8,2017-03-03 09:16:10,Ignore warnings from TBB,0.0
510,898387e,2017-03-04 17:28:05,Update traffic.,0.0
511,0ed9901,2017-03-04 17:33:00,Update citations.,0.0
512,02b04ff,2017-03-07 08:41:29,Update citations.,0.0
513,36b55dd,2017-03-07 12:47:30,Add SubdomainPartitioner.,0.0
514,e611583,2017-03-07 12:49:07,Add new files to lists and update Makefile.am.,0.0
515,92e500a,2017-03-07 12:50:32,Run boostrap.,0.0
516,7a72b9e,2017-03-07 15:01:03,Set fixed unique_id values in mesh extrusion,0.0
517,40d344c,2017-03-07 15:01:57,Set remote_elem links during mesh extrusion,0.0
518,1f15528,2017-03-07 15:57:19,Synchronize next_side_id in build_extrusion(),0.0
519,9372792.0,2017-03-07 16:31:24,Cleaning up the VTK parts,0.0
520,81d93eb,2017-03-07 20:17:48,Merge pull request #1258 from roystgnr/node_bcid_fix,0.0
521,254afb3,2017-03-07 21:20:31,Handle empty semilocal meshes in mesh extrusion,0.0
522,44784000000.0,2017-03-08 09:24:11,Merge pull request #1265 from roystgnr/distributed_extrusion,0.0
523,d7c02d4,2017-03-08 09:46:54,Merge pull request #1264 from acbauer/vtk_improvements,0.0
524,942f9b3,2017-03-08 10:01:52,Consistent naming for NewtonSolver private member,0.0
525,740e4d1,2017-03-08 10:02:22,Accessor for LinearSolver used by NewtonSolver,0.0
526,739ea5a,2017-03-08 10:07:06,Merge pull request #1262 from roystgnr/tbb_warnings,0.0
527,2148606.0,2017-03-08 10:12:31,Use SPARSELU for linear solver for fem_system_ex3/Euler(2)Solver,0.0
528,7007ab3,2017-03-08 10:32:59,Update citations.,0.0
529,1b1bb81,2017-03-08 12:48:38,Add unit test of SubdomainPartitioner.,0.0
530,2fe687e,2017-03-08 12:51:09,Add new file to unit test Makefile.am.,0.0
531,b86f1ce,2017-03-08 12:52:57,Run bootstrap.,0.0
532,3076ba5,2017-03-08 13:14:50,Remove recently deprecated code from unit tests.,0.0
533,6c6c080,2017-03-08 16:30:22,Update citations.,0.0
534,86e8dba,2017-03-08 16:37:22,ParmetisPartitioner: Slight refactor resize+fill -> assign.,0.0
535,e3e2e0c,2017-03-08 19:11:43,Merge pull request #1266 from jwpeterson/subdomain_partitioner,0.0
536,ca26a44,2017-03-08 22:31:02,Bug fix for Tri6::loose_bounding_box ()  for-loop indices should start at 1.,1.0
537,0a19455,2017-03-09 07:55:51,Merge pull request #1272 from dknez/tri6_bb_fix,0.0
538,d963d52,2017-03-09 07:58:05,Merge pull request #1270 from jwpeterson/parmetis_refactor,0.0
539,2e2bbe2,2017-03-09 11:00:04,Add new SubdomainPartitioner.,0.0
540,e76ba9a,2017-03-09 11:08:20,Rename and document BoundingBox::intersect(),0.0
541,668d345,2017-03-09 15:34:23,Document BoundingBox functions,0.0
542,00a97e8,2017-03-09 15:35:01,BoundingBox intersections and unions,0.0
543,13a1d58,2017-03-09 15:49:39,Fix Cell::loose_bounding_box(),1.0
544,fb489e7,2017-03-09 15:50:48,Clean up BoundingBox API,0.0
545,2e795d7,2017-03-09 15:55:18,More convenient variable names for ParaView viewing,0.0
546,990c73d,2017-03-09 16:16:53,Restructure how fem_system_ex3 gets run,0.0
547,b919962,2017-03-09 16:22:20,Update Makefile.am files.,0.0
548,70a995a,2017-03-09 16:23:30,Run boostrap.,0.0
549,56f5845,2017-03-09 16:51:48,Elem::loose_bounding_box() tests,0.0
550,7d2e97b,2017-03-09 16:52:11,Build and run Elem tests,0.0
551,b846ebe,2017-03-09 16:53:55,Add unit_tests-* to noinst_PROGRAMS,0.0
552,9ea6fae,2017-03-09 17:00:50,Re-bootstrap,0.0
553,4c56255,2017-03-09 17:26:16,Quad8::loose_bounding_box bugfix,0.0
554,89ef9e2,2017-03-09 22:11:54,Disallow renumbering in unit test,0.0
555,85f09bb,2017-03-09 22:12:50,Distributed-compatible BoundaryInfo unit tests,0.0
556,d2fcc55,2017-03-09 22:13:46,Better document BoundaryInfo::n_boundary_ids(),0.0
557,7f1fefb,2017-03-10 07:23:57,Merge pull request #1274 from roystgnr/bounding_box_fixes,0.0
558,c2362a3,2017-03-10 07:24:15,Merge pull request #1275 from roystgnr/distributed_mesh_tests,0.0
559,431b151,2017-03-10 08:38:59,Restore (deprecated) old intersect() API name,0.0
560,07142a1,2017-03-10 09:55:36,Fix C++11 code merged in by #1276.,1.0
561,d2096b2,2017-03-10 10:53:43,Added pyramid_face_map info to exodusII_io_helper.C.,0.0
562,d7a08b2,2017-03-10 11:06:17,Add predicated iterators for iterating over sets of subdomains.,0.0
563,6e211be,2017-03-10 11:43:02,Merge pull request #1276 from pbauman/second-orders-vars-first-order-timesolver-rebase,0.0
564,5c2884b,2017-03-10 12:37:09,Merge pull request #1277 from dknez/ExodusII_pyramid_sidesets,0.0
565,c8923a6,2017-03-10 15:59:27,Make extra_ghost_elements save child elems,0.0
567,f65b73f,2017-03-12 13:26:03,Fix infinite recursion warning in BoundingBox.,1.0
566,f53a245,2017-03-12 13:26:03,Fix infinite recursion warning in BoundingBox.,1.0
568,9930194.0,2017-03-12 15:47:47,Update traffic.,0.0
569,dee3c44,2017-03-13 08:44:22,Skip neighbors and neighbor offspring which are not in the range.,0.0
570,152bd2a,2017-03-13 10:14:46,Only allocate some Metis data structures on processor 0.,0.0
571,e1e2465,2017-03-13 14:19:36,libmesh_assert_valid_dof_ids one System at a time,0.0
572,1259e7b,2017-03-13 14:19:55,Only assert_valid_dof_ids that we already set,0.0
573,03cd28e,2017-03-13 14:23:53,Replace vectormap::find() with vectormap::count() calls.,0.0
574,700ea3f,2017-03-13 16:15:49,All vectormap algorithms can be implemented with std::lower_bound().,0.0
575,6c108b0,2017-03-13 16:41:34,Add unit tests of vectormap::find() and count().,0.0
576,b39b5ad,2017-03-13 16:43:27,Fix more C++11 scoped enumeration syntax in unit tests.,1.0
577,bdbc825,2017-03-14 08:42:29,Update citations.,0.0
578,1f18edc,2017-03-14 08:58:31,Merge pull request #1278 from jwpeterson/partitioning,0.0
579,6913ec4,2017-03-14 08:58:55,Merge pull request #1282 from jwpeterson/fix_vectormap,0.0
580,8d77a19,2017-03-14 09:43:35,Update citations.,0.0
581,8506d21,2017-03-14 12:19:10,Merge pull request #1279 from roystgnr/assert_one_system,0.0
582,481334a,2017-03-14 12:19:28,Merge pull request #1280 from roystgnr/extra_ghost_children,0.0
583,06319fe,2017-03-15 08:26:18,Fix 64-bit indices regression.,1.0
584,95e714f,2017-03-15 10:23:51,Merge pull request #1283 from jwpeterson/fix_64_bit,0.0
585,fbe8f63,2017-03-15 12:41:48,Update citations.,0.0
586,30405be,2017-03-15 12:50:34,Regenerate publications webpage.,0.0
587,283fa11,2017-03-15 13:41:27,distcheck fix,1.0
588,662db9e,2017-03-15 14:38:44,Run contrib/bin/reindent.sh in src.,0.0
589,c803980,2017-03-15 15:41:37,Run contrib/bin/reindent.sh in include.,0.0
590,becfd49,2017-03-15 16:14:26,Add missing semi-colons after class definition.,0.0
591,14f3473,2017-03-15 16:19:15,Run contrib/bin/reindent.sh on examples.,0.0
592,d38e313,2017-03-15 16:22:11,Run contrib/bin/reindent.sh on tests.,0.0
593,d7e7942,2017-03-16 08:20:37,Merge pull request #1284 from jwpeterson/reindent,0.0
594,554299d,2017-03-16 11:15:42,Update citations.,0.0
595,c009784,2017-03-16 12:09:48,Bibtex: Fix formatting  use tinyurls.,0.0
596,4bc1418,2017-03-17 09:32:04,Use uniform spacing in if-statements.,0.0
597,d9e0f25,2017-03-17 11:28:14,Use uniform spacing in for-loops.,0.0
598,07d1ee1,2017-03-17 11:37:42,Use uniform spacing in while-loops.,0.0
599,dcffbdb,2017-03-17 12:33:18,contrib/bin/detab.sh can now be run on multiple files.,0.0
600,f5516e5,2017-03-17 12:41:35,Update automake version number to 1.2.0-rc1.,0.0
601,1297351.0,2017-03-17 12:43:34,Run bootstrap.,0.0
602,8f90490,2017-03-17 12:50:42,Update NEWS file for 1.2.0 release.,0.0
603,548a2ad,2017-03-17 16:55:44,Merge pull request #1285 from jwpeterson/if_for_while,0.0
604,9dd3d3c,2017-03-20 16:53:01,Revert new METIS neighbor code until we can fix it,0.0
605,a5c565b,2017-04-03 15:00:23,Add support for Intel 2017 compilers.,0.0
606,8161753.0,2017-04-04 10:40:40,Fix ExodusII_IO::write_timestep() in single precision case.,1.0
607,35f1554,2017-04-04 13:12:00,Initial attempt to fix Metis bug introduced in 1f18edc.,0.0
0,af0be0a,2017-04-05 08:55:12,Fix for upcoming MatGetSubMatrix name change in PETSc 3.8.,1.0
608,b07aa68,2017-04-05 09:32:27,Fix ExodusII_IO::copy_* on distributed meshes,1.0
609,35e31ee,2017-04-06 00:37:29,PetscDiffSolver: fix solution vector locking issue with SNES solve.,0.0
610,16529a7,2017-04-07 12:29:28,update assert to check only active elements,0.0
611,1566d39,2017-04-10 12:10:01,distcheck fix,1.0
612,1b86eed,2017-04-12 10:10:35,Disallow remote element removal during Mesh copy,0.0
613,b43536a,2017-04-18 14:36:27,Fix -Winconsistent-missing-override warning.,1.0
614,82ac9dc,2017-04-18 15:32:42,Avoid deprecated use of public Mesh::boundary_info member.,0.0
615,4ca0bba,2017-04-20 10:37:39,Add incrementing copy constructor to ReferenceCounter class.,0.0
616,fff84c0,2017-04-20 11:28:00,Include CITATION file with distributed tarballs.,0.0
617,a8a3e47,2017-04-20 13:54:07,Update automake version number to 1.2.0-rc2.,0.0
618,e074050,2017-04-20 13:55:31,Run bootstrap.,0.0
619,5a2884d,2017-04-24 09:14:13,Run bootstrap.,0.0
1,8dde50e,2017-04-24 16:22:50,Fix Tri3::contains_point().,1.0
2,777890000000.0,2017-04-25 10:11:34,fix for --disable-optional && make installcheck,1.0
3,cadf917,2017-04-26 08:53:12,Update automake version number to 1.2.0.,0.0
4,d10f57d,2017-04-26 08:58:24,Run bootstrap.,0.0
5,e40cda7,2017-04-26 11:53:20,adding vanilla unpacked 4.4.1.1,0.0
6,a0c5cc2,2017-04-26 12:13:05,disable network tests by default,0.0
7,a80541c,2017-04-26 12:14:02,remove derived files,0.0
8,038a27a,2017-04-26 12:15:46,disable testsets,0.0
9,8bbbbd6,2017-04-26 12:17:32,increase parameter sizes for exodus,0.0
10,1b0e3fa,2017-04-26 12:18:57,adding .gitignore,0.0
11,0e35b08,2017-04-26 12:21:08,bootstrap,0.0
12,0e86de1,2017-04-26 12:21:18,updated symlink,0.0
13,633d900,2017-04-26 12:42:14,require serial test suite for netcdf,0.0
14,97deac3,2017-04-26 12:48:58,remove old netcdf-4.3.1,0.0
15,b9bd43f,2017-04-26 14:51:53,distcheck fix,0.0
16,ccdc1ad,2017-04-28 14:08:27,Update NEWS file to include latest bug fixes.,0.0
17,262c8c4,2017-05-04 13:57:33,Guard all examples to avoid errors with --disable-optional.,0.0
18,cbae660,2017-05-04 15:33:30,Add empty LIBMESH_PARALLEL_FLOAT_OPS macro for --disable-mpi case.,0.0
19,05b2827,2017-06-12 10:58:52,64-bit build fix,0.0
20,3b7a36d,2017-07-25 08:29:54,Update automake version number to 1.2.1.,0.0
21,375f26c,2017-07-25 08:31:35,Run bootstrap.,0.0
22,20a8690,2017-07-25 08:40:16,Update NEWS file for 1.2.1 bugfix release.,0.0
0,16f5bb8,2018-03-11 16:43:21,Fix another copy/paste bug similar to the one in #1620.,1.0
1,a34bd26,2018-03-12 08:12:24,Update automake version number to 1.3.0-rc2.,0.0
2,fcd77d5,2018-03-12 08:14:15,Run bootstrap.,0.0
3,34b9711,2018-03-13 16:08:06,Better LibMeshInit comments,0.0
4,f2ff48a,2018-03-15 14:33:42,DofMapTest: testCyclicConstraintDetection() requires exceptions.,0.0
5,b60f974,2018-03-15 14:38:20,ExodusII_IO: Update 'dummy' function definitions.,0.0
6,b5ac418,2018-03-15 14:45:58,threads.m4: Only error if user requested TBB and it wasn't available.,0.0
7,8290eea,2018-03-15 15:39:09,adjoints_ex1: This example requires --enable-exceptions,0.0
8,3c849a8,2018-03-15 16:05:24,LIBMESH_BROKEN_IOSTREAM no longer exists.,0.0
9,7d84177,2018-03-16 08:23:57,Run bootstrap.,0.0
