index,hash,time,message,buggy
1524,88dca11,2018-05-05 02:36:02,update colvars dependencies,0.0
1525,14588f6,2018-05-05 03:33:12,remove dead code and fix compilation for fix mscg,0.0
1526,81293b0,2018-05-05 10:21:11,changes to integrate USER-BOCS into LAMMPS and to closer follow the LAMMPS programming/documentation style,0.0
1527,735bceb,2018-05-05 10:21:21,Merge branch 'master' into USER-BOCS,0.0
1528,0c53afb,2018-05-05 10:39:01,more changes to fix rigid and fix poems,0.0
1529,9acd35a,2018-05-05 10:52:39,another change to fix poems,0.0
1530,f9f8e2b,2018-05-05 11:43:05,update USER-BOCS example to match LAMMPS style and include reference logs,0.0
1531,095ca76,2018-05-05 11:44:21,plug memory leaks in USER-BOCS,0.0
1532,f7c37a7,2018-05-05 11:46:35,adapt isfinite() handling to upstream,0.0
1533,2616dd9,2018-05-05 12:05:32,include USER-BOCS package in cmake,0.0
1534,f4fbdea,2018-05-05 13:48:29,update .gitignore for lib/latte,0.0
1535,2d321a6,2018-05-05 14:22:23,Merge pull request #10 from lammps/master,0.0
1536,934f825,2018-05-05 19:25:51,update USER-INTEL Install.sh script and dependency handling,0.0
1537,e14b61e,2018-05-05 19:51:30,replace variable length array with constant length through making maxLine constant,0.0
1538,9d68918,2018-05-05 20:38:22,some more cosmetic changes,0.0
1539,916ed71,2018-05-06 00:34:03,fix bond/react final touches,0.0
1540,e1f9ee1,2018-05-06 01:04:23,fix1,0.0
1541,941d289,2018-05-06 10:54:34,cosmetic changes to avoid compiler warnings,0.0
1542,9d9d7cb,2018-05-06 11:10:40,update example log files,0.0
1543,5e49976,2018-05-06 11:17:34,correct typo in fix bond/react docs,0.0
1544,d7339bb,2018-05-06 16:56:31,significantly expand .github/CODEOWNERS file to automatically notify more contributors of changes to files/packages they maintain,0.0
1545,551ea96,2018-05-06 16:59:37,add VTK config for recent fedora versions,0.0
1546,009666d,2018-05-06 16:59:57,need to ignore pair style kim in src/,0.0
1547,ecfe5c8,2018-05-06 19:00:32,use american spelling of neighbor consistently in docs and code comments,0.0
1548,c3588f0,2018-05-06 19:21:37,provide keyword/value option to compute ackland/atom for selecting legacy or current variant of implementation,0.0
1549,d51745f,2018-05-06 19:22:30,whitespace cleanup,0.0
1550,d9d33ac,2018-05-06 21:41:09,add ability to set multiplicity for dihedrals with fix restrain,0.0
1551,1ea5b9e,2018-05-07 10:34:51,Merge pull request #879 from mdelyser/USER-BOCS,0.0
1552,bc0c405,2018-05-07 10:37:00,Merge pull request #887 from akohlmey/create-bonds-single-bugfix,0.0
1553,a7c9418,2018-05-07 10:37:47,Merge pull request #890 from jrgissing/bond_react_final_touches,0.0
1554,8ec033e,2018-05-07 10:42:22,Merge pull request #889 from akohlmey/cplusplus-compliance,0.0
1555,ca96a7a,2018-05-07 10:43:19,Merge pull request #891 from akohlmey/collected-small-changes,0.0
1556,74fbb84,2018-05-07 11:45:37,Merge pull request #878 from jrgissing/group_extract,0.0
1557,624173d,2018-05-07 13:42:33,Merge branch 'master' into kk_dep,0.0
1558,d203118,2018-05-07 14:19:50,update rigid body reference outputs. add bodyforces early examples,0.0
1559,d80b375,2018-05-07 14:24:00,make links to citations unique across files 1/2,0.0
1560,7cf42e4,2018-05-07 14:25:18,make links to citations unique across files 2/2,0.0
1561,7fed6c7,2018-05-07 14:39:10,Merge pull request #634 from craabreu/master,0.0
1562,a475921,2018-05-07 14:39:32,Merge pull request #893 from ohenrich/user-cgdna,0.0
1563,bfdfd36,2018-05-07 14:53:43,Merge pull request #894 from akohlmey/cplusplus-clang-fixes,0.0
1564,b2370b6,2018-05-07 15:49:51,use correct namespace when instantiating IntelBuffers ,0.0
1565,cde6e9b,2018-05-07 15:51:15,Fix CUDA issue in pair_exp6_rx_kokkos,0.0
1566,8221700,2018-05-07 15:56:35,must use fabs() on doubles  not abs()  to avoid ambiguity,0.0
1567,761b15b,2018-05-07 16:03:23,cmake: remove obsolete BODY/POEMS conflict,0.0
1568,808eb2a,2018-05-07 16:43:25,Merge pull request #895 from junghans/cmake,0.0
1569,104dde2,2018-05-07 17:36:34,eliminate variable length arrays from AtC lib for C++ standard compliance,0.0
1570,1888b61,2018-05-07 18:04:25,remove some extra semicolons,0.0
1571,7225499,2018-05-07 18:13:18,Added reference to implementation paper,0.0
1572,fcdcdb3,2018-05-07 18:19:24,Merge branch 'master' into user-cgdna,0.0
1573,5076b6d,2018-05-07 18:25:55,Removed old documentation,0.0
1574,00b92cd,2018-05-07 21:58:57,Merge pull request #11 from lammps/master,0.0
1575,f39a8d4,2018-05-08 00:05:18,convert atc library header files to C++ style,0.0
1576,fff9626,2018-05-08 00:10:20,convert awpmd header include to c++ style,0.0
1577,ff6507e,2018-05-08 00:17:57,convert colvars lib to use c++ style header files,0.0
1578,3394d18,2018-05-08 00:25:10,convert gpu lib to use c++-style include files,0.0
1579,f4d14c9,2018-05-08 00:29:56,convert poems lib to use c++-style header includes,0.0
1580,318dfd0,2018-05-08 00:32:49,correct indentation,0.0
1581,c9817b0,2018-05-08 00:33:27,update src/.gitignore,0.0
1582,e7e1827,2018-05-08 00:48:53,remove variable length arrays in gpu lib,0.0
1583,fccc16f,2018-05-08 00:50:23,tune OpenCL for generic architecture by default,0.0
1584,8705ea9,2018-05-08 08:49:05,replace pointless use of strncat() emulating strcat() with plain strcat(),0.0
1585,6960529,2018-05-08 10:02:10,set appropriate flags for computing a vector in constructor of fix restrain,0.0
1586,53fc9f1,2018-05-08 10:11:00,updated doc for new fix restrain output,0.0
1587,16697fc,2018-05-08 10:46:41,forgot to reduce energies,0.0
1588,671876e,2018-05-08 15:33:42,Make the description of global properties more explicit,0.0
1589,b4e5828,2018-05-08 15:36:32,Update fix_restrain.cpp,0.0
1590,9f03a67,2018-05-09 11:41:25,Merge pull request #880 from stanmoore1/kk_dep,0.0
1591,dc8e141,2018-05-09 11:43:03,Merge pull request #896 from akohlmey/cplusplus-compliance-lib,0.0
1592,e5a589e,2018-05-09 11:43:52,Merge pull request #898 from robeme/fix_restrain_individual_energies,0.0
1593,793260f,2018-05-09 11:47:57,consistency tweak to package LATTE Install.sh file,0.0
1594,dde271d,2018-05-09 15:10:35,Merge pull request #900 from lammps/install,0.0
1595,8697cac,2018-05-09 16:06:37,make QEQ package depend on MANYBODY,0.0
1596,a7a83b1,2018-05-09 16:13:54,update dependencies for USER-CGSDK package. make script permissions consistent,0.0
1597,6625358,2018-05-09 23:51:57,Merge pull request #12 from lammps/master,0.0
1598,863a853,2018-05-09 23:55:04,type reassignment bugfix for edge atoms,0.0
1599,aa1d815,2018-05-10 06:56:50,Merge pull request #904 from jrgissing/typing_bugfix,0.0
1600,33a41a4,2018-05-10 15:20:01,Merge pull request #906 from akohlmey/recover-jenkins,0.0
1601,79d1d34,2018-05-10 15:44:36,revive lib/atc/Makefile.mpic++,0.0
1602,40a8b1a,2018-05-10 17:42:10,fix stupid bug in AtC when using alloca() instead of VLAs,0.0
1603,724ade0,2018-05-10 18:48:47,silence compiler warnings about bool vs int in AtC lib,0.0
1604,8d24101,2018-05-11 14:04:49,patch 11May18,0.0
