,hash,message,buggy
1581,d5ad2c7,Report the error ID in RBConstruction::check_convergence().,0
1582,03b6ff9,code compiles without parallel_only(),0
1583,bb595dc,fixed a typo,0
1584,53d4a78,Fixed typo.,0
1585,0d8fe15,fixed typo,0
1586,489281e,Fixed DORIVATIVES typo.,0
1587,937cbbf,Fixed typo,0
1588,bdd81e2,Fixed typo.,0
1589,9186c66,Added H2 error calculation options,0
1590,2682ece,Disable reduced_basis_ex6 if libmesh is configured with --enable-blocked-storage.,0
1591,bdb5c02,Don't fiddle with hanging node dof matrix rows  since we'll be using enforce_constraints_exactly() in the solver,0
1592,0224ba3,Added Parallel::verify() for --disable-mpi,0
1593,8174735.0,More than NodeConstraints needs this mesh now,0
1594,a720837,Set up SLEPc defines for major  minor  subminor version numbers.,0
1595,36e3bc4,Patch from Jed Brown: * Use public Local-to-global mapping APIs,0
1596,be1f873,Added DenseMatrix max/min/norm functions,0
1597,46ff3ed,support for --enable-blocked-storage,0
1598,bc1fee9,More informative error messages,0
1599,b4e53ad,Printing a screen trace by default when an error is thrown in serial,0
1600,672318c,Moved the uniform error estimator to the new error_estimation directory.,0
1601,bb3936e,restructured DofObject internal storage,0
1602,3884f44,If someone tries to load a mesh of unsupported dimension  a sensible error at read time is better than a nasty error during postprocessing,0
1603,5195c56,Parmetis manual recommends 1.05 here  and newer parmetis gives an error with 1.0 or less,0
1604,3ddb2e3,Added CondensedEigenSystem  which solves eigenvalue problems with specified dofs removed. This is convenient for solving eigenvalue problems with Dirichlet boundary conditions  for example.,0
1605,6ef08c9,Changed error() to libmesh_error(),0
1606,c7dad3f,Make linear_tolerance_multiplier a user-adjustable parameter,0
1607,f0d00d8,Changed some DenseMatrix methods so they behave with empty matrices. rbOOmit change: Modified the train_reduced_basis method so that it starts with N=0  also had to change RB_solve so it works for N=0  changed default error bound mode to absolute rather than relative.,0
1608,cb07ab9,rbOOmit change: Added option to specify a single deterministic training parameter while the rest of the training parameters are generated randomly,0
1609,5541a8f,simple syntax change to avoid confusing doxygen,0
1610,c7d0e23,Clean up AutoPtr atavisms.,0
1611,c6eed16,Add iterator methods for iterating through the parameters from the outside  also made Parameter public,0
1612,b0c34d0,Adding Vikram Garg's new solution history ABC + simple implementations,0
1613,69fd181,Supply template argument to FunctionBase<>  we see problems with clang otherwise.,0
1614,6feaa1d,Improve error message when trying to write mixed element meshes with Exodus.,0
1615,93954d7,Add TRI3  QUAD4 cases to Szabab case statements.,0
1616,8adffcd,Document the virtual-non-const-plus-non-virtual-const design.,0
1617,ae7274a,rbOOmit change: Add a coupling matrix to RBEIMConstruction since in this case the variables are always uncoupled,0
1618,fd8c768,"""make distclean"" ought to get rid of .depend files too",0
1619,61387f7,add_* should be pure virtual,0
1620,155fe5f,Removed debugging error() call,0
1621,9f26933,Made RBThetaData::get_mu virtual,0
1622,95efd5f,Avoid race condition in non-blocking send,0
1623,3123367,syntax error caught on the SGI,0
1624,83f01c5,Added JUST_COARSENED case to System::project_vector,0
1625,668051d,Adding an example-in-progress from Vikram Garg demonstrating weighted adjoint residual error estimator,0
1626,8d36bfa,Added laplacian jump error estimator for fourth order problems,0
1627,455c9d7,Sanely return an out-of-mesh value when MeshFunction is given a non-serialized vector but asked for a non-local point value.,0
1628,8f1d562,Avoid calls to virtual DenseVector::size() when possible.,0
1629,28aeb5e,Test for multiple adjacent cells simultaneously coarsening  which will not create an unrefined patch,0
1630,e02ed32,factorization must be recomputed after a matrix is zeroed or resized  so the factorization flag must be reset.  Ideally  the flag would get re-set after any non-const write access  but that would cause unnecessary overhead.,0
1631,2f8dea7,Avoid using deprecated API calls,0
1632,a07f7a6,Refactoring DiffSystem: it should now be possible to swap different objects of our Physics class in to and out of a single System.,0
1633,6d53a2c,Avoid deprecated API,0
1634,a7c26c2,updated gmsh support from Martin.  Thanks.,0
1635,adafefa,preallocation where possible,0
1636,1bcf1e9,Set MAT_NEW_NONZERO_ALLOCATION_ERR by default for PETSc matrices,0
1637,7bf26bb,Reformatting only (spacing  comments) patch for this very old code.,0
1638,2055314.0,Support 1D meshes and set the default mesh color to black.,0
1639,0a5307d,avoid hiding inherited vars,0
1640,0cb022e,Avoid shadowing libMesh::out in Parallel::,0
1641,0c93ef1,Avoid using double leading underscore preprocessor macro names.,0
1642,f7f4054,avoid divide by 0 for explicit sytems,0
1643,e7bad10,hackery to avoid MatType collision,0
1644,80bbdce,Avoid that dynamic_cast,0
1645,e13223a,Initial check-in of (experimental) ContinuationSystem code.  This is basically a new type of System (derived from FEMSystem) which you can in turn derive your own System from.  It will hopefully allow generic arclength continuation for a System parameter of your choice  provided you add the additional required matrix assembly code.  Still probably a good deal of bugs and non-robust code to be worked out  so use with caution.,0
1646,5a3a1ae,build a new SNES each solve to support matrix-free without leaking memory,0
1647,57f2756,Forgot an important part of the r5736 patch - now PackedElem::unpack uses query_elem appropriately.,0
1648,9d365f7,added unit test to make sure that the Jens issue is not a result of the new Variable Groups patch,0
1649,beecad8,Created TensorTools namespace to stash handy vector/tensor related methods that don't really belong in a class. Note that libmesh_dot and libmesh_norm were removed in this patch in place of inner_product and norm_sq respectively.,0
1650,ec82973,Merge pull request #1155 from balborian/patch-1,0
1651,5d7e734,Merge pull request #1156 from balborian/patch-2,0
1652,e8fd5a0,Merge pull request #1025 from juan42/patch-1,0
1653,e36707c,This may be only temporary (wanted to do patch but cannot  since patch only works on revisions already in the repository) -- Open for discussion  will send email --- Note: library still works with this  but this is definitely not final state Split up SystemData to accomodate for other physical problem classes,0
1654,e2aac24,Forgot an important part of the r5737 patch  now Elem packed_size should be correct again,0
1655,31c8c45,Comment out potentially broken (but currently completely unnecessary) code in coarsening function,0
1656,b66b7e2,Avoid overzealous asserts,0
1657,f40539b,Avoid accessing empty string,0
1658,32bc6d5,Reworked the eigen system in order to support generalized eigenvalue problems.,0
1659,262c8c4,Guard all examples to avoid errors with --disable-optional.,0
1660,c5298f1,must always make flags parallel consistent  even for serial meshes  if the user is allowed to do direct flagging,0
1661,cf0185c,asserts and const-correctness in NodeConstraints code  disabling an allgather in that code which currently fails badly on ParallelMesh,0
1662,43387ab,Moved the all_tri() function to the MeshTools::Modification namespace. Also added the SideIter class as nested class of the Elem to allow for iteration over the sides of an element.  This code is not extensively tested yet  and is not used anywhere yet.  More to come soon.,0
1663,f3fcb4c,rbOOmit change: added RBParaters class. This wraps a std::map<std::string  Real> so that we index each parameter value by its name.,0
1664,6ebb37d,Fix unused variable warning after changes merged in #948.,0
1665,c56a679,Attempting to optimize for affine map case,0
1666,9bdccef,added an if test in DEBUG mode to make the LAGRANGE dof constraint computations more clear,0
1667,ae1bbf9,New debug mode test,0
1668,8803ffb,In the delete_elem function  removed the line which called erase on the iterator to avoid invalidating iterators. Also explicitly NULL the iterator which has been deleted so we know to skip over it during future iterations!,0
1669,97e06f4,Now Quad::opposite node returns correct values on *all four* sides! ...,0
1670,ca25299,Moved output dual norm calculations from initialize_RB_system into train_reduced_basis.,0
1671,fb0791e,Hand off du norm calculations to System::calculate_norm(),0
1672,dfa102b,More debug-mode tests,0
1673,4601367,Change for GCC 3.4.1 debug mode.,0
1674,7be1f39,Better debug-mode checks,0
1675,ac89ace,More efficient SystemBase::reinit  flux_jump indicator should work but needs testing,0
1676,cc6a217,Adaptive mesh refinement seems to actually work!,0
1677,640da95,assertion for the MPI1-with-32-bit-long case,0
1678,1ce9782,Computing NodeConstraints (except for periodic cases) now.,0
1679,b304b13,testing,0
1680,6ff9291,replaced unnecessary }  with } in examples,0
1681,44cc4a7,Work with separate libMesh namespace,0
1682,6b98632,New NodeElem class for dimension-independent side calculations in 1D,0
1683,713995d,Changed example 7 to exit without a fatal error when complex numbers have not been enabled in the code.,0
1684,027d781,Add hp options  (broken) 3D options,0
1685,10e29da,Removing stale and unnecessary header that got accidently committed awhile ago.,0
1686,1a8f034,1D hp tests in examples,0
1687,4ef9e5d,"Adjust 2D/3D code to handle 1D h selection  with the new boundary point ""integration"" capability this makes the special 1D path redundant so it is now commented out.",0
1688,705d65c,Moving libmesh_assert_valid_parallel_ids() to MeshBase - in the long run we might want a SerialMesh implementation of this too  in the short run it makes ParallelMesh testing code less convoluted.,0
1689,ce1b3d0,More dimension-independent support for 1D boundary calculations,0
1690,99c86ae,implements reading from static strings rather than file,0
1691,f6e8730,Avoid hiding Elem::key() with Elem::key(sn) in derived classes.,0
1692,47a9d93,Script for detecting redundant/unnecessary includes in .C files.,0
1693,f8f7e31,use static scheduling and remove unnecessary omp_get_thread_num,0
1694,59e92ab,Cleanup of several .C files  including unnecessary or redundant includes.,0
1695,814125c,Move reinit until after all get_* statements  to allow unnecessary FE calculations to be optimized away.,0
1696,2810ab8,More perf_logging  removed unnecessary temp variables,0
1697,07809bb,Patch from Lorenzo Botti: Avoid unnecessary inverse_map() to get node locations,0
1698,3d84fdf,removed all unnecessary   from the code,0
1699,56c25a0,optimize Parallel::send_receive() for the case when the source and destination are both the local processor.,0
1700,430658a,Add LAGRANGE case for side projections,0
1701,d9a5d4f,Optimized parallel sort in n_processors() == 1 case,0
1702,5f97a69,optimizations for shape function calculations,0
1703,3d3b97c,optimizations for shape function calculations,0
1704,4d1f064,throw an error and return an acceptable type in the case of failed switch statements,0
1705,3edfc70,throw an error and return an acceptable type in the case of failed switch statements,0
1706,7986069.0,Enable parallel constraint calculations when !mesh.is_serial(),0
1707,d51ffe4,Simplifly local elements' send_list calculations,0
1708,f60a691,unified the refinement code for the non-infinite elements.  Thanks for the suggestion  John.  Daniel  you might want to take a look at this...  Maybe the refinement code for the infinte elements can be consolidated too?,0
1709,3368add,Elem::side() can return an Elem pointer  since it never produces a DofObject.  This means we don't need a virtual operator== in DofObject since we never need to compare a Node to an Elem.,0
1710,3000000000.0,Need to use n_levels in find_neighbors()  or find a better way count levels including ghost elements.,0
1711,5ed1f18,"Added default estimate_errors() implementation for ""simultaneously"" calculating multiple error vectors.",0
1712,1506ccf,Loop with node iterators rather than sequentially with integers.  This is the most general and correct way to loop over nodes.,0
1713,d396552,Utility to convert a string to an enumerated value,0
1714,1df6317,templated EquationSystems for the systems to handle  done it using static_casts  since i _really_ did not find a way to use T_sys instead of SystemBase  see equation_systems.C -- help certainly appreciated  i think there _should_ be some better way  avoiding the casts...,0
1715,3d9a33a,Provide a way to support >65 534 processors,0
1716,9f6a0c7,MeshTools::n*levels was broken on empty meshes,0
1717,97db8f3,Nonblocking send/receive of packed ranges,0
1718,cee6aa3,ParallelElem should set p flags iff AMR enabled,0
1719,05d7e87,Clobber should also remove the library  the way it does for other contrib packages.,0
1720,c99a537,The MPI standard does not specify that things like MPI_SUCCESS or MPI_REQUEST_NULL be plain-old-data types.  So  the new libmesh_assert_equal_to() macros and friends can fail with messages like,0
1721,575f164,Code (originally based on a patch from Boyce Griffith) to allow heterogenous linear DoF constraint equations,0
1722,562c4ad,Disallow renumbering of GMV meshes in non-deprecated way.,0
1723,93e75b7,Removed the QNTransient classes from rbOOmit. These classes are too specific to live in libMesh  they should be viewed more as an rbOOmit-based application code. Also  wrapped F_q  A_q and M_q representor initializations in if-tests to prevent potential memory leaks.,0
1724,203b688,Enable communication of DofObject indices when we pack Elem or Node classes.,0
1725,cdff589,Prototypes for parallel checking code of cached n_* values,0
1726,f2bb451,New patch (of elements) reuse option to PatchRecoveryErrorEstimator  based on a patch (of software) from Vikram Garg.  Turning this on by default since it's much faster and still gives decent results in our tests.,0
1727,2588e7e,Double check hanging node constraints on the final solution,0
1728,0effe18,allow the preconditioning matrix to be different than the system matrix,0
1729,66d4218,To do AMR/C load balancing  we need to pack/unpack old_dof_object as well when communicating DofObject subclassses between processors.,0
1730,f620d04,We only need to gather constraints on distributed meshes,0
1731,def48f1,Moved a templated inlined function out of the C file and into the h file.  Funny to note that this compiled on gcc but not on xlC.  The main problem I think is the instantiation of templated *functions* as opposed to classes.  xlC wouldnt instantiate them correctly unless they were in the header file.,0
1732,e837376,ParallelMesh all_tri(QUAD8) unique_id corner case,0
1733,67c1f05,Use only VTK header that's needed,0
1734,ac21288,Absolute values for error_per_cell in the elementwise adjoint refinement error estimator,0
1735,ae2271a,It is now possible to compute curvatures on element boundaries.  This information is available at the quadrature points via fe->get_curvatures().  This information is sometimes necessary for computing stresses on curved boundaries.  I have tested in in 3D (2D boundaries) and 2D (1D boundaries) and it appears to work.,0
1736,64cb5ed,Make sure ParallelMesh gets max_node_id etc. correct after prepare_for_use even when it hasn't been told to renumber those ids. Get rid of a redundant recalculate_n_partitions.,0
1737,ab5cec7,It seems that the HP-UX compiler needs the full name (Base::...).,0
1738,7c5fd24,Updating ExactSolution to begin supporting vector-valued elements. vector_fe_ex2 now leverages this capability. However  reference solutions are currently not supported for vector elements nor are H2 error values.,0
1739,5490496.0,We can safely renumber if necessary to plot an error vector on a non-contiguously-numbered mesh.,0
1740,2067e14,"flag_elements_by_nelem_target should now obey max_h_level and should avoid ""over-coarsening"" or ""over-refining"" when many elements have the same error value",0
1741,baa81df,Added the QMonomial quadrature class.  You can integrate monomial FE bases with fewer points (in general) than are required for Lagrage tensor product bases.  The QMonomial class implements these integration rules for QUAD and HEX elements when available  and falls back on tensor product rules when necessary.,0
1742,bb994fa,When linking with mpich  but NOT with petsc  made a small change to the library path in order to link with both -lmpich and -lpmpich  whereas before we just linked with -lmpich. The reason we need -lpmpich is that parmetis uses it I believe. Still need to make some changes to the parmetis Makefile in case both mpi and petsc are disabled.,0
1743,d7e1844,Once the boundary mesh is sync'd  remove all unconnected nodes.,0
1744,34320bd,BoundaryInfo::sync() works on any UnstructuredMesh  this should let apps choose between ParallelMesh and SerialMesh boundary meshes at runtime.,0
1745,f219f56,Switch from is_neighbor to has_neighbor  bugfixes for ParallelMesh,0
1746,751c05b,allow boundary condition inheritance,0
1747,d0b4dfd,parallelized the nodal solution construction.  This particularly effects the writing of discontinuous data averaged to the nodes,0
1748,71e3906,New dependencies based on SerialMesh  ParallelMesh refactoring,0
1749,90c0baa,Enable Parallel Node/Elem operations without MPI,0
1750,fde3ccc,Fall back on double I/O when ExodusII and XDR binary won't support long double,0
1751,41b0b6a,Dirichlet boundary gradients don't apply to most problems  ought to be an optional argument,0
1752,8d11ab9,Removing overzealous check in reading exodus 1D meshes,0
1753,dfcc06a,cast to a pointer instead of a reference and workaround failed cast for the serial mesh case,0
1754,f3eface,Avoid declaring variables which are only used in assertions unless assertions are active.,0
1755,147f91b,added a bool that lets the user decide whether she wants to prepare_for_use directly after reading a mesh  or do it by herself.  This is particularly helpful for IFEM simulations in parallel  first read the mesh  then let _every_ node build the IFEMs  and _then_ distribute.,0
1756,0d8973a,Parmetis' make system uses '-D__thread=' when compiling on Mac.  Since we ripped the source out of their build system and did not bring along this compiler flag  use the configure'd value of LIBMESH_TLS (which should be more portable anyway) instead of __thread for the handful of variables which had this attribute in Parmetis.,0
1757,17ce0d4,More id types options  configurability,0
1758,17df42a,short circuit vector_mult for empty matrix,0
1759,9c6d3c4,Added a new set of shape functions based on integrated Legendre polynomials. The new FEFamily SZABAB is simply named after the corresponding reference by Szabo and Babuska. Class FE<_dim  SZABAB> is only available through the FEBase::build method. Currently the shapes are implemented up to seventh order in 2D. Since some users may not be interested in higher order shape functions (and we will add more of them in the future)  these shapes are only available when the library is compiled with option pfem enabled.,0
1760,9.2e+61,This should slightly improve performance in non-threaded proj constraint generation  may save us from a race condition leading to inaccurate proj constraints in a few corner cases (3D  level one rule off  or AMR combined with periodic BCs) when we're threaded.,0
1761,927e1c1,Use cross_norm() in various 2D Elem::volume() implementations.,0
1762,53d4f6b,The array assign_elem_nodes was sized one too small for the Hex20.  Thanks icc!,0
1763,9a5f92a,More templatization  more CompareTypes based return values,0
1764,bdd8aed,Bugfixes for ParallelMesh copy constructor,0
1765,c98a94a,Add Elem::loose_bounding_box(),0
1766,ea6f984,Updated configure test to set icc compiler flags based on x86_64 or ia32 architecture availability.,0
1767,a66498b,ParallelMesh-compatible version of MeshRefinement::flag_by_nelem_target,0
1768,5366e73,build_cube() now correctly sets boundary IDs for the TET4/10 case.,0
1769,95b9eb1,SubDM now generates global vectors of correct size  albeit non-ghosted.,0
1770,4400175,Add tests on serendipity elements,0
1771,6be3553,Remove deprecated MeshData from transient_ex2.,0
1772,25e2698,disable tests requiring network access,0
1773,eb2f186,add implicit neighbor dofs if requested or if all variables in the system are discontinuous,0
1774,759847c,changed the DofMap to use iterators instead of direct access to the elements and nodes,0
1775,019c074,silent rules  disable tests requiring network access by default,0
1776,d9d5ad2,Remove MeshData from libmesh_documentation.h,0
1777,92adec8,- reworked the MeshUnvInterface internals:  no need for a /tmp/xyz file   any more that buffers data.  This new method is something like   20%+ faster than the old one.  Tested on linux and hp-ux - added typedefs MeshData::const_node_data_iterator and   MeshData::const_node_data_iterator similar to the iterators for   the elements and nodes in MeshBase.  Convenient when one wants to   iterate directly over the nodes/elements with associated data  e.g.   Dirichlet-type boundary conditions.  Tested on linux and hp-ux,0
1778,ebae48d,the MeshData can now read also only a selected dataset 2414 (nodal/element data)  e.g. a .unv file that contains multiple load cases  one specific load case  identified through its label  can be selected,0
1779,3ee98f1,"Optimize Elem::contains_point for the ""often-false"" use case",0
1780,467b813,reworked some of DofMap::compute_sparsity() to increase performance.  Right now this is only implemented for the case when the user does not specify any DOF coupling  but the implementation is generic and will be adapted to that case as well.,0
1781,860c103,Call elem->centroid() instead of computing it manually.,0
1782,ea271f4,Output-templated FEBase and FE classes are passing our tests now. Next step should be a simple LAGRANGE_VEC FEFamily to actually exercise the FEVectorBase case.,0
1783,72f5c37,Reworked the build_side methods for infinite elements.,0
1784,6eabaf3,optimze for degerate case,0
1785,bfee618,Disabling tetrahedralize_domain() until I can figure out why tetgen is infinite looping...,0
1786,662db9e,Run contrib/bin/reindent.sh in src.,0
1787,afc9caf,Disable non-blocking receive(set),0
1788,7cd7aac,go back to -O2 in dbg mode,0
1789,f694c55,More extensive performance logging of the Kelly Error Estimator.,0
1790,c9f79cf,Swap libmesh_final with final to work around issue in Emacs reindent script.,0
1791,876b8f9,Adding READ_BASIC_ONLY option to EquationSystems::read().  This is only a big win for projection.C  whose costs are still dominated by PointLocator's inverse_map tests  but getting rid of unnecessary sparse matrix allocation and sparsity pattern calculation shaves 80% off the runtime of some more app-specific utility programs I've got.,0
1792,4368497.0,Adding READ_BASIC_ONLY option to EquationSystems::read().  This is only a big win for projection.C  whose costs are still dominated by PointLocator's inverse_map tests  but getting rid of unnecessary sparse matrix allocation and sparsity pattern calculation shaves 80% off the runtime of some more app-specific utility programs I've got.,0
1793,2913d6f,Make copy_nodal/elemental_solution() fail with the same error whether you are using opt or debug mode.,0
1794,d38e313,Run contrib/bin/reindent.sh on tests.,0
1795,cb78b9d,Removed overzealous assert,0
1796,243c47e,Removed overzealous assert,0
1797,0fc7125,Add Elem::neighbor_ptr() const and non-const versions.,0
1798,aef9aec,Add Elem::child_ptr() const and non-const versions.,0
1799,a5c4e60,Add Elem::side_ptr() const and non-const versions.,0
1800,7169d43,Add configure test for broken errno_t issue.,0
1801,8915883.0,Commenting out overzealous assertion,0
1802,12ef191,GCC 4.6.3 still warned that there was a hiding issue.,0
1803,633573c,"Remove unnecessary ""element unchanged"" projection  Produce an error upon non-Lagrange coarsening  not bad data",0
1804,24b508f,Removed overzealous assertion,0
1805,429bb34,Header function definition should be inline,0
1806,82165a4,PETSc LU doesn't work in parallel,0
1807,24ba03e,Keep any remote_elem links correct on any new elements created by MeshModification functions,0
1808,bde6d5b,Added explicit initializers  fixed/completed copy/assignment methods,0
1809,5a223eb,We need to support separate-file parallel xdr/xda meshes eventually  and here's the API I'd like to use for deciding when to write in parallel vs serial.  Going to have to put implementation on the back burner for a little while  though...,0
1810,bb5640b,Creating branch to work on Discontinuous Galerkin in DiffSystem framework,0
1811,a293f85,Assorted efficiency tweaks and correctness fixes from Vikram Garg and myself for ARefEE,0
1812,4c07b93,fixed all the examples except for ex6 & ex7.  Need to add the FrequencySystem,0
1813,58ab780,removed assert(vertex_dofs)  since this is not appropriate for discontinuous elements with no vertex degrees of freedom,0
1814,0760cf5,libMesh now compiles & runs w/o _any_ complaints in dbg & opt on HP,0
1815,29b56ee,Added an iteration count and final linear residual value tothe implicit system class.,0
1816,8b242f7,More assertions in packed_range methods,0
1817,3843f04,Removed a couple of unnecessary return  statements.,0
1818,7cd7a82,Missed a couple Mesh creations in previous commit,0
1819,ea8082d,First commit of completely broken ePetra vectors from Trilinos,0
1820,8b4bc0a,Patch based on Vikram Garg's work to enable patch recovery of seminorm errors based on individual gradient components,0
1821,f55e387,changed 2D mapping to properly handle 2D manifolds in 3D space,0
1822,7fe8025,"Extend the MeshTools::Generation::build_sphere() function to optionally build what is called an ""icosasphere"" (or  more rarely  ""icosphere""). That is  a regularly triangulated 2D spherical mesh  obtained by iterative refinement of a regular icosahedron. The patch fits quite nicely into the preexisting code. An icosasphere can be built by setting the new flag ""flat"" to false (default true) when building a 2D mesh in 3D space.",0
1823,00a97e8,BoundingBox intersections and unions,0
1824,2a63e8c,Added boundary integration support for infinite elements.,0
1825,20a04b8,After the element repartitioning on a distributed mesh  each processor doesn't yet know about all it's own new elements. Partiitoner::set_node_processor_ids() was not written to handle such a case.  We could rewrite it  but for now it seems simpler to just do a redistribute() (if applicable - making it a MeshBase virtual decides that) immediately after element repartitioning.  redistribute() and gather_neighboring_elements() don't depend on node processor_ids being correct yet.,0
1826,602f07d,Moved the build_inf_elem functionality to a separate class of its own.  Now if you want to build infinite elements on top of your mesh  you must construct a InfElemBuilder object  and call the same functionality as before.  See ex6 for details.,0
1827,94883ad,You have to sync_with_stdio _before_ redirecting std::cout to NULL in parallel cases.  Otherwise  you will get np copies of every message.,0
1828,dcbb990,Switch a couple non-adaptive examples to VTKIO now that that works in parallel.,0
1829,6011f29,parallel read of nodes is OK  working on elements,0
1830,384a1df,Move BoundingBox to its own header,0
1831,4afc5a8,Nemesis IO: Handle some empty-vector-producing corner cases,0
1832,f43e25f,Avoid infinite template recursion with icc 7.1,0
1833,5b4e8fb,Various int size changes  warning fixes,0
1834,442af60,Working on fixing numerical jacobian element-neighbor cross-terms. Still needs work.,0
1835,bcb297a,Make initialization order match declaration order (fixing warning).,0
1836,f8f0607,Checked in code to allow for the reading of gzstreams.  Works on linux with gcc 2.95.3 and the latest gcc. Not sure about 2.96 or other architectures.  Only compressed UNV files can be read right now.  Others will be added as we work out the bugs.,0
1837,ffc3423,Unit test for set receive + non-blocking send,0
1838,89a2cc8,Make send values const,0
1839,aae538b,More assertions - this code seems to be working fine with SerialMesh and non-load-balanced ParallelMesh but we've still got a corner case failing during redistribution.,0
1840,1d8a3ad,"Fixes for ""missing variable"" warnings in some configurations",0
1841,573fffa,Don't try to allgather unnecessarily - for one thing  it may break on non-parallel meshes whose dofobject ids aren't in blocks by processor!,0
1842,17cc81a,Assorted fixes for minor clang warnings,0
1843,98d4b1a,"Fixing ""don't send NULL to an ostream"" warnings",0
1844,6c571f5,properly count the number of boundary conditions in parallel,0
1845,8715f40,finally understood what the Jacobi quadrature is all about  fixed the QBase::build appropriately  so that it makes more sense  took the liberty to include this gained knowledge in the QJacobi documentation,0
1846,855649d,Modified the 14th example a bit more. It is now possible to investigate both adaptive and uniform refinement within the same code  simply by changing the input file.  The adaptive scheme achieves better error reduction in general than the uniform refinement scheme  but both have strange rates  possibly due to the singularity in the solution derivative.  Note: still need,0
1847,b95827f,fixed missing return warning,0
1848,b24115f,moved the hanging node condtraint computation out of dof_map into the individual FE types.  This allows each FE type to implement its own constraint calculation  and the DofMap does not need to know anything about it.,0
1849,7788809,added the XYZ finite element type.  This is similar to the monomials  except the shape functions are defined in terms of physical coordinates.  This requires a slightly different approach for reinitialization  so the class has some additional specialization.  The FEBase/FE relationship is growing complex  however  and will likely change in the future.,0
1850,a575f37,Reduced Basis change: Removed singe_matrix_mode. The purpose of this mode was to provide a low-memory version  which re-assembled matrices rather than storing them. But it wasn't used and therefore wasn't well tested  and it complicated the code for little benefit. If this functionality is desired in the future  better to put it in a subclass.,0
1851,f260d58,Geometric volume calculation for 6-node prism elements.,0
1852,08c224d,Moved the setting of n_systems() on new elements to the Elem::refinement function itself.,0
1853,19f6fd2,Remove MeshData from meshtool.C,0
1854,2c69b5f,Second derivative calculation support  arbitrary polynomial degree for discontinuous elements,0
1855,0d67261,with the new nice Mesh::create_submesh() from Ben/John  there is no need any more for the active_elem_iterators in the .unv support. meshtool is now making sure that it only writes active elements through this new method,0
1856,eea24a3,Cell volume formulae are not as easy to come up with as I thought. Falling back on the default implementation (build an FE and sum JxW) for all bi and trilinear type elements including QUAD4.,0
1857,53092ba,Access to the global perflog needs to be mutex'ed to be thread-safe.,0
1858,5da1010,Added side_nodes_map[][] for infinite elements  is_node_on_side() function for all elements.,0
1859,bf16a84,implement missing 1D reference elements,0
1860,559d5d7,Write out elements connected to local elements,0
1861,db00647,libmesh_assert_valid_refinement_tree is no longer overzealous on a distributed mesh,0
1862,fce2de1,Additional debug-mode assertion regarding copying mesh elements,0
1863,8281432,Possible performance enhancement in Mesh::delete_elem. We use the passed Elems id() as a guess for the location of the Elem in the _elements vector. If the guess does not succeed  then we revert to the linear search.,0
1864,f28a41f,detect when implicit neighbor dofs is needed.,0
1865,0029bcc,Add templated self friend classes so that Object<T1> can access Object<T2>'s protected constructor,0
1866,81dc766,test first time with writing access,0
1867,38fa10a,Changes in the interface for EquationSystems::read and EquationSystems::write. Instead of using multiple boolean arguments to specify reading/writing properties  we bitwise OR enumeration values.,0
1868,b11e48d,changed the MeshIO class to be templated on the type of mesh to write.  Previously it expected a Mesh  but this precludes writing a BoundaryMesh since it is not of type Mesh. Writing the boundary mesh now works again in meshtool,0
1869,e8c36aa,Fix unused variable warning after MeshData removal.,0
1870,7d6c85e,Fix unused variable warning in opt mode.,0
1871,3091b1e,Added workaround to make it always possible to plot error vectors discontinuously,0
1872,ed20938,Gave a better name to the optional flag which can be passed to prepare_for_use() to skip renumbering the nodes and elements.,0
1873,7e858c7,Handle NULL elements in EquationSystems::get_solution().,0
1874,bfbcc42,Added a function to remove certain elements from a mesh. We needed something like this to get rid of some face elements after generating 3d meshes with e.g. TetGen.,0
1875,68664c8,Factor out the function for adding neighbor element dof ids to the send list  and make that function more thorough to handle the special case problems in Tim's testcase,0
1876,9cba32d,small documentation fixes: doxygen now runs without any complaints  simplified & corrected ex7 param list to be more handle-safe,0
1877,17e8803,Merge pull request #1069 from pbauman/time-solver-fixes,0
1878,0f5cb34,Use node iterators instead of looping over mesh nodes and do not move second-order vertices which are on the boundary.,0
1879,cba3bef,"Changed active element definition to use RefinementFlag field Added ""subactive/active/ancestor"" element states Separated element coarsening from element ""contraction""",0
1880,cb4c42c,changed the static Elem::build and Node::build members to return an AutoPtr<> instead of a naked pointer.  This way the methods can be public and someone *really* has to try to leak memory,0
1881,6761132,Generalized 1D element Jacobian calculations to allow for EDGE2/3 elements living in 2D and 3D space.,0
1882,61a701f,Switching back to new Periodic Boundary Conditions code  but updated to better handle cases of multiple PBCs meeting at a node.,0
1883,cb91d3e,Now using element ids instead of element memory addresses to test cache validity,0
1884,372400000000.0,Make sure nodes are assigned to a processor where they're active if possible,0
1885,0fb4f91,Only assign nodes to processors which own *active* elements containing them,0
1886,7fa3a52,Use element iterators instead of indexing for ParallelMesh compatibility,0
1887,887fb9d,allow access to PerfData objects,0
1888,84b846d,changed unsigned int to int for PETSc compatibility,0
1889,8947693.0,surely this is what you mean -- for (unsigned int i=mysize  i != 0  ++i) is an infinite loop!,0
1890,e076b62,Make Node  DofObject non-virtual,0
1891,66cdacf,Remove overzealous InfFE assert,0
1892,4426a10,support for std::complex<double> in data_stream.  Still need to figure out long double,0
1893,be70d67,fixed warning on some platforms about comparing a negative constant to an unsigned variable,0
