Document Title,Abstract,Year,PDF Link,label
5531ed3,Remove time reversal symmetry for kptopt=3 in respfn,2018,,
7cca680,Remove nhat1 in rhor1 when usexcnhat==0,2018,,
86ab96a,Merge branch 'nonlinear' of gitlab:baguetl/abinit into nonlinear,2018,,
9041f77,Add nonlop_dfpt_test,2018,,
edc0356,Correction in nonlop-test : choice 54 works with signs=2!,2018,,
db1f569,Merge remote-tracking branch 'gitlab_torrent/misc' into nonlop-test,2018,,
ed1bc04,Merge correction part I : NC results has not changed  slight changes in rf2 routines in PAW (which change nonlinear results...),2018,,
aac81dd,Correction in nonlop,2018,,
9c19093,Merge branch 'nonlinear' of abilab:baguetl/abinit into nonlinear,2018,,
4f1c02a,Merge remote-tracking branch 'gitlab_trunk/develop' into nonlinear,2018,,
3f0bbe2,Merge branch 'nonlinear' into nonlinear-test-H2,2018,,
81b05f9,Add tests in rf2_apply_hamiltonian for H^(2). There are used in respfn for ipert=natom+10 and +11 and in dfptnl_pert.,2018,,
fc52766,Improve outputs of dfptnl_pert,2018,,
8b1819d,Merge branch 'trunk' into nonlinear,2018,,
e76541e,ffnl1_test in getgh1c_setup is now optional. Corrections after the merge with trunk,2018,,
63c5173,Add a factor 0.5 in dfptnl_pert (term with H^2),2018,,
f60023f,Correct a bug in pawinit when ixc=0. Initialize an array to zero even when ixc=0,2018,,
e98e874,Merge branch 'trunk' into nonlinear,2018,,
817c771,Bug fix in opernld_ylm  concerns only choice=81,2018,,
5f6c118,Correct a bug when pawxcdev=0,2018,,
4e1ee4b,Improvment of the nonlop test script,2018,,
f26242a,Bug fix + improvment of nonlop test,2018,,
31750c5,Minor corrections in nonlinear,2018,,
33d7431,Merge branch 'trunk' into nonlinear,2018,,
359ae6c,Merge remote-tracking branch 'gitlab_torrent/misc' into nonlinear,2018,,
6d6911e,Correct a term in paw_dfptnl_energy,2018,,
591c3b9,Correct the atom ordering in a test of getgh2c,2018,,
7f1e86b,Add the variable nonlinear_info to control outputs and debug_mode in nonlinear,2018,,
925ffbc,Add imaginary parts in nonlinear outputs,2018,,
5283ce6,Merge branch 'trunk' into nonlinear,2018,,
4f4c7a0,Correct bugs due to merge (rhotoxc),2018,,
c81e81e,First attempt to use timab in nonlinear and rf2 routines,2018,,
7576645.0,Print the time spent in a dataset in ab_out and std_out,2018,,
431a8d3,Minor modif of outputs in nonlinear,2018,,
84f0bee,Minor modif after makemake,2018,,
4914afb,Correct the writing of the DDB in nonlinear,2018,,
d14b20b,begin mixing of tau,2018,,
b09a432,bad copy and paste from previous test,2018,,
231230b,Merge branch 'develop' of gitlab:trunk/abinit into develop,2018,,
64ae003,Use of pert1/pert3 symmetry in nonlinear,2018,,
262cf76,missing input var filter for nqpath qpath,2018,,
1663e9f,enlarge format for huge epsilon or Zstar,2018,,
4623af5,add cutoff for low frequencies in mean square velocity calculation  to avoid divergence of Bose factor,2018,,
a9ff3ae,Merge branch 'develop' of gitlab:trunk/abinit into develop,2018,,
9f2f478,added error checking for allocs  and enabled finite doping calculation in eph routines,2018,,
1df9af4,Merge branch 'develop' of gitlab:mverstra/abinit into develop,2018,,
aa1a571,Merge branch 'develop' of gitlab:trunk/abinit into develop,2018,,
0ae1111,trial generalization of findsym for really non collinear spins,2018,,
05dcf1c,tentative space group recognition with non collinear cases too,2018,,
684cf4c,bug in loop ordering for trialafm,2018,,
20a7c8c,now non mag systems were doubling their symops...,2018,,
c0f0718,for very small ecut  need a larger safety window in ncmax 1.2 changed to 1.5. No influence on final allocated size in memory,2018,,
331324e,remove stray debug output,2018,,
1fb31ee,unify usage of spinatred and start adaptation for symmag operations on the spin vector alongside symrel,2018,,
f8e2202,correct for spin-free cases and trial magnetic operations,2018,,
aa7e635,missing the iatom=1 class in this test. Set general test for presence of spin,2018,,
84d5376,add prtvol arg to symfind and flag for real non collinear mag check,2018,,
e37aaeb,fix initialization of has_canting,2018,,
a117187,missing logical test. Do not commit after midnight.,2018,,
c4862ff,this update of a ref file changes the output little  but increases the available symmetry and allows the spgroup to be recognized. I have checked with higher ecut and kpt that the magnetization in the non collinear case is reasonable compared to the literature  though here it goes to 0.0 with the added symmetry. In principle the spgroup is now equivalent (apart from inversions which are excluded for pawspnorb) for all combinations of nspinor nspden etc...,2018,,
f4880d8,merged trunk,2018,,
e163a84,Created a routine to compute the 'full' perturbed wavefunction with dfpt and iscf<0,2018,,
edd30dc,added missing arguments to full wannier_setup 2.1 interface,2018,,
d576be9,typo,2018,,
d11e1d1,accept inversion+AFM spin flip as operation in symfind. Check with Marc. Also in future if negative determinant operations are allowed in PAW spnorb  these reference files will have to change,2018,,
9b0ccf0,fixed no afm for single atom. May have eliminated case with AFM+mirror plane case. Should check theory and add a test if necessary,2018,,
c651231,merged scfcv with minor clash,2018,,
1e2197d,cpp-d the variable definitions to remove lines from wannier90 functions in unused variable warning abirules t03,2018,,
c637169,v8/80 is ok,2018,,
542324e,afm case was broken again #0$^,2018,,
98c5f35,zero out initial magnetization in dfpt_init_mag1  more testing needed,2018,,
a6ae9c0,Merge with trunk: still an error in nonlinear routine (maybe problem with xc term),2018,,
989b59c,Merge with trunk: problem with pawmkrho at compilation,2018,,
8dcdca0,Some corrections: compilation OK,2018,,
08cc00b,Merge corrected: nonlinear OK,2018,,
66c7cc5,improve debug info,2018,,
f5619e6,add initial version of orbmag.F90,2018,,
c68bab5,added vlocal to gs_hamk in orbmag,2018,,
adcaaaa,added k part to gs_hamk  no PAW yet,2018,,
8242346.0,added paw_ij to orbmag,2018,,
b20c62d,prepare generalization of partial_dos_fractions to non collinear components in atomic projections,2018,,
7a4f294,orbmag.F90 tested for gs_hamk at k (no twist yet),2018,,
50c8666,removed explicit test of gs_hamk in orbmag.F90,2018,,
f9924bc,start procar output for Aldo,2018,,
832a6aa,additional comments to chern_number.F90,2018,,
116555e,Merge branch 'develop' into twisted,2018,,
31b1e86,looks like port to complex objects inside recip_ylm works...,2018,,
db159c9,fix cut3d atomic charges and spinat direction for v5/16,2018,,
4525f1c,added E_nk term to orbmag.F90,2018,,
59dcd03,added documentation for orbmag variable,2018,,
b1c0f8f,add phase-twisted kinetic energy to orbmag.F90,2018,,
16db26c,Merge branch 'develop' of gitlab:trunk/abinit into develop,2018,,
9ad5a20,renormalize spinat values,2018,,
45ebdfe,proposed Ref file update to follow change in spinat direction for test v5/16 input file  in previous commit,2018,,
316766a,nag is not happy with flush it seems. Should be more systematic about wrapper functions in the whole code,2018,,
f43dd4b,Merge branch 'develop' of gitlab:mverstra/abinit into develop - import back the ref file update from abiref v5/16,2018,,
576fbee,trial generalization for npspinor >1,2018,,
32b8e54,bad dimensioning nspinor vs my_nspinor vs 1,2018,,
a88770f,forgot to enable npspinor,2018,,
2d863b0,abirules 1,2018,,
e794843,someone corrupted the 03 04 abirules test inputs,2018,,
8ae8599,increased tolerances for v5/16 - seems numerics are more sensitive for a spin away from the z axis...,2018,,
4f42039,with new spin syms a 2 rotation axis is found in NiO with and without AFM flip. NB: could also shift to 1 1 -1 orientation for spins which is more symmetric  such that the shubnikov group would be recognized  as in v5/16,2018,,
2b9545b,merge trunk,2018,,
b611307,abirules,2018,,
90d0bf2,spacing for procar,2018,,
e1e9c19,add Hamiltonian term to orbmag (local only  no on-site twisted PAW yet),2018,,
e4343d3,Merge branch 'twisted' into develop,2018,,
9322b79,updated v8[33] test,2018,,
e4829e3,Merge branch 'develop' of gitlab:trunk/abinit into develop,2018,,
5dc784d,"Revert ""Merge branch 'develop' of gitlab:trunk/abinit into develop""",2018,,
bdaf68d,change the flags for the bound process and update ref,2018,,
6d52bed,add test v8[15] for the bound process,2018,,
614fb32,trial to reverse spinat in one test  to promote numerical stability,2018,,
c0d6860,revert to correct spinat  increase tolnline  and stop convergence to avoid fluctuations between machines,2018,,
281d955,I could commit this from Stuttgart and still create the proper effect,2018,,
9c3275a,Merge with trunk,2018,,
ed8093f,local terms in orbmag  starting on-site,2018,,
bf724a7,comment for possible problem with thermal supercell,2018,,
657e7ea,merge trunk,2018,,
e14eda2,typo correction from Gabriel,2018,,
7603c94,typo in comment,2018,,
bd712f7,seems to be a working version with spectral Allen/Eliashberg function. Need to commit it even if this will make clashes with Matteo updates and cleaning of m_phgamma,2018,,
9660c84,try another unit conversion,2018,,
e3aba56,debugging the a2f functions and their units,2018,,
c658f5a,merged some conflicts in m_phgamma,2018,,
95516fc,change small comment in test (commit before to merge the trunk),2018,,
d25cd54,Merge tag 'start-8.7.7' into Multibinit,2018,,
df52368,fix typos from merge,2018,,
e23f70c,stray netcdf write was left from merge,2018,,
989b2e4,out of range iw for tmp_gaussian,2018,,
602b4dc,Merge branch 'develop' of gitlab:mverstra/abinit into develop,2018,,
ca939c2,ease test v5/16 - should be able to bring down the tolerances a lot now. Fingers crossed  belt buckled  flaps down,2018,,
f39a606,too long line,2018,,
f7a965c,forgot to close debugging units. This should be removed anyway before merging,2018,,
b3b8131,abinit:add supercell_latt input. Multibinit:add ionmov27 for the training set and debug strain,2018,,
c983f66,add generate_training_set routine,2018,,
bab53e8,abinit: fix bug related to the new supercell_latt input,2018,,
2b20cd5,add twist term 2b,2018,,
4738b26,Merge remote-tracking branch 'trunk/develop' into dfpt_noncoll,2018,,
b0b9cd7,abinit debug supercell_latt input and ionmov 27,2018,,
393b9d5,merge trunk/develop,2018,,
5d8035c,merge local develop branch,2018,,
bf0a1c5,updated m_orbmag,2018,,
560af60,add missing deallocation,2018,,
9d82b11,fixed deallocation in anaddb,2018,,
43a7e7a,corrected m_orbmag module use,2018,,
50e1450,add treatment of unstable phonon with ionmov 27: option 1=> fix value for the amplitude,2018,,
1a1c355,add paht to ddb file as argument in mover,2018,,
bf37455,ionmov 27:add option for negative frequencies,2018,,
42f9507,Create m_pspheads module,2018,,
de17db9,Move macroin routines to m_dtset,2018,,
fe56703,abilint,2018,,
ead235a,Move pspheds_comm to m_pspheasds  getdim_nclo to m_memeval,2018,,
5585abf,Move setmqgrid to m_memeval,2018,,
f2fc59f,Move listkk to m_kpts,2018,,
3d71df1,Fix compilation errors,2018,,
47f806d,Delete rdnpw  randac  WffReadEigk because mkmem == 0 has been removed,2018,,
54b56a7,Encaspulate macroave tools in m_macroave,2018,,
45d681a,Move getkgrid  get_full_kgrid  get_kpt_fullbz  smpbz  testkgrid to m_kpts,2018,,
5.8e+285,abilint + fix typo,2018,,
6e0441a,Fix dependencies,2018,,
afb5cc7,Move kgindex to m_fftcore,2018,,
bf2e590,Move bound  getng and sphereboundary to m_fftcore,2018,,
016559b,abilint + typos,2018,,
6f362b2,Initial cleanup in GW and BSE dirs,2018,,
79adcba,Remove fsumrule,2018,,
ea9e1a0,Mv outkss to m_io_kss,2018,,
f94f6c0,Fix compilation errors,2018,,
bb34fd9,Move mkkpg to m_kg,2018,,
ce88d9f,abilint + add missing import,2018,,
2ebc856,Move timein and time_accu to m_time,2018,,
f4b1b91,include defs_time in m_time and declare globs as private,2018,,
fa2da84,Export time_accu,2018,,
9d7aa8c,Move timab to m_time,2018,,
c38f21f,abilint,2018,,
64ebb23,Move aim junk to m_bader,2018,,
787e5df,Merge branch 'abilint2' of gitlab.abinit.org:gmatteo/abinit into abilint2,2018,,
04b9db4,Fix compilation error,2018,,
7f92b0f,Use m_time.TIMER_SIZE instead of mtim,2018,,
43942df,Version for buildbot,2018,,
d3d99f5,Move prttagm and prttagm_images to m_parser,2018,,
68bf679,Move phase to m_fft_mesh,2018,,
1fa3b7b,Mv hdr_vs_dtset to m_hdr,2018,,
5216b8d,Minor changes in FFT modules,2018,,
b058509,Temporary implementation of full 1wf output. Fixed mrggkk_nc,2018,,
111412a,Merge remote-tracking branch 'trunk/master' into develop,2018,,
f28cbed,Move mblktyp1  mblktyp5 to m_ddb  Deprecate mblktyp5,2018,,
507421.0,Remove files,2018,,
3e5b74d,abilint,2018,,
cfb9b1d,Minor changes,2018,,
d942a29,Merge branch 'abilint2' of gitlab.abinit.org:gmatteo/abinit into abilint2,2018,,
39b65a5,Merge abilint2 into abilint,2018,,
468303.0,Mv ddb_io_out.F90 to m_ddb_hdr,2018,,
371f81b,Move test_ftgkk to ftgkk,2018,,
73f9a46,Remove lin_interpq_gam,2018,,
41e7561,Mv outelph inside elphon,2018,,
f721706,Had psp9in call wrtout for every single data output,2018,,
313717f,Create m_elphon module providing elphon routine,2018,,
e722db3,abilint,2018,,
dc3229a,Added an input variable (prtfull1wf) and corresponding test.,2018,,
be25629,Remove complete_gkq  fxgkkphase  integrate_gamma_alt  mk_irredper mkfsqgrid and symgamma as discussed with MJV,2018,,
76620fb,Increased tolerance for tests,2018,,
4130726.0,Move kptfine_av to m_double_grid,2018,,
f71a6f5,Mv remove_inversion to m_geometry,2018,,
ce8f9eb,Use m_geometry,2018,,
95629a8,Updated reference output file for test.,2018,,
28c58a9,Minor changes in m_geometry,2018,,
5ba2ff0,Mv eig2stern  eig2tot  outbsd  smeared_delta to m_eig2d,2018,,
11ec70b,Fix compilation error,2018,,
9ca74a2,Mv elph2_fanddw to m_eig2d,2018,,
3496dd3,Mv dfpt_symph to m_phonons,2018,,
b5a6f42,Updated test parameters,2018,,
ef03f5a,mv inpgkk to read_el_veloc,2018,,
73eef73,Increased tolerance on number of lines in v8[t81],2018,,
07cb6d0,Merge branch 'develop' of abigit:antonius/abinit into develop,2018,,
2444856.0,Increased tolerance on nlines in v8[t81],2018,,
35fc6fe,Move ddiago objects to new module m_ksdiago,2018,,
4b4da08,Fix compilation error,2018,,
6375875.0,cgwf --> m_cgwf,2018,,
863ab7a,abilint,2018,,
2ae4049,Updated reference output file to abiref,2018,,
6741e6e,Fixed erroneous characters in reference output,2018,,
9ce300f,Merge tag 'start-8.9.0' into Multibinit,2018,,
671f222,debug after merge,2018,,
e564d47,Fixed eph with kptopt 0,2018,,
adf3b71,Fix robodoc warnings,2018,,
64efb96,Merge branch 'abilint2' into abilint,2018,,
14c75f9,Move setup_bse to new m_bse module,2018,,
12c6553,Mv setup_screening to new module m_screening_driver,2018,,
f56ba06,abilint,2018,,
595d36b,Version for buildbot,2018,,
326e920,Squashed commit of the following:,2018,,
65a9be8,Merge branch 'abilint' into abilint2,2018,,
d83faba,Suppressed time-reversal symmetries for non-self-consistent dfpt calculations.,2018,,
32ea8e8,Refined the condition for suppressing time-reversal symmetries in dfpt,2018,,
1f933e3,Updated ElectronPhononCoupling,2018,,
9d35bb9,merged trunk,2018,,
71ef3bb,Merge gmatteo/abilint/326e into _gmatteo,2018,,
5435fb3,Modify tolerance for v8#45 GRUN_DOS file,2018,,
fef3ac4,Merge antonius/develop/1f93 into _antonius,2018,,
5aee485,Fix use m_time,2018,,
e29be4b,Add script to replace abilint,2018,,
3f61af4,Merge branch 'abilint' into abilint2,2018,,
21238ef,Modularize eliashberg_1d,2018,,
06de20c,Move gam_mult_displt to defs_elphonon + group aother procedures,2018,,
7a86398,Move k_neighbors to m_double_grid,2018,,
bbda0d6,Modularize harmonic_Thermo and m_thmeig,2018,,
cd2244f,abilint,2018,,
19395a3,Mv mkfskgrid to m_elphon,2018,,
4c71b99,ramansus --> m_raman and include electrooptic.F90,2018,,
d6a4ca8,read_gkk --> m_iogkk and include outgkk,2018,,
a65d5ee,Mv dfptnl_doutput to m_ddb,2018,,
53da53e,Mv mka2f and mka2fQgrid to m_elphon,2018,,
71da4ba,Mv read_el_veloc to m_iogkk,2018,,
8e0b96a,Mv getcgqphase to dfpt_looppert,2018,,
90931f0,abilint,2018,,
e865816,Mv interpolate_gkk to get_all_gkk2,2018,,
b7435a7,m_multipoles_fftr --> m_multipoles and includes multipoles_out,2018,,
7e5fd24,Create m_exc_analyze module,2018,,
6c8fe20,Create m_exc_build and mv exc_build_block inside,2018,,
848be9d,Fix typos,2018,,
3a04e8b,Mv out1dm to m_multipoles,2018,,
3952832.0,Mv ep_setupqt and order_fs_kpts to m_elphon,2018,,
ba929ea,Version for buildbot,2018,,
22c489a,Move waveformat to uderiv,2018,,
db00537,Move herald to m_specialmsg,2018,,
d06b12a,Merge branch 'trunk' into nonlinear,2018,,
eafe175,Do not use : crash pawxc_dfpt,2018,,
e34fe3b,- cleaning : mv scripts to scripts/ folder - add support of google analytics on mkdocs,2018,,
1f8058e,bug fixes related to intel ifort 18 issues,2018,,
e155f80,removed variable level from calls to pspini,2018,,
0f9566e,Move symredcart to m_geometry,2018,,
5f400f5,Mv dfpt_prtph to m_dynmat,2018,,
315574d,Squashed commit of the following:,2018,,
65c3b4f,Merge jzwanzig/develop/e155 into _beuken,2018,,
ccc3d4d,update orbmag in prep for twisted cprj,2018,,
8c5011d,Merge branch 'develop' into twisted,2018,,
f329604,Merge gmatteo/abilint/3155 into _gmatteo,2018,,
9f73b67,Merge branch 'release-8.8.0' into develop,2018,,
6152060.0,switch nucdipmom_k from pointer to allocatable array,2018,,
dbaa5cc,Merge remote-tracking branch 'remotes/trunk/develop' into develop,2018,,
4a574c0,debug some symetries for the generation of anharmonic terms,2018,,
a50daaa,Enter patch from JMB,2018,,
699f3ce,Fix typo,2018,,
b2b4b30,Merge remote-tracking branch 'trunk/develop' into Multibinit,2018,,
0411b54,Merge with trunk completed. Correction in pawxc.,2018,,
42b61da,Merge remote-tracking branch 'gitlab_trunk/develop' into nonlinear,2018,,
98a3bbb,Remove time display for each dataset,2018,,
241d0fb,Some minor changes to pass the testsuite,2018,,
444d0c4,Remove kptopt==3 for timrev_pert in respfn (this is wrong  but needed to pass testsuite),2018,,
1fca523,m_ifc.F90: move comm in argument in ifc_init_fromFile,2018,,
8795682.0,Change conditions for authorized nonlinear computations,2018,,
539d0cb,Add missing colon to v8[65] pre_commands,2018,,
2425c7d,Correction of pawmkrho call for bigdft,2018,,
4a490e7,Split writting of textual output in dfptnl_pert in order to pass the test farm,2018,,
ecdd60d,Take care of missing deallocations,2018,,
64c58b6,Split the right line this time...,2018,,
3cbb614,Merge branch 'release-8.8' into _amartin,2018,,
4ac26bf,Merge gmatteo/develop/539d into _amartin,2018,,
3ee4e3e,Collect conducti routines in m_conducti,2018,,
fce97f5,m_jellium,2018,,
dcea930,Move prtxf to gstate and prtimg to gstateimg,2018,,
5939f16,Mv vso_realspace_local.F90 to m_spin_current,2018,,
084f368,Move all mixing routines inside m_ab7_mixing,2018,,
efaebaa,Move completepers and mkph_linwid to m_elphon,2018,,
90bbd13,abilint,2018,,
58d8c7a,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018,,
7dbca22,Mv get_all_gkk2 get_all_gkq get_fs_bands to m_elphon,2018,,
2fc93a3,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018,,
5251cfd,Version for buildbot,2018,,
e0097ed,Tentative (minor) bug fix  following Guido Petretto.,2018,,
1fe868f,Improve release notes. Also mv release_notes dir to release_notes_obsolete.,2018,,
5015994.0,Add mail info for Henrique,2018,,
68b5188,Fix typo,2018,,
5fc1b01,Fix typo,2018,,
bfcfbc4,Suppress the need for the old release-notes directory,2018,,
58485fd,Remove calc_smeared_density,2018,,
93ff5dd,abiauty: a script that does not understand fortran and claims to beautify it,2018,,
6696167.0,Minor changes,2018,,
ffff13f,Move scalewf_nonlop  strsocv and trace2 to nonlop_pl,2018,,
f8737ca,Move mkqptequiv to m_fstab,2018,,
57e19bf,Move complete_gkk inside elphon,2018,,
dfcb459,abilint,2018,,
a1899b8,Move fourdp_6d to m_fft,2018,,
63afee0,Mv fftpack to m_fft,2018,,
2fc0f49,Add missing import,2018,,
952d51e,Create new module m_spacepar with meanvalue_g,2018,,
63ee02b,Mv laplacian to m_spacepar,2018,,
b8d226e,Mv redgr adn hartrestr to m_spacepar,2018,,
d9d2ec8,Expodr hartrestr,2018,,
3033a4b,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into abilint,2018,,
c2c22ee,Mv gaugetransform inside dfpt_nstwf,2018,,
24fa632,Yet another marker for roboidiot,2018,,
f43208e,Add a deallocation in dfptnl_pert,2018,,
3fe406e,Merge remote-tracking branch 'gitlab_trunk/develop' into nonlinear,2018,,
cfe79e9,Merge remote-tracking branch 'trunk/develop' into dfpt_noncoll,2018,,
082d16a,Improve doc,2018,,
512090c,Correct initialisation of tolrde in invars2. Add two tests for RF2+NONLINEAR (NC and PAW).,2018,,
b149dc5,hmc modifications - trial trajectory length variable introduced  tests on amorphous SiO2 OK  todo-remove redundat scfcv run at the beginning of each cycle,2018,,
b188c9e,Fix bug (from Lucas Baguet): tolrde was not read anymore.,2018,,
dc4b34d,Update release notes to mention Lucas Baguet.,2018,,
504528f,Update tests/atompaw/Refs/t04.out,2018,,
2276db7,Merge branch 'release-8.8' of gitlab.abinit.org:trunk/abinit into release-8.8,2018,,
449ecd6,Update tdfpt_04_MPI24.out due to tolrde bug fix,2018,,
cf01dd6,Merge remote-tracking branch 'gitlab_trunk/release-8.8' into nonlinear,2018,,
b2d3ca5,Non associated pointer is not allowed as input of routines (even if it is not used inside),2018,,
e0f854e,Initialize nnlout in dfptnl_pert. Change tols of tests v8/t100-t101.,2018,,
0659cb4,Remove unused variables  update some comments,2018,,
e487141,Merge branch 'release-8.8' into _gmatteo,2018,,
c2cac61,Merge branch 'release-8.8' into _gmatteo,2018,,
27c4d38,Allocate dummy arrays in dfptnl_pert,2018,,
db42d29,Correct allocation...,2018,,
2a7509e,planewave kinetic energy in orbmag starts working,2018,,
1d0384a,Change tests for nonlinear (tolerences),2018,,
34fee28,converted chern_number smat from ikpt ikpt storage to ikpt indx indx,2018,,
1cd4e40,bug fixes,2018,,
f1f14e9,convert orbmag to ikpt bdx gdx indexing,2018,,
2bbf511,Merge remote-tracking branch 'gitlab_trunk/develop' into nonlinear,2018,,
25f9edc,Change tests tolerances. Add a restriction in input variables (pawxcdev must 0 for PAW+NONLINEAR calculations),2018,,
edd44b2,Corrections to release notes,2018,,
9d2a49d,Mv initwf to wfsinp,2018,,
0c3caba,Create new module m_inwffil,2018,,
aac288c,abilint,2018,,
99a8760,HMC adjustements - redundant scfcv cycles are now eliminated  new test added,2018,,
0fe05f4,Merge remote-tracking branch 'trunk/develop' into dfpt_noncoll,2018,,
5a5c036,Mv calc_rpa_functional and randomd_stopping_power to m_screening_driver,2018,,
acdb2dd,HMC NVT test OK  latest changes from trunk merged,2018,,
d11889d,Mv indirect_parallel_fourier to m_fft,2018,,
e894823,rwwf.F90 --> m_rwwf,2018,,
951f30f,Use m_ prefix for gwls module,2018,,
1a98cf3,Fix compilation errors,2018,,
a120ddc,Rm dotproductqrc,2018,,
1f85b94,Mv wrtloctest to respfn,2018,,
8f11caa,Move strainsym to m_geometry,2018,,
44f5236,test modifications/memory leak fixed,2018,,
77317f6,Fix compilation error,2018,,
57b39e7,Mv freeze_displ_allmodes to m_phonons,2018,,
dc49f1d,Version for buildbot,2018,,
e6c734c,Some cleaning. Remove a memory leak in getgsc. Change tol of v8/t101.,2018,,
bf512cd,Mv getspinrot  littlegroup_pert and stresssym to m_geometry  mksupercell to m_supercell,2018,,
29baf3d,Fix compilation errors,2018,,
6579ad4,Mv irreducible_set_pert to m_geometry,2018,,
362ae4e,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018,,
67b338f,Classify_bands --> m_classify_bands,2018,,
51d28e6,Fix compilation errors,2018,,
81d3afc,Mv wfd_mkrho inside m_wfd,2018,,
18625c5,xred rejection bug fixed+trial test modification,2018,,
b6c5dcb,roboidiot,2018,,
fb089ac,Mv prtocc inside outvar_o_z,2018,,
b6183f3,Convert sigma and wfk_analyze into modules,2018,,
62ae47c,Merge remote-tracking branch 'remotes/pike/develop' into _pike,2018,,
b7d2566,Mv pawuj_drive inside gstate,2018,,
4fd28e8,Fix compilation errors,2018,,
49c99d7,Mv spatialchempot inside setvtr,2018,,
fae3548,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018,,
1f2b8a6,Mv hartre to m_spacepar,2018,,
96d45bf,abilint,2018,,
ed1f272,Make roboidiot happy,2018,,
31dcf81,Remove m_shirley,2018,,
5d8cd3f,Rm wfd_vnlpsi,2018,,
39a29d1,Fix compilatio error,2018,,
d1c2d3c,Fix compilation errors,2018,,
c17801c,Mv paw_qpscgw to m_sigma_driver,2018,,
5cabc76,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018,,
a70a704,Fix makemake error,2018,,
a0074d9,Mv calc_wf_qp inside mlwfovlp_qp,2018,,
0d78e41,Version for buildbot,2018,,
be7c2e0,Fix compilation errors,2018,,
bef884e,Merge gmatteo/release_notes/edd4 into release-8.8,2018,,
658438c,Minor changes,2018,,
456a587,Create m_psp1 module for pspcod 1  4,2018,,
1673d7b,Create modules for psp6  psp8  psp9  upf1,2018,,
45e465c,psp5in.F90 -> m_psp5.F90,2018,,
a202490,Collect pspcod 2-3-10 routines in m_psp_hgh,2018,,
7d13571,Create m_psptk with low-level procedures used by other modules,2018,,
c699dac,Update refs for v8 tests with psp8 (yes  modules --> different optimization),2018,,
9ca967d,Update psml[6] ref,2018,,
2ff0eca,More docs + cosmetic changes,2018,,
bc58b23,Gather low-level routines in m_symtk,2018,,
a31d46d,abilint,2018,,
428a3ac,Mv littlegroup_q to m_symtk,2018,,
e7db5c5,abilint,2018,,
805cb38,Version for buildbot,2018,,
b4dca76,Squashed commit of the following:,2018,,
c74f7e9,Minor changes,2018,,
9e23a4c,Modularize ptgroups,2018,,
2eb9d62,Modularize routines in 42_nlstrain,2018,,
7bf7b3e,Modularize read_upf_pwscf,2018,,
6c645f8,Begin modularization of recursion code,2018,,
90b2218,Create m_vtorhorec module,2018,,
276c032,Use vtorhorec,2018,,
6b90939,Correct typo in v8/t101.in,2018,,
2f63b0d,Modularize recursion code,2018,,
bee2f4e,Add small descriptions for Robodoc,2018,,
4190d05,Add end marker for robodoc,2018,,
9bd0e10,For abiauty,2018,,
299a427,Before rsprc,2018,,
08e10ca,Collect preconditioning routines in m_prcref,2018,,
c58d62b,Fix compilation error,2018,,
870ac8f,vtorhotf.F90 -> m_vtorhotf.F90,2018,,
f9c4cdf,Fix compilation error,2018,,
5ffdd5b,Minor corrections to KNOWN_PROBLEMS,2018,,
f5c3390,Minor improvements of doc,2018,,
0a61422,Mv moddile to m_prcref,2018,,
414dc70,Mv dielmt and deiltcel to m_prcref,2018,,
b4307e8,Fix typo,2018,,
4e2f881,Correct doc inside v7#81 and 82 input files,2018,,
5e67b70,Merge branch 'release-8.8' of gitlab:trunk/abinit into release-8.8,2018,,
573fa3d,Mv newkpt to m_inwffil,2018,,
593a423,Improve doc,2018,,
79f58b0,Numerous page numbers are missing ! Fix already several references...,2018,,
098bd87,Remove newkpt,2018,,
934da87,Modify doc,2018,,
f0ea0a7,Add pages to bibtex entries with my hacked version of betterbib,2018,,
3387400000.0,vtorho cleanup,2018,,
6e4d1bb,Merge branch 'abilint2' into abilint,2018,,
dd82f4e,Yet another roboidiot marker,2018,,
945d792,Mv cg code to m_prcred and dummy_functions to incs,2018,,
0ed8e46,Refactoring frskerker code,2018,,
147431f,Make code abilint90-compliant,2018,,
e016a09,Merge gmatteo/betterbib/f0ea into release-8.8,2018,,
f7a6837,Fix typo,2018,,
e41c62e,Update information concerning Jonathan Laflamme paper,2018,,
f90bd45,Merge branch 'release-8.8' of gitlab:trunk/abinit into release-8.8,2018,,
83ba019,Correct allocation in getgsc when usecprj=0,2018,,
f5b11cd,comments for future fixing of the rotational non collinear symmetries,2018,,
89a390f,revert symfind to get the rest through the tests and merge request,2018,,
236d9e4,Improve doc for efmas_ntheta.,2018,,
ac0dce0,Typo,2018,,
bb5f729,Improve doc,2018,,
11bfc70,rectify API,2018,,
46fe2a8,Mv WffReadSkipK to m_rwwf,2018,,
5c98624,Mv full_active_wf1 inside dfpt_vtowfk,2018,,
