Document Title,Abstract,Year,PDF Link,label
b4d55bc,Major restructuring of module: - core functions are in core - coordinate readers/writers are in coordinates - topology contains topology parsers - utils: misc - KDTree: copied Thomas Hamelryck's KDTree neighbour search code from Biopython   added copyright boilerplate and Biopython to LICENSE   This code will be used for fast distance selection and H-bond analysis. Loading a psf/dcd universe works  Selecting on the universe works  nothing else tested.,2018,,
b9d4f29,initial work on defining hydrogen bonds,2018,,
842210f,UNSTABLE: fixes in HBond (at least now it runs...),2018,,
4630319,UNSTABLE: fixed __init__.py fles so that we really present the same names in the MDAnalysis name space as before the reorganization,2018,,
ab57ac8,- switched KDTree to using numpy - neighbor searching methods work in principle with selections   (re-implemented some functionality of NeighborSearch using the Atom   data structure instead of the Bio.PDB entities),2018,,
798161f,Basic outline of how to calculate pairs within a given radius for determining H-bonds.,2018,,
3ca7d91,- made bfactors a property of Universe - added dimensions property to AtomGroup (required for AROUND and   POINT selection to work on AtomGroups) - reformatted docs (line breaks  initial white space),2018,,
652d487,New functionality in NeighborSearch: - CoordinateNeighborSearch(): takes coordinate arrays   AtomNeighborSearch(): takes AtomGroups (or anything with a   coordinates()) method. In MDAnalysis we are only using   CoordinateNeighborSearch() at the moment. - New search_list() method to find all A within R of B.,2018,,
4cfbf64,Distance selections: - AROUND and POINT work when applied to a universe (there's still a   bug present that prevents proper use with AtomGroups)  I fixed a bug   that made these selections spit out total garbage or crash - AROUND uses by default KDTree neighbor search and is about 7x faster   than the distance matrix based routine (still  it is even better to   explicitly construct such selections with AtomGroups and   KDTree.NeighborSearch.AtomNeighborSearch),2018,,
b842b018,fixed: threw exception if no atom was found at all  now just returns empty index list,2018,,
5c16948,Let AROUND selection use periodic=True (if available),2018,,
2e4d939,Added order='C' to make clear what the array layout should be  this does not change anything because the numpy default is 'C' anyway.,2018,,
eca9dd9,fixed: typo  entity unwrapping of segment should now really return a segment,2018,,
68dc377,fixed: 'from MDAnalysis import *' did not get Universe and collection into the main name space (in the same way as the old MDAnalysis did),2018,,
0e75b0d,fixed: copy does not take kw args,2018,,
23b347d,Framework to organize flags: setup the core.flags instance in __init__.py and import where necessary. Values can be changed interactively and include error checks on values.,2018,,
85c6124,renamed append() to register() (makes more sense),2018,,
f4e4e92,- cleaned up and added docs - defined specifications and conventions for flag doc strings,2018,,
a33a015,docs: spelt out which routines use KDTree with flags['use_KDTree_routines']=='fast',2018,,
210d85b,docs: more on periodic selections,2018,,
d232c0b,AtomGroup.coordinates() returns a VIEW on the array if it can (copy=False)  the copy=True hack was supposed to help with the old distance array bug but this has been fixed independently. I don't think that we need copy=True here but perhaps one should proceed with some caution. For testing the argument is left in the method.,2018,,
c7e2a6a,- fixed installation bug  can now do 'python setyp.py --prefix=~/my/pydir' at the cost of not installing the docs  however it's not really clear where the docs should go. > - new scheme for labelling UNSTABLE releases: get global revision with svnversion and put this number + 1 into RELESE. This way we weill be able to produce nice svn snapshot tarballs.,2018,,
a0589bb,PSFParser should appear at module top as well (for backward compatibility),2018,,
50a86cb,corrected docs for flags,2018,,
b239d6b,AtomGroup.__init__(): check that the input is an object that can be indexed  if not turn it into a list  This is necessary so that one can use sets as input for AtomGroup  for instance  when manually constructing selections for speed.,2018,,
f71c4e0,New: selection can write snapshot to a pdb file (EXPERIMENTAL) - added a simple PDB writer that does not require Bio.PDB (should rewrite PDBWriter) - added core.util for helper functions like filename mangling - small steps towards a unified trajectory API:   . universe.trajectory points to the reader object   . coord.__init__ advertises readers  writers in dicts,2018,,
fcfd6f1,dummy Biopython when pdb-loading functionality is not needed and Biopythn not available,2018,,
4643eb6,fixed: pdb file output could not be read by Charmm even though it was technical legal pdb 3.2.,2018,,
99000bf,fixed: pdb format was off  apparently one has to strip all spaces from name and resName,2018,,
9371251,some cleanup in PDB writer code + added docs,2018,,
5dfa8ac,- use modern MKL - development release 148,2018,,
f41a5c5,release candidate 1: - updated docs (README  INSTALL) - added examples + short README.txt - cranked RELEASE,2018,,
02e9bce,- CRDWriter added (denniej0) - fixed a bug in PrimitivePDBWriter: would only work if run from a base AtomGroup  not a derived   class such as a segment - updated CHANGELOG and TODO,2018,,
9fb3698,docs update (write AtomGroup),2018,,
a7dc12f,checking in my deleted charmm format and altering title,2018,,
3d207f4,fixed: lone star can not have space  must be '*\n'.,2018,,
9640477,use easy_install for installation - added ez_setup.py - added EasyInstall lines to setup.py - package directory renamed to the package name so that we can use the debug setup - bumped development release number,2018,,
10cbef5,added ez files to MANIFEST  I think they are needed to build fully functional eggs (untested),2018,,
e965b30,improved installability - disabled easy_install - moved fast_numeric install config file - some more docs,2018,,
197fcdd,added Liz to authors  updated dates  moved INSTALL to top dir,2018,,
0992cbb,added lapack lib to libraries (see Issue 17 http://code.google.com/p/mdanalysis/issues/detail?id=17 ) and documented fast math libs switching via setup.cfg - merged INSTALL from website with current version (should now cover 0.6.0) - lapack should always be in linker line -- added,2018,,
105b25c,added devel instructions from website  added link to online doc which is more recent,2018,,
0b8037c,use python set and only fall back to deprecated Set,2018,,
08d14db,better docs on fast libs  spell check  and INSTALL added to distribution,2018,,
e6c76e2,Create tag prerelease-0-6-0-rc2,2018,,
d2f6900,fixed requirement for numpy (>=1.4.0) in setup.py,2018,,
56f75a7,Split out Timestep tests into own file,2018,,
8026e6c,Changed Timestep constructor to only accept integer argument (defines size of Timestep),2018,,
60cfb5a,Version changed to 0.11.0 and doc regenerated,2018,,
aae0e6a,Added eq to base.Timestep,2018,,
ef342a8,Fixup,2018,,
1c15903,Merge branch 'develop' into feature-newtimestepconstructor,2018,,
d78cdb0,Start of doc update,2018,,
35ffd18,New module to analize water dynamics. This module have five new analysis methods: Hydrogen Bond Lifetime (HBL) Water Orientation Relaxation (WOR) Angular Distribution (AD) Mean Square Displacement (MSD) Surivival Probability (SP),2018,,
21895ef,Temporarily adding verbose to travis,2018,,
9d831e6,Lightweight serialization of AtomGroups by reutilization of built Universes,2018,,
e299f1f,Added DL_Poly CONFIG parser,2018,,
4455e7d,Fixed missing docs for DLPolyParser,2018,,
9dcc7c3,Added DL_Poly History reader and parser,2018,,
3cb7145,TEST ALL THE THINGS,2018,,
1066788.0,Added frame seeking to HISTORY reader,2018,,
ea4749b,pep8 pass,2018,,
d2c7d5f,Updated topology docs,2018,,
8b6c051,Merge pull request #299 from MDAnalysis/feature-dlpolyreader,2018,,
ef107d5,Update README.rst,2018,,
ba7ddc0,Merge branch 'develop' into feature-newtimestepconstructor,2018,,
79038a7,Added corrected suggestions in #295. Documentation fixed and updated.,2018,,
2a745e6,Merge branch 'feature-watdyn' into develop,2018,,
b27bcda,Solved merge conflict.,2018,,
eea8478,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
61070c1,Merge pull request #300 from alejob/develop,2018,,
94d8fda,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
bf50264,cleanup in AUTHOR and CHANGELOG files,2018,,
eacddb5,Added version information and CHANGELOG update.,2018,,
4a3ed3e,Will squash,2018,,
85f7b7d,More docs  what fun!,2018,,
0e27adc,Merge branch 'develop' into feature-newtimestepconstructor,2018,,
4d630e8,More docs to squash,2018,,
0d6b32d,Added RMSF analysis class analysis.rms.RMSF (closes Issue #288),2018,,
36ecc1d,Fix for TRZWriter issue,2018,,
7078b8b,HydrogenBondAnalysis checks selections (fixes #296),2018,,
a8cf183,HydrogenBondAnalysis test improvements,2018,,
fef6b89,HydrogenBondAnalysis allows frames without donors/acceptors,2018,,
2d11f4e,waterdynamics cosmetic improvements,2018,,
8be82f6,distances.contact_matrix() minor improvements,2018,,
e9daa84,Merge pull request #303 from MDAnalysis/feature-issue296,2018,,
e9c013f,Added tests for Issue #304,2018,,
c3124c0,Merge branch 'develop' into feature-trzboxfix,2018,,
cafb7ec,use pythonic check for empty atomgroups,2018,,
760eeb4,Merge branch 'develop' into feature-newtimestepconstructor,2018,,
18b2983,Merge pull request #294 from richardjgowers/feature-newtimestepconstructor,2018,,
d77bd84,-adjusted test_analysis.py to replace a relative import with an absolute import so that both nosetests test_analysis:Test_Helanal and nosetests test_analysis.py:Test_Helanal call signatures work,2018,,
fd50fb7,Fixes for TRZWriter when handling non TRZ Timestep,2018,,
d3f506b,Merge branch 'develop' into feature-trzboxfix,2018,,
c074991,-added new test_imports.py module to enforce the ban on relative imports in unit testing modules (Issue #189) -manually repaired unit testing modules caught by above unit testing of import statements,2018,,
07f8799,Updated CHANGELOG to reflect resolution of Issue #189.,2018,,
4dd4447,More tests for TRZ,2018,,
d63b0f5,Merge branch 'develop' into feature-trzboxfix,2018,,
2e5a821,Merge pull request #311 from MDAnalysis/feature-trzboxfix,2018,,
3a1b23d,Added verbose to travis to debug #312,2018,,
4a96fdf,Bugfix to ProgressMeter.,2018,,
1e82466,Merge pull request #305 from dotsdl/issue-288,2018,,
72fe0c1,Merge pull request #313 from dotsdl/bugfix-ProgressMeter,2018,,
2da4b76,README: badges for google groups,2018,,
4fa5ea8,HydrogenBondAnalysis: small improvements,2018,,
d421e8b,Merge pull request #316 from MDAnalysis/feature-hbonds,2018,,
67b3a26,README: fixed link/text in footnote,2018,,
993ee19,Cleaned up Reader classes,2018,,
fbceab4,Merge pull request #317 from MDAnalysis/feature-unified_iter,2018,,
84e3882,Closes Issue #310,2018,,
d759299,whitespace formatting,2018,,
8aa711e,Moved MDAnalysis.KDTree to MDAnalysis.lib.KDTree,2018,,
90f41d2,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
2c4c1fe,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
53ce9b1,minimal tests for KDTree,2018,,
1e1e9b9,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
8a46174,Changes to KDTree move  following review,2018,,
a7533f7,Merge branch 'develop' into feature-Issue287,2018,,
cf6c690,Merge pull request #318 from MDAnalysis/feature-Issue287,2018,,
e722cee,Removed Python 2.6 travis temporarily,2018,,
67e7e5c,Fixed XYZ format acting as standalone topology & coordinates,2018,,
4696809.0,KD-Tree: added/fixed tests and minor upgrades in package,2018,,
feb7b2e,Added more tests for core.util,2018,,
363b05b,Move core.transformations to lib.transformations,2018,,
74699a9,Merge pull request #320 from MDAnalysis/feature-transformationsmove,2018,,
685b8d8,Added DLPoly test files to MDAnalysisTest setup,2018,,
280e313,Merge pull request #321 from MDAnalysis/feature-pickleAtomGroup,2018,,
19c2b7c,Addressed comments on pull-request #321,2018,,
8059156.0,Fixed up XYZReaderAsTopology test,2018,,
c8fa3c9,Merge branch 'develop' into issue-310-fin,2018,,
412584c,Tests can now detect memleaks on a test-by-test basis (closes #323),2018,,
bac7291,Merge pull request #322 from MDAnalysis/issue-310-fin,2018,,
ac6c3b2,Excluded test files from coverage,2018,,
be79240,Added tests for deleting topology from Universe,2018,,
44a72e7,Merge pull request #324 from MDAnalysis/issue323,2018,,
aaab2df,Leak detection now works even if the offending objects aren't deleted in tearDown,2018,,
dc8e276,require numpy >= 1.5 (to streamline tests),2018,,
21d48cc,test_imports: test each test_*.py file individually,2018,,
4a3bdd1,reST fixes throughout,2018,,
d480d3b,regenerated html docs for 0.11.0-devel,2018,,
77b4b52,Touched up SingleFrameReader tests,2018,,
ffe3724,fixed reST/LaTeX in PSA (closes #325),2018,,
32d98f0,rebuilt html docs with sphinx,2018,,
b6cdd0a,docs: new References page,2018,,
db49272,Overhaul of the test subsystem.,2018,,
5dcf427,Fixed bug and added DivisionByZero exception in analysis/waterdinamics.py in SurvivalProbability class.,2018,,
49b1eac,updated __all__ in analysis/__init__ (related to #328),2018,,
6c7e7b3,Update waterdynamics.py,2018,,
22cd0b8,Update waterdynamics.py,2018,,
38d03cd,Merge pull request #327 from cyanezstange/develop,2018,,
07ee64d,Merge pull request #1 from alejob/patch-1,2018,,
7069b71,Add new author.,2018,,
4f5a0d9,Merge pull request #2 from cyanezstange/patch-1,2018,,
09bb511,Merge pull request #330 from MDAnalysis/feature-utilmove,2018,,
7536bb8,Moved core.util to lib.util,2018,,
0a6b404,Moved core.log to lib.log,2018,,
bc3fea0,Moved exceptions into their own file,2018,,
b9ba4ad,Moved core.units to MDAnalysis.units,2018,,
1b775d1,Moved core.units to MDAnalysis.units,2018,,
71a3e67,docs: purged last remnants of Google Code links,2018,,
6ead85a,fixed parsing of PDB header data for PrimitivePDBReader (closes #332),2018,,
d0bec3d,Merge pull request #334 from MDAnalysis/issues/332,2018,,
f3f2a97,Added HoomdXMLParser and basic test,2018,,
699876d,Compressed xml test data  amended docs,2018,,
c99fece,more relative imports (minor),2018,,
74aad51,rebuilt html docs with sphinx,2018,,
fcccca7,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
b23dae5,Start of Timestep API solidification (Issue #250),2018,,
520ed5a,More of Issue #250,2018,,
0842afa,Small tidy up to coordinates/DCD,2018,,
df76273,Merge pull request #335 from khuston/HoomdXMLParser,2018,,
d1480cf,Merge pull request #340 from MDAnalysis/feature-TestOverhaul,2018,,
61d4aa8,Code changes for moving core.distances to lib.distances,2018,,
9335107.0,Doc changes for core.distances move,2018,,
50b4434,Added docs for new module,2018,,
6a1a004,Merge pull request #339 from MDAnalysis/feature-distancesmove,2018,,
9bad485,Fixed wrong knownfailure import,2018,,
77d3b04,Addressed comments on PR #340,2018,,
4a28364,"Fixed treatment of ""label"" argument. Cleaned up.",2018,,
650d8d9,Merge branch 'develop' into issue-250,2018,,
076cebc,removed references to 2.6 in travis,2018,,
3b95cb9,Finished work on Issue #250,2018,,
7140970.0,Trying new nosetests,2018,,
c84eacf,Added new memleak testing to travis testing,2018,,
30b11a0,Fixes nose call that caused coverage misreporting (#341),2018,,
263bcc8,Increasing nose's version to try to definitely solve the coverage problem,2018,,
7e+59,Updated travis to use container based system,2018,,
cef7ac9,Checking travis' nose version.,2018,,
9999939.0,Merge pull request #343 from MDAnalysis/feature-buildmatrix,2018,,
1bb0bf5,Coverage now works with the new test system,2018,,
0aa31f8,Merge branch 'feature-newtestrun' into develop,2018,,
e74822f,Work on Issue #213,2018,,
ded57cd,Merge pull request #346 from MDAnalysis/issue-250,2018,,
33be121,Merge branch 'develop' into issue-250,2018,,
19ea07b,Added 'global' selction keyword (closes #268) and deprecation warning for 'fullgroup'.,2018,,
7c9c304,Extra tests for from_coordinates Timestep constructor,2018,,
4c960f5,Docs updates for Timestep,2018,,
6275409.0,Rebuilt docs,2018,,
ebf05d4,Added dt and time_offset to Timestep API,2018,,
185a084,Closes Issues #306 and #307,2018,,
700a7a5,Merge pull request #349 from MDAnalysis/feature-timesteptimes,2018,,
ef886c3,Updated outdated topology docs,2018,,
d79d462,Updates to Timestep API docs,2018,,
6e89d46,Updated coordinates docs,2018,,
c3333ce,tests: renamed test_selections --> test_atomselections,2018,,
2f5cdcd,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
73c03cd,MDAnalysis.selection testing (partially addresses #353),2018,,
38c08f8,Fix for TPRParser,2018,,
d93d357,Merge pull request #354 from MDAnalysis/feature-testselectionwriters,2018,,
6313163.0,Marked test as knownfailure,2018,,
45f9c9e,Moved mathematical functions from lib.util to lib.mdamath,2018,,
592403b,Added SelectionWriter for Jmol.,2018,,
fe00c53,Added function lib.mdamath.make_whole,2018,,
4e6a04b,Added tests for Jmol selection writer.,2018,,
4.688e+52,docs for new Jmol selection writer,2018,,
27d10b0,Final updates to make_whole following review,2018,,
9ca6ee6,analysis.nuclinfo fix and more tests,2018,,
59c3ebd,Merge pull request #355 from MDAnalysis/feature-make_whole,2018,,
354aae7,test for all selection writers (closes issue #353),2018,,
1106ba2,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
606454d,Updated distance calculation docs,2018,,
0.0,Updated Reader API,2018,,
552d67d,Added use of time_offset and dt to tests,2018,,
4b3e50b,Final changes following review,2018,,
7f78d4e,Merge pull request #357 from MDAnalysis/feature-readercleanup,2018,,
c2c8dfe,Added triclinic_dimensions to timestep,2018,,
44e2fa5,Merge pull request #358 from MDAnalysis/feature-triclinic_dimensions,2018,,
5bdbb47,Closes Issue 310: Fixed doc mentions of 1-based frames to 0-based.,2018,,
d4be148,regenerated online docs with sphinx,2018,,
71a4aa2,updated Trajectory API history,2018,,
6fea232,Doc fixup,2018,,
a5ecea1,Fixed usage of format kwarg with Readers,2018,,
1474a2a,Fixup of last,2018,,
a3bd9af,test that deprecated old module imports are still working,2018,,
35476b1,added import stub core.parallel,2018,,
c11f573,moved core.qcprot to lib.qcprot,2018,,
9b2817d,reST fixes,2018,,
33ad091,rebuilt docs with sphinx,2018,,
5897563.0,more reST fix (in qcprot),2018,,
ce8657d,MDAnalysis.analysis.distances.contact_matrix docstring has been updated to reflect the data type of the input and the details of the operation of the progress meter.,2018,,
b76d506,Fixes parallel builds in travis. nose>=1.3.7 now required.,2018,,
e9929f5,Updated the nose>=1.3.7 requirement in setup.py too.,2018,,
b1165fe,Everything now expects nose>=1.3.7.,2018,,
2a830bf,Merge pull request #367 from MDAnalysis/parallel-test,2018,,
bd5f775,More tests,2018,,
ff821bd,Changed AtomGroup methods to properties,2018,,
28bcf01,Doc update to AtomGroup,2018,,
25e209f,Updated tests for new properties,2018,,
2c49099,Renamed atom.number to atom.index,2018,,
841be3d,Port contact_matrix_no_pbc to cython,2018,,
af65ed5,Add test for contac-matrix with pbc,2018,,
949ccea,Use correct axis in contact_matrix_no_pbc,2018,,
9fac3a1,Add sparse PBC test for contact-matrix,2018,,
2b92835,Port contact_matrix_pbc to cython,2018,,
c79efaa,Merge pull request #374 from MDAnalysis/feature-atomgroup_properties,2018,,
026f7fc,Use symmetry in contact-matrix calculation.,2018,,
cf7a0d4,Remove progressbar for sparse contact-matrix,2018,,
b106b6a,Diagonal elements in contact-matrix are always true,2018,,
b26a602,Refactor contact-matrix tests,2018,,
ac0acb0,Clean up contact-matrix cython code.,2018,,
ebfd790,Add test for general pbc conditions in contact-matrix,2018,,
484e0a6,Handle PBC correctly for contact-matrix sparse,2018,,
f74f0b8,Add author/changelog information,2018,,
3d2c416,Update docstring of contact_matrix,2018,,
4c34d7e,Update CHANGELOG,2018,,
14efd69,update doc file for analysis.distances,2018,,
d043dd1,Merge pull request #375 from kain88-de/cython-contact-map,2018,,
c3aa3f6,Merge pull request #379 from kain88-de/dcd-new-removal,2018,,
827296c,Replace new with types,2018,,
2033232.0,Changed Python requirement in setup to 2.7,2018,,
0d72817,moved __version__ to MDAnalysis.version,2018,,
fda6c20,primitive test for lib.log start_logging()/stop_logging(),2018,,
4c8191a,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,2018,,
bd3b41c,hole module: update URLs to Oliver Smarts new site: http://www.smartsci.uk/hole/,2018,,
e799580,HOLE: fixes that CPOINT was ignored,2018,,
82a821b,Switched to n_atoms  n_residues  n_segments  n_frames.,2018,,
e833ad4,Added corresponding changes for n_... to c sources.,2018,,
991a340,Changes for Issue #373,2018,,
cea16be,Merge pull request #387 from MDAnalysis/issue-376,2018,,
daa6fa4,Doc fixup,2018,,
be942b2,fixed spurious test failures in Timestep API tests,2018,,
c08fa10,Merge pull request #390 from MDAnalysis/issue/366,2018,,
97b6dd4,Removed duplicate file,2018,,
ac6595d,Made DeprecationWarnings always loud,2018,,
f1024c1,Updated tests following selectAtoms deprecation,2018,,
a42f9f2,Updated CHANGELOG,2018,,
b15647b,Merge pull request #391 from MDAnalysis/feature-LOUDDEPRECATION,2018,,
caf13f0,Use scikit-learn KDTree in around selection,2018,,
ad3b14e,Port Sphericallayer selection for new KDTree,2018,,
33fd533,port sphericalzoneselection for new KDTree,2018,,
2734036.0,resolved conflicts when merging PR #388,2018,,
2559f60,Merge branch 'PR/388' into develop,2018,,
d22da53,Remove KDTree module,2018,,
df56711,test_topology: fixed deprecated import from core.distances --> lib.distances,2018,,
1c57d4a,Merge pull request #394 from MDAnalysis/feature-global_keyword,2018,,
0b97156,maintainer scripts updates,2018,,
df74125,regenerated distances_parallel.c,2018,,
5b22367,reST fixes (version  AtomGroup  topology  helanal),2018,,
90f8581,regenerated html docs with sphinx (big API changes),2018,,
80bc389,added docs for Hoomd XML topology parser,2018,,
6a24aa0,Switched 'fullgroup' deprecation method to class decoration.,2018,,
0cdeed9,Updated the CHANGELOG.,2018,,
96f813a,updated CHANGELOG entry for #376,2018,,
7f8a0e3,Added a crude fixer for selectatoms change in MDA 0.11 and a corresponding simple test file.,2018,,
6b2215f,Added new fixer for converting atomgroup methods to properties. Updated the test file to contain suitable test cases.,2018,,
e84bc32,New fixer added to deal with atomgroup count methods changing from camelcase to new property names. Added corresponding test code lines..,2018,,
3a16ced,Added new fixer for MDAnalysis module displacements in 0.11. Passes for new tests added  though I presume this won't tolerate importing MDAnalysis as MDA  etc.,2018,,
5bb869e,New ten2eleven.py module to run MDA 0.10 to 0.11 conversions directly on the command line without copying modules elsewhere. New fixes package directory for holding the fixes.,2018,,
3be2479,Fixed docstrings for fixes now that copying to standard library dir is no longer needed.,2018,,
5291c97,Re add AtomNeighborsearch class,2018,,
91a1789,Use new AtomNeighborSearch in hbond_analysis,2018,,
f6e1306,Use new AtomNeighborSearch in pdbqt test,2018,,
885fa28,Switch to BioPython KDTree in AtomNeighborSearch,2018,,
7ed58b8,Use Bio.KDTree for selections,2018,,
b9dc1f9,Added test_dt to TestTimestepInterface and added @known_failure decorator,2018,,
dd9fbdc,Merge pull request #398 from khuston/TestTimeUnits,2018,,
a298fd6,Added doc update to renaming of calc_torsions,2018,,
15f4b39,Incorporated new fixer covering part of the changes introduced by Issue#373 -- methods to properties returning an object. Crude test examples also updated.,2018,,
7de8cb2,New fixer dealing with torsion to dihedral conversions (Issue#373) involving AtomGroup / atom / universe. Crude examples for testing also added.,2018,,
223e381,Fixes Issue #389,2018,,
ca72ee9,Fixup of last,2018,,
103f922,Merge pull request #399 from MDAnalysis/feature-camelCaseApocalypse,2018,,
ef5ad0d,Added new fixer for various camelcase conversions in MDAnalysis 0.11  along with some simple test cases.,2018,,
ed81f17,Add MDAnalysis.KDTree again,2018,,
06e2f88,Added tests for Issue #396,2018,,
975b4b2,Add doc-string for AtomNeighborSearch,2018,,
318c20a,Add KDTree removal to CHANGELOG,2018,,
0b37120,Fixes for Issue #396,2018,,
d0fea1a,Merge pull request #400 from MDAnalysis/issue-396,2018,,
e93f249,Wrong import in test_pdbqt.py,2018,,
8fdd717,Add NeighborSearch to lib init,2018,,
c3f375d,Add more documentation for NeighborSearch,2018,,
3023fa9,Update sphinx documentation that KDTree is removed,2018,,
80078fe,Fix circular import.,2018,,
248b489,Merge pull request #395 from kain88-de/sklearn-kdtree,2018,,
5d34981,Fixes for Issue #397,2018,,
19f87dd,WIP Issue #336,2018,,
13bac79,Added .gz to tests,2018,,
290b531,Fixed failing test,2018,,
89eebd3,Added a fixer and corresponding test code for conversion of numframes to n_frames in MDA 0.11 release.,2018,,
331f6f4,Fixed ChainReader and format kwarg,2018,,
4f26066,Updated changelog,2018,,
6d9d0fb,Added compressed filename checks to get_reader,2018,,
5a1f046,Added Error tests,2018,,
2070abf,Reader _get_dt method  causes problems,2018,,
030227f,Merge pull request #403 from MDAnalysis/issue-336,2018,,
320c3d9,Added new fixer for torsion to dihedral class name changes along with a set of simple tests.,2018,,
8fe58a8,Added new fixer and associated test code for MDA 0.11 calc_torsions() -> calc_dihedrals() conversion.,2018,,
1c6fcfa,Fixes issue #385,2018,,
04ed968,Tidied some imports in lib/util,2018,,
ddd287b,Replaced dunderscore trajectory from Universe,2018,,
c457cfc,Merge pull request #405 from MDAnalysis/tidyup,2018,,
7cdff97,Added deprecation warnings to use of old singular setters for AtomGroups,2018,,
e059ad9,Fixed failing test,2018,,
6d8a712,Fixed circular reference to reader causing memleak,2018,,
0019fe9,Merge pull request #407 from MDAnalysis/Issue397,2018,,
e044ddd,Merge pull request #406 from dotsdl/issue-385,2018,,
cb21359,Added new fixer for atomgroup method set_plural conversions along with some crude tests.,2018,,
63541a4,Adjusted agsetterpluralization fixer to handle more pathological test case that was causing issues in the unit tests.,2018,,
ed31912,Missed camelCase fix,2018,,
06fbc36,Merge pull request #408 from MDAnalysis/missedcamelcase,2018,,
145f31f,Fix for align_principalAxis,2018,,
08f46bf,Test for align_principalAxis,2018,,
3b67793,Merge pull request #1 from richardjgowers/master,2018,,
30ab3db,Initial efforts to place warning comments before .frame lines. Still needs work to deal with parentheses in prefix  etc.,2018,,
ccef352,Richard's extra align_principalAxis camelcase fix.,2018,,
ca45456,Some fixes for TopologyGroup,2018,,
dbd7cc6,Merge pull request #409 from MDAnalysis/TG_fixes,2018,,
674c992,Merge branch 'ten2eleven-master' into develop,2018,,
88ac396,Updates to .frame fixers and test code.,2018,,
394b789,Moved ten2eleven fixes to inside package,2018,,
cdd3f80,Merge pull request #414 from MDAnalysis/issue249,2018,,
d37794f,Merge pull request #413 from MDAnalysis/feature-merged-ten2eleven,2018,,
1a6f769,Merge now merges bonded topology,2018,,
a2e4e20,Fixed documentation for AtomGroup in light of 0.11.0 changes.,2018,,
d23e7c0,Merge pull request #416 from dotsdl/doc-scan-0.11.0,2018,,
b545146,Tidying changelog for Issue #415,2018,,
8fedf34,Added notes to CHANGELOG on how to survive API changes (#415),2018,,
5807229.0,Excluded migration from coverage,2018,,
d1ed4b1,Merge pull request #417 from MDAnalysis/exclude_migration,2018,,
5313000000.0,Finalised CHANGELOG for 0.11.0,2018,,
7545242.0,Updated version number to 0.11.0,2018,,
de97ccc,Rebuilt docs for 0.11.0 release,2018,,
bf511f5,Removed incorrect test,2018,,
6dd4ca9,Fixed DMSTimestep initial unitcell being wrong,2018,,
5e98c08,fixed failing tests in  test_modelling,2018,,
5a45de1,Shebang lines fixed,2018,,
2495473,fixed comparisons of array to None in distances_parallel,2018,,
ef89319,"changed ""if ts == None"" to ""if ts is None"" (for consistency)",2018,,
aed54dd,Merge tag 'release-0.9.0' into develop,2018,,
121a42a,version updated to 1.0.0-dev and doc regenerated accordingly,2018,,
8f4d1bf,Fixed TRR coordinate access via _y and _z (Issue 224),2018,,
9b6f051,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,2018,,
e0585ae,Added ability to read XYZ files without topology file,2018,,
685bb52,Fixed an incorrect requirement for hbond autocorrel tool,2018,,
43df53c,GAMESS output reader feature added.,2018,,
708f3ad,Simple TestCase for GMSReader with data files was added.,2018,,
5603471,removed undocumented MDAnalysis.builder module,2018,,
3a9fd6a,updated .gitignore,2018,,
b5efcf0,fixed cached decorator breaking function docs,2018,,
2cc5405,Updated the UnitTests pertaining to Issue 224.,2018,,
4b6ef9d,Removed reference to MDAnalysis.builder from setup.py,2018,,
feff64a,XYZ files removed from data-for-tests because Topology reader for GAMESS files was added,2018,,
b4a70b5,Many different code corrections according to code review (on Issue 228). Inculding: testsuites for topology reader were added. testsuites for topology reader were modified.,2018,,
03305b2,TestGMSReader: fixed error (gms.gz data files were not included),2018,,
ed244dd,Merge branch 'feature-GAMESS_Reader' into develop,2018,,
1f1b48f,Version changed to 0.9.1 and doc regenerated,2018,,
407eb24,replaced netCDF4 with scipy.io.netcdf (issue #506),2018,,
31e5e88,NCDFReader supports mmap kwarg and tests,2018,,
671f1b4,new Cython-based DCD file handling code,2018,,
9e40e7a,implement frame reading,2018,,
f4d7740,TST: Added first draft of testing module for new Cython-based DCD file handling interface.,2018,,
a2ccb3d,initial work on DCD writing,2018,,
ab0f981,ENH: restored DCD-related import checking in MDAnalysis/coordinates/__init__.py after upstream python 3 fixes.,2018,,
c749a13,exception handling in DCD,2018,,
6182da5,ENH: added py3 compatibility for block_import.,2018,,
09ff489,compile _dcdmodule again,2018,,
1475c99,ENH: New DCD reading code now appears to handle unit cell information properly. All tests in test_libdcd.py pass in python 2.7 and 3.5.,2018,,
