index,hash,time,message,buggy
391,700b471,2018-06-19 06:17:59,Merge branch 'release-8.8' into develop,0.0
392,b0af3fe,2018-06-19 06:31:34,Update copyright year,0.0
393,1ab3220,2018-06-19 13:41:15,Update number of cpu for scalapack,0.0
394,06ef409,2018-06-19 14:26:58,Backport bug fix for scalapack,1.0
395,7e977a5,2018-06-19 14:53:20,Merge trunk,0.0
396,4bb9e56,2018-06-20 05:34:32,Modify the base4.md file.,0.0
397,e94eb0a,2018-06-20 05:47:06,Small changes to the files.,0.0
398,59c4364,2018-06-20 08:34:31,Error due to backporting,0.0
399,89f6b43,2018-06-20 09:24:51,Fix matrix size for scalapack since not input variable available in this version,1.0
400,6a09ebe,2018-06-20 12:24:30,Fixed typo in tutorial response function 1_4 showing the wrong input file.,0.0
401,e88ef87,2018-06-20 12:52:59,Resolve conflict with doc and merge with trunk,0.0
402,ce1e1cc,2018-06-20 12:54:42,Merge remote-tracking branch 'trunk/develop' into tdep_test,0.0
403,e6dba62,2018-06-20 13:11:37,Set output prefix in tdep,0.0
404,7bad7ba,2018-06-20 13:11:48,Merge remote-tracking branch 'trunk/master',0.0
405,d3a6c88,2018-06-20 14:51:27,Improve testing for tdep,0.0
406,d5ab018,2018-06-20 15:08:02,Merge biederj/master/7bad7ba into _biederj88,0.0
407,ce58850,2018-06-20 15:44:22,Prepared the build system for the restructuring of the source tree,0.0
408,a20e5f8,2018-06-20 15:51:05,Moved symkpt to a new 28_kpoints directory,0.0
409,d33454e,2018-06-20 15:58:47,Moved xgTools and diago to high level,0.0
410,1344b71,2018-06-20 16:09:00,Towards a true low-level in abinit (LLN with Yann),0.0
411,95808db,2018-06-20 16:13:17,Merge remote-tracking branch 'trunk/develop' into split-prep,0.0
412,8aab3e3,2018-06-20 16:14:35,Merge branch 'split_prep' into 'split-prep',0.0
413,9895f1e,2018-06-20 16:27:29,Ran abilint,0.0
414,710300000000.0,2018-06-20 16:28:02,Fixed typos in source file lists,0.0
415,534e3f8,2018-06-20 16:37:51,Fixed inconsistencies between build system and source tree configurations,1.0
416,0e786ec,2018-06-20 16:45:18,Merge remote-tracking branch 'upstream/develop' into beauty,0.0
417,f06a24d,2018-06-20 16:50:05,Remote Sai2002 that was there twice.,0.0
418,a0f9edd,2018-06-20 16:52:21,Moved 27_linalg to 29_linalg to satisfy dependencies,0.0
419,7a88a80,2018-06-20 17:11:11,Merged 29_linalg into 28_numeric_noabirule to fix circular dependencies,0.0
420,c5bff91,2018-06-20 17:30:45,Fixed defs_datatypes not available when building 43_wvl_wrappers,1.0
421,cd52ad3,2018-06-20 17:47:23,Updated stale references to m_abilasi and m_blas,0.0
422,97160000.0,2018-06-20 18:09:05,Moved 66_wannier->71_wannier and 68_vdwxc->66_vdwxc to solve circular dependencies,0.0
423,f572488,2018-06-20 18:35:42,Restored the optional character of TRIQS,0.0
424,5e909e5,2018-06-20 18:36:06,Fixed small inconsistencies related to k-points,1.0
425,dcfd7ac,2018-06-20 18:38:26,Fixed undeclared dependency of mrggkk,1.0
426,7d3e105,2018-06-20 21:13:56,Merge branch 'release-8.8' into _biederj,0.0
427,bcc1b83,2018-06-20 21:43:53,Fixed missing dependency of 44_abitools on netcdf,1.0
428,470ece9,2018-06-20 21:44:46,Merge cote/beauty/e94e into _cote,0.0
429,6a6af6c,2018-06-20 21:46:38,Fix problem with Sai2002,1.0
430,bde40d5,2018-06-20 21:48:09,Merge fgoudreault/develop/6a09 into _cote,0.0
431,2ddeadf,2018-06-20 22:08:42,Fixed missing dependency of macroave on 44_abitools,1.0
432,e43b919,2018-06-20 22:19:27,iMinor modifs.,0.0
433,21f16f6,2018-06-20 22:23:45,Fix by Matthieu of the problem https://forum.abinit.org/viewtopic.php?f=10&t=3872,1.0
434,7d35253,2018-06-21 06:02:13,Merge branch 'develop' into _cote,0.0
435,970fc4c,2018-06-21 06:06:21,Update ref file due to commit 21f16f,0.0
436,b46d9af,2018-06-21 06:07:56,Merge branch '_cote' of gitlab:trunk/abinit into _cote,0.0
437,5341c25,2018-06-21 06:28:19,Merge cote/beauty/f06a into _cote,0.0
438,62c57a9,2018-06-21 06:32:21,Replace homebreq by homebrew,0.0
439,b87669a,2018-06-21 06:35:18,Merge remote-tracking branch 'remotes/origin/release-8.8' into _cote,0.0
440,ea8a936,2018-06-21 11:12:40,Finalize conflict resolution.,0.0
441,9cdb798,2018-06-21 11:20:06,Merge pouillon/split-prep/2dde into _pouillon,0.0
442,6fec2bb,2018-06-21 13:45:54,Fix problems for robodoc,1.0
443,120f2bc,2018-06-21 13:53:48,Fix lines too long,1.0
444,c4c5114,2018-06-21 13:57:02,FPE fixed,1.0
445,25cdbb6,2018-06-21 13:59:37,Update ref,0.0
446,7fc3a77,2018-06-21 15:02:21,Revert change made to test since there were not activated before,0.0
447,6065219.0,2018-06-21 15:18:54,Adjuste tol with respect to results,0.0
448,d72bbd5,2018-06-21 15:41:47,Fix if then else,1.0
449,d8c6d1b,2018-06-21 15:42:39,Merge remote branch 'origin/tdep_test' into tdep_test,0.0
450,41eade3,2018-06-22 08:24:38,Fix i/o error,1.0
451,53ea4a6,2018-06-22 11:37:55,Fixed failing 'make distcheck',1.0
452,b1f507e,2018-06-23 10:28:19,Merge pouillon/split-prep/53ea into _pouillon2,0.0
453,52a5f19,2018-06-23 10:30:01,Merge commit '120f2bcc2' into _pouillon2,0.0
454,87b6781,2018-06-23 15:00:13,Merge biederj/tdep_test/41ea into _biederj,0.0
455,5d77ec4,2018-06-23 17:24:44,Simple update of date,0.0
456,3a4fa41,2018-06-23 17:58:14,Fix non-existent 20_datashare,1.0
457,6156601.0,2018-06-23 18:07:14,Apply make abiauty. Fix some missing continuation characters in first column (abirules).,0.0
458,7ab2578,2018-06-23 20:34:42,Subtract 57_iopsp_parser from the control of abiauty.,0.0
458,72bf30f,2018-06-24 06:26:01,Initialize v8.9.3,0.0
