Document Title,Abstract,Year,PDF Link,label,code,time
22959c7,fixed rms_fitting bug,2018,,,yes,1538147096.728266
e77de5c,Fixed core/distances,2018,,,yes,1538147095.819891
6f0c4db,GRO reader: fix of fix .. should have run the tests after r341,2018,,,yes,1538147094.695445
ffe3724,fixed reST/LaTeX in PSA (closes #325),2018,,,yes,1538147088.524832
8dcc038,ProgressMeter: fixed docs,2018,,,yes,1538147087.438243
2495473,fixed comparisons of array to None in distances_parallel,2018,,,yes,1538147085.604951
abc974c,Fixed docstrings on blocks_of,2018,,,yes,1538147083.781366
3d207f4,fixed: lone star can not have space  must be '*\n'.,2018,,,yes,1538147081.336079
2aad424,fix division errors,2018,,,yes,1538147074.638925
41739b1,Fix more warnings (#1752),2018,,,yes,1538147073.384239
f7b4fd5,fixed/improved docs,2018,,,yes,1538147070.92492
c4df4b5,Fixed module imports (ii),2018,,,yes,1538147070.239497
38c08f8,Fix for TPRParser,2018,,,yes,1538147069.25441
d59c895,Shebang lines fixed,2018,,,yes,1538146996.657529
dc522c4,Fixed frame numbering on rewind,2018,,,yes,1538146995.088029
4e5b303,fixed backbone_dihedral in examples,2018,,,yes,1538146994.109681
d14ffb5,fix write_file function,2018,,,yes,1538146992.762988
290b531,Fixed failing test,2018,,,yes,1538146988.872493
e059ad9,Fixed failing test,2018,,,yes,1538146987.881248
8059156.0,Fixed up XYZReaderAsTopology test,2018,,,yes,1538146985.871025
b7a549e,Fixed Compressed test,2018,,,yes,1538146985.008535
dbc3399,Fix #541,2018,,,yes,1538146981.32986
560ca41,FIXED Issue 41: with statement not recognized in PDB.py under python 2.5,2018,,,yes,1538146980.278788
028674d,fixed bug in x3dna trj analysis,2018,,,yes,1538146979.267751
0444b62,Fixed Issue #446,2018,,,yes,1538146978.415239
36ecc1d,Fix for TRZWriter issue,2018,,,yes,1538146977.495352
cdbcd13,TPRReader: fixed failure if angles could not be found,2018,,,yes,1538146976.004013
0ff2cf9,fixed major_pair issue in nuclinfo,2018,,,yes,1538146974.642527
224347b,Fixed issue 1854,2018,,,yes,1538146973.657813
f189758,Fixed Issue #1347 (#1348),2018,,,yes,1538146972.596843
36d1351,fixed Python 3 errors in analysis.hole and tests (#1532),2018,,,yes,1538146971.766967
5444614,Fixed UAGs with restricted attribute setting,2018,,,yes,1538146966.011705
9200719.0,Fixed a bug in the DCD reader when jumping to the beginning of the trajectory and there are fixed atoms This corresponds to r20 in /code/MDAnalysis.,2018,,,yes,1538146963.657776
ebc342e,Fix test_rms.py,2018,,,yes,1538146962.533177
f0a8204,Fix test_align.py,2018,,,yes,1538146961.300817
a7f050e,Fix test_nuclinfo.py,2018,,,yes,1538146960.524627
3b4841b,Fix test_base.py,2018,,,yes,1538146959.876738
c9f2038,Fix test_hydrogenbondautocorrel.py,2018,,,yes,1538146959.147625
c1e7cf2,Fix test_gnm.py,2018,,,yes,1538146958.353472
c773c0f,Fix test_density.py,2018,,,yes,1538146957.535191
ed31912,Missed camelCase fix,2018,,,yes,1538146945.779338
71a286b,fixed XTC/TRR testcase: fix for Issue 64 broke dt and totaltime,2018,,,yes,1538146941.40856
796c56e,Fix default creation of writer from XTC/TRR TrjReader. Fixed docs.,2018,,,yes,1538146935.554199
3683440.0,FIXED: trajectory IObase.convert_time_from_native() did the opposite,2018,,,yes,1538146934.008464
4455e7d,Fixed missing docs for DLPolyParser,2018,,,yes,1538146931.23998
a4d50ae,fixed: hbond analysis generate_table(),2018,,,yes,1538146929.735123
b15ef4c,fixed bug in access to GSD trajectory at fixed frame,2018,,,yes,1538146928.561408
a5f09a0,analysis.align: fixed error messages and fixed use n_atoms,2018,,,yes,1538146927.429645
ed4c80a,Fix test_diffusionmap.py,2018,,,yes,1538146920.767323
e025e63,Fix test_rdf.py,2018,,,yes,1538146919.477407
de88e95,Fixed bug in rms.py,2018,,,yes,1538146918.412743
074ba807,"Revert ""PSF Parser Fix"" (not needed because atom numbering was fixed)",2018,,,yes,1538146917.407833
d18ceeb,Fixed bad commit,2018,,,yes,1538146916.319331
d4610a5,hbonds: fixed NH1NH2 --> NH1  NH2,2018,,,yes,1538146915.295212
3f989cb,fixed: XYZ_psf was not made available,2018,,,yes,1538146914.122645
52f1642,fixed: stop_logging(),2018,,,yes,1538146912.732297
fba02f0,fixed: stop_logging(),2018,,,yes,1538146911.678431
4b859d0,fixed testcases from 4.6 and 4.6.1,2018,,,yes,1538146905.61505
e005d95,fixed and improved helanal_main(),2018,,,yes,1538146904.873789
3892406.0,Fixed up test,2018,,,yes,1538146904.11661
cbec9fe,fixed: ProgressMeter,2018,,,yes,1538146903.231597
d13722c,fixes for writing selections - fixed test for selection writin  which gave a false positive - fixed GROWriter,2018,,,yes,1538146902.211675
b2262d4,Fixed imports (iii),2018,,,yes,1538146901.26286
e045b66,Fixed converagerc for coverage 4.0,2018,,,yes,1538146899.667258
fd129d6,Fix test_encore.py,2018,,,yes,1538146898.652335
f3946f3,Fix test_pca.py,2018,,,yes,1538146896.650933
23b8533,Fixed up issue172 fix,2018,,,yes,1538146895.62447
71f13d2,Changed coverage build to py 3.5,2018,,,yes,1538146880.898504
16efded,fixed: mime type of new html online docs was not text/html,2018,,,yes,1538146870.558476
407a2e5,minor fixes,2018,,,yes,1538146869.335635
36f4829,Fixes Issue 151 (distance array did not properly observe PBC),2018,,,yes,1538146864.192678
feb0722,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),2018,,,yes,1538146852.330062
b6a7cbc,Pytest Style analysis/test_hbonds.py (#1544),2018,,,yes,1538146848.092727
1f69ba0,Pytest Style analysis/test_lineardensity.py (#1548),2018,,,yes,1538146847.03423
fda6e36,Pytest Style analysis/test_diffusionmap.py (#1540),2018,,,yes,1538146846.221543
081429a,Pytest Style analysis/test_waterdynamics.py (#1571),2018,,,yes,1538146845.345851
b307b2c,Pytest Style analysis/test_rdf.py (#1570),2018,,,yes,1538146844.153603
a46cf63,Pytest style analysis/test_distances.py (#1541),2018,,,yes,1538146843.232611
5672a7a,Pytest Style analysis/test_hole.py (#1539),2018,,,yes,1538146841.737426
26f4e9d,Fix for issue 51: bolean correction from and to or for various flot32/64 checks etc.,2018,,,yes,1538146828.549253
3ac43e7,fixed: minimum requirment is Python 2.5 - check in setup.py - explicitly say in CHANGELOG that we need Python 2.5,2018,,,yes,1538146827.611125
673fbeb,PSA.HP/PSA.NN now properties  fixed NN plot method,2018,,,yes,1538146820.086591
9b963c6,FIXED Issue 50: can write DCDs again - only minor things needed to correct this - also removed deprecated dcdfilename attribute,2018,,,yes,1538146816.246952
90b1ddf,INSTALL: fixed requirements and added help - first sentence wrongly stated that cython was still required - added links to web site and mailing list,2018,,,yes,1538146815.141725
e8ccb16,FIXED Issue 16: can easy_install from tar file but at the prices of copying c_numpy.pxd into each subdirectory  easy_install breaks if these are symbolic or hard links,2018,,,yes,1538146812.542476
eda6c13,"fix MDAnalysis.analysis.rms.RMSD with select != ""all"" fails",2018,,,yes,1538146810.888238
8c994aa,"Fix of ""point"" selections in atomSelect. Corrected docstring and converted coordinate arrays to dtype=float32",2018,,,yes,1538146808.307374
3f7d530,Fixed PBC in parallel distance array (closes Issue 151),2018,,,yes,1538146806.326486
ef40fc0,added patches that were lost in the last orbeckst -> trunk merge - crucial fix of old pyrex loops in src/dcd/dcdtimeseries.pyx - experimental HBond.py re-added - fixed date in CHANGELOG...,2018,,,yes,1538146802.066173
1a44a23,hbond analysis: possibly fixed bug and added ProgressMeter,2018,,,yes,1538146791.419972
cf029a3,Fix test for group subtractions,2018,,,yes,1538146789.502688
dc538a4,fix deprecation warnings occurrences in code,2018,,,yes,1538146788.372903
826fa8a,fixed a bug in tpr_utils.py: data.unpack => data.unpack_float,2018,,,yes,1538146787.481238
0bd1bdf,Tidied up the AtomGroup class and fixed a few minor bugs This corresponds to r52 in /code/MDAnalysis.,2018,,,yes,1538146786.589513
5bb6a9b,fix test errors,2018,,,yes,1538146784.671852
19316df,fix test for dcd,2018,,,yes,1538146783.260913
2c97b9d,AtomGroup.py fixed to allow topology file to be loaded without coordinates,2018,,,yes,1538146779.70243
cdcbf6e,Fixed issue with check_slice_indices and numpy ints,2018,,,yes,1538146774.803132
a4ac796,fixed 0.6.4 release date,2018,,,yes,1538146773.724971
19ad715,fixed: docs for topologyobjects were not included,2018,,,yes,1538146772.563503
93da921,PSF Parser Fix,2018,,,yes,1538146769.224801
4a1d06f,PSF Parser Fix,2018,,,yes,1538146768.417794
7cced89,fixed: helanal analysis was missing import statement,2018,,,yes,1538146767.371362
bcaad20,fixed: @kain88-de was not listed as an author in the docs,2018,,,yes,1538146766.352304
3b40305,fixed up GRO and LAMMPS docs,2018,,,yes,1538146764.929121
c692018,Small fix with missing import,2018,,,yes,1538146763.136278
f65c1ee,fixed imports on Tinker coordinate reader and topology parser,2018,,,yes,1538146751.09223
d7c0001,fixed file close and timestep dimensions angles,2018,,,yes,1538146748.222267
d776d73,fix integer division,2018,,,yes,1538146742.454678
605118c,Fixed module import,2018,,,yes,1538146737.743076
5209585.0,moved one test back into the test module,2018,,,no,1538151891.057813
27d2727,moved one test back into the test module,2018,,,no,1538151889.996991
2a0fb78,-updated wiki links in .py files to reflect move to github,2018,,,no,1538151888.883987
d77bd84,-adjusted test_analysis.py to replace a relative import with an absolute import so that both nosetests test_analysis:Test_Helanal and nosetests test_analysis.py:Test_Helanal call signatures work,2018,,,no,1538151887.835445
2070abf,Reader _get_dt method  causes problems,2018,,,no,1538151883.239645
8c7dfa0,Split test_coordinates into different files,2018,,,no,1538151882.211455
a68d0e6,merged (only white space in commented out  debug logging in topology/LAMMPSParser.py,2018,,,no,1538151880.877102
3697e04,Remove test generators in test_atomselections.py,2018,,,no,1538151879.432215
1aec10a,setup.py modified to use Cython if present. setup_developer.py deleted,2018,,,no,1538151878.165018
4a5caf6,Minor tweaks to nearest neighbor plotting method,2018,,,no,1538151877.065617
a4a6d81,Python 3 compatibility (still likely to break other tests),2018,,,no,1538151870.497123
db97ed4,analysis.align: streamlined rms_fit_trj() and alignto()  use common 'select' interface - consistent usage of 'mobile' and 'reference' set - fasta2select() returns dict with 'mobile' and 'reference' keys (MIGHT BREAK OLD   CODE ... but I don't think anyone used this) - the common select code _process_selection() has a hack to accept the old   'target' key instead of 'mobile' until 0.8 - test cases: added unit test for rmsd() and had to adjust the value for   the rms_fit_trj() test case (not really sure why but at least it's consistent   with what VMD shows),2018,,,no,1538151868.462597
b1eace6,added numframes to TrjReader as a cached attribute - can get numframes for XTC/TRR but takes a long time when accessed the first time - added test cases - broke correl test case into individual test cases,2018,,,no,1538151864.403796
63541a4,Adjusted agsetterpluralization fixer to handle more pathological test case that was causing issues in the unit tests.,2018,,,no,1538151859.637197
de451c8,ignore files from builds and some generated example data,2018,,,no,1538151858.763835
efa0842,decimal correction in test case,2018,,,no,1538151857.993419
24d8000,example output from native contact analysis,2018,,,no,1538151857.248833
319ca59,"spatial alignment convenience functions added to analysis.align: - rotation_matrix(a b  weights=None) to get the matrix for b = R.a - alignto(mobile  ref  select=""backbone""  mass_weighted=False) to align the Universe of the mobile   AtomGroup - rmsd() is now using qcprot - rms_fit_trj() minor optimizations (preallocate R)",2018,,,no,1538151856.173968
4419adf,Trajectory API: added totaltime attribute to base.Reader - totaltime = dt * numframes - added test cases - made DCDReader error messages slightly more verbose,2018,,,no,1538151854.744994
9383f08,Adding copy method to ChainReader,2018,,,no,1538151853.008999
51b6270,Refs #21367 Validate dimensions,2018,,,no,1538151849.190975
c491437,Conflicts in documentation solved (Revision f69f2dbd1bd7),2018,,,no,1538151847.939792
a68eedf,Wrap the imports of authors.py,2018,,,no,1538151845.454008
664e55a,changed unpack_float to unpack_real in tpr/setting.py and tpr/utils.py,2018,,,no,1538151844.651154
f8b583b,Python 3 compatibility (still likely to break other tests),2018,,,no,1538151843.788169
2f3419b,Python 3 compatibility (still likely to break other tests),2018,,,no,1538151841.181416
1c1a7e5,analysis/hbonds.py: changed DEFAULT_DONORS and DEFAULT_ACCEPTORS to a dict  to allow switching to different forcefields,2018,,,no,1538151839.716314
6ba4667,MANIFEST.in files corrected,2018,,,no,1538151835.962298
37c0aa0,Moved the distance array workaround into the function itself: we simply copy the arrays ourselves and all seems to be fine. For daring souls we provide copy=False and disclaim all responsibility.,2018,,,no,1538151834.99896
8afdeda,"""a1  a2 = self.atoms[i] self.atoms[j]"" changed back to ""a1  a2 = self.atoms[i-1] self.atoms[j-1]""",2018,,,no,1538151833.797902
661150.0,Updated rms.py and tests to account for weighting,2018,,,no,1538151828.467745
4a73b46,Segment.id is an alias for Segment.name (to make the interface more consistent),2018,,,no,1538151821.909258
3e4db21,Make PointSelection use the periodic flag in the same way as AroundSelection  even if it's no working properly at least it's consistent.,2018,,,no,1538151821.207171
3de936c,make instant selectors emit DeprecationWarning,2018,,,no,1538151820.433416
9b322ca,Example script for using GNM analysis,2018,,,no,1538151819.704027
1939985.0,Added GROWriter - writes from either a Universe or AtomGroup,2018,,,no,1538151818.851178
fa52c1b,AtomGroup gained residues and segments attributes - managed attributes (cached) that contain the full list of residue and   segment objects that make up the AtomGroup - use residues and segments to simplify or implement the resids()  resnames()    numberOf...() methods,2018,,,no,1538151818.020067
2e4d939,Added order='C' to make clear what the array layout should be  this does not change anything because the numpy default is 'C' anyway.,2018,,,no,1538151817.185441
cad0d59,Trying to make the new Contacts class as close to ContactAnalysis1 class...,2018,,,no,1538151816.164162
6a47ed7,Deprecation warnings now only appear once per deprecated feature,2018,,,no,1538151810.259918
6b16151,fast RMSD aligner  based on Douglas Theobald's QCP method - contributed by Joshua Adelman from his pyqcprot package   https://github.com/synapticarbors/pyqcprot - new module: core.qcprot - used as a drop-in replacement for core.rms_fitting.rms_rotation_matrix()    rms_rotation_matrix() is deprecated and scheduled for removal in 0.8 - added test case for qcprot (using Josh's example.py) - analysis.align.rms_fit_trj() got additional functionality (thanks to   qcprot):   - can do mass-weighted RMSD fit with new mass_weighted=True keyword   - can write the RMSD timeseries to a text file (rmsdfile keyword),2018,,,no,1538151808.925274
009098c,changed generic Exceptions to specific ones in DCD module,2018,,,no,1538151806.340798
02319ba,changed generic Exceptions to specific ones in DCD module,2018,,,no,1538151805.639433
94c09f1,added PQR support,2018,,,no,1538151804.747034
3b2d102,GRO reader: unitcell and unit conversion - added unit conversion so that the GROReader behaves like all the other readers: it   automatically converts the distances to Angstroem - read unitcell (according to the file format specs)  requires special Timestep   class with the appropriate dimensions property to do the conversion - added some docs to the trajectory API to better explain what is expected of   Timesteps (this was not properly documented) - added more test cases for GRO (note that the precision for comparisons goes down   to a single decimal in some cases  eg when subtracting positions!) - minor clean up in various readers: removed explicit setting of the units attribute: this   is a class attribute and set in the class declaration  no need to set it again in __init__.,2018,,,no,1538151803.918273
75d5e8c,Refs #1691 Enable periodic tree search for selection around atoms,2018,,,no,1538151796.163193
52a3d0d,trajectory API: derive from base classes - base classes for Reader  Writer  Timestep in coordinates.base: all other Reader/Writer   derive from them  the API is not full spelled out in the base classes  though: see   the comments in the code and the description in the module doc string - added units to all Readers/Writers (purely informative at the moment)  note   that we write Angstrom - added format attribute to all classes - moved DCD.Timestep to base - note: DCDReader and DCDWriter have become new-style classes (inherit from base.Reader <- object...) - moved some common methods into the base classes (eg __del__  __len__  __repr__) but not the full   API - CRDWriter: reorganized so that write() opens and closes the file  similar as PDBWriter    also made all the individual writing methods private,2018,,,no,1538151793.895423
a3bd9af,test that deprecated old module imports are still working,2018,,,no,1538151791.638167
373c1fb,remove pylint warnings,2018,,,no,1538151790.567665
43df53c,GAMESS output reader feature added.,2018,,,no,1538151785.62931
577bb55,DMSReader for topology and coordinates,2018,,,no,1538151784.802829
612c547,DMSReader for topology and coordinates,2018,,,no,1538151784.012174
d79ca74,-MDAnalysis.visualization namespace properly labelled as experimental in the CHANGELOG and Matthieu Chavent credited in authors list for most recent set of changes -Matthieu Chavent added to AUTHORS file and to authors list in documentation conf.py file -Changed the citation format for Chavent  Reddy et al. (2014) for consistency with MDA formatting standards -Python assertion statements in the 2D / 3D streamplot modules have been removed in cases where they perform type checking on user input  but they remain for algorithm-level integrity checks (i.e.  expected array shapes at different stages) -The 2D streamplot code now raises a more useful ImportError message when a user does not have matplotlib installed,2018,,,no,1538151782.963314
c648075,Finished coordinates tidy up,2018,,,no,1538151774.139893
0df8542,AtomGroup.universe now raises NoDataError on failure,2018,,,no,1538151764.723795
800ea6a,Moved reader API tests into coordinates directory,2018,,,no,1538151763.897728
f658404,Adds S array type validation to lib.distances.transform_StoR,2018,,,no,1538151763.121324
dc84819,Removed unused/orphaned code from core/Selections,2018,,,no,1538151758.112407
cc52c53,Added: Exception is raised if XTC/TRR traj filesize is too big for xdrfile lib,2018,,,no,1538151756.899609
06fae8b,allow Python 3.4 test to fail for the time being,2018,,,no,1538151755.459018
cb29d56,Can calculate the distance array without minimum image by setting bpx=None. This makes sense when working on RMS-fitted trajectories which do not obey the original PBC any more. This code avoids having to use a stupid hack like box = 2*box and is perhaps 25% faster by leaving out minimage() This corresponds to r71 in /code/MDAnalysis.,2018,,,no,1538151750.14094
7335792.0,alternative Schlitter code that calculates entropy using the determinant This corresponds to r34 in /code/MDAnalysis.,2018,,,no,1538151748.134544
e16217c,test reorganization: analysis and coordinates,2018,,,no,1538151746.493625
e555a61,be verbose on package installation,2018,,,no,1538151742.265172
fe5e1f3,Some more odd cases for indexing a trajectory This corresponds to r55 in /code/MDAnalysis.,2018,,,no,1538151728.307799
61add54,topology: moved atom types and masses into separate tables - new topology.tables module (can be later expanded to read tables from files) - added more masses and atom types (using CHARMM top_all27 and Gromacs atommass.dat) - added unit tests for masses (note: atomtype/masses test cases are incomplete... TODO)- new functions: get_atom_mass() and guess_atom_element() that do not do much yet  but will allow finer grained control later,2018,,,no,1538151718.954148
b5f587f,C files regenerated,2018,,,no,1538151714.607254
ac6c3b2,Excluded test files from coverage,2018,,,no,1538151713.601112
f6e372a,Don't superposition for RMSD on default,2018,,,no,1538151712.656657
e3334a7,hbond analysis: added additional method generate_table(),2018,,,no,1538151711.717964
3ca7d91,- made bfactors a property of Universe - added dimensions property to AtomGroup (required for AROUND and   POINT selection to work on AtomGroups) - reformatted docs (line breaks  initial white space),2018,,,no,1538151710.754175
f3f698f,new chi1_selection() method for Residues,2018,,,no,1538151709.468235
6a24aa0,Switched 'fullgroup' deprecation method to class decoration.,2018,,,no,1538151708.407263
e56a2a6,added method AtomGroup.bsphere(),2018,,,no,1538151707.374025
deb1d8e,test initialize_bm method,2018,,,no,1538151706.514149
948d06d,Version number changed back to 0.7.5.1,2018,,,no,1538151701.629268
dfdbbc4,improved log_header,2018,,,no,1538151698.886942
54fc000,added simple test case for distance_array,2018,,,no,1538151697.794809
34cd627,nativecontacts example - added example script that makes the figure (works for me) - contacts.py: removed deprecated usage for Universe and added load() method   to simply read an existing contacts file - added and improved docs - added q1-q2 figure for DIMS AdK,2018,,,no,1538151696.80467
5f2e0f1,removed Mock class from sphinx/conf.py,2018,,,no,1538151694.565577
cdaeb60,A few errors in code corrected,2018,,,no,1538151692.757544
263bcc8,Increasing nose's version to try to definitely solve the coverage problem,2018,,,no,1538151691.681209
ef5ad0d,Added new fixer for various camelcase conversions in MDAnalysis 0.11  along with some simple test cases.,2018,,,no,1538151690.843026
4e786aa,Added a new fixer and crude tests for conversion of numatoms argument to n_atoms argument for writer() functions. This will tolerate a variety of call signatures.,2018,,,no,1538151689.546796
ee773d0,version number changed to 0.7.6,2018,,,no,1538151688.351894
4e59491,patch for the heuristic H-detection   * _get_bonded_hydrogens_list() was changed so that any hydrogens found     also have to be within a maximum distance of the donor   * the maximum distance is stored in the defaultdict HydrogenBondAnalysis.r_cov      covalent H-donor distances are hard coded for N  O  S  P  anything else gets     a default value of 1.5 A.,2018,,,no,1538151679.806786
7603305,coordinate tests: make sure that for Gromacs tests the conversion flag is set correctly - set core.flags[convert_gromacs_lengths] explicitly in setUp - encountered failures (possibly when running multiple tests with --processes=8) which   came about because the conversion flag was set to False even though it should have   been True,2018,,,no,1538151675.013672
2ad3e7f,changed name of flag 'convert_gromacs_lengths' to 'convert_lengths',2018,,,no,1538151673.176995
8874af6,Changed AtomGroup.occupancy to occupancies,2018,,,no,1538151671.91662
69b0099,Removed offset files in testsuite to avoid side effects from the modification of the trajectories ctime without actual modifications of the files (as ctimes are not guaranteed to be preserved during installation),2018,,,no,1538151670.946338
c25ea38,HydrogenBondAnalysis.run(): do not return results anymore,2018,,,no,1538151667.552101
98aa7d5,deprecations in AtomGroup: AtomGroup.velocities is now an attribute,2018,,,no,1538151666.765621
4fa5ea8,HydrogenBondAnalysis: small improvements,2018,,,no,1538151660.958531
417d5de,Removed superfluous scipy import from psa module.,2018,,,no,1538151656.795198
94d940e,Use new-style Python classes,2018,,,no,1538151655.469715
931c170,File for duecredit module to load,2018,,,no,1538151652.58662
031778b,Simplified executable and module checkers.,2018,,,no,1538151651.685596
2af9058,PDBQT support (Paul Rigor http://www.ics.uci.edu/~prigor ),2018,,,no,1538151650.654098
6b788fe,added comments in test_tprparser.py to make it easier to understand,2018,,,no,1538151646.948684
6a15b97,Refs #1691 Enable periodic tree search for selection around point,2018,,,no,1538151645.790154
8835600000000.0,density: corrected docs for density units (and added better error message),2018,,,no,1538151641.691045
61c8316,New RMS analysis module,2018,,,no,1538151639.762222
13da40b,TST: Changes needed to get MDAnalysis asv benchmarks working with NO relocation of setup.py.,2018,,,no,1538151634.262953
b901dfc,upgraded some analysis depedencies to be installed right away,2018,,,no,1538151633.089325
0d60576,Simplified code in test_iteration() unit test based on PR comments.,2018,,,no,1538151632.153938
ca72ee9,Fixup of last,2018,,,no,1538151631.169591
ef342a8,Fixup,2018,,,no,1538151630.261953
484e0a6,Handle PBC correctly for contact-matrix sparse,2018,,,no,1538151629.352645
0b35c6e,Bonds: changed to using 0-based atom indices (PDB  guess_bonds()),2018,,,no,1538151628.583889
f5ad35f,testing flavor of DCDReader/Writer,2018,,,no,1538151627.335873
1b514a8,Uses assert_nowarns for testing,2018,,,no,1538151626.559939
38af730,added pbc to hbond_analysis and required changes made,2018,,,no,1538151625.55529
c87c1f9,Removed weakref system from Atom.universe. Atoms now hold a strong/real reference to the Universe,2018,,,no,1538151615.505148
ca780ce,Include all TPR test files in setup.py,2018,,,no,1538151614.310121
e6fc3b2,Can supply trajectory and topology readers as kwargs for Universe,2018,,,no,1538151611.729952
58632d9,include forgotten Amber data files,2018,,,no,1538151610.796627
fdd5dca,A Universe now holds onto its initialization kwargs.,2018,,,no,1538151609.822536
6f9ff86,change Universe.load_new() to return universe itself,2018,,,no,1538151608.924952
b2c933b,work on Amber TRJ format - enhanced the Trajectory API: readers must be able to accept (and   ignore) any keywords. This is necessary to pass the number of atoms   to the Amber TRJ reader  which needs it - updated all readers to accept **kwargs if they hadn't done so already - made the TRJReader work with or without box in the trajectory   (reads the first frame and looks for box information - documented the quirks of the TRJ reader - Amber TRJ reader can also read compressed files - introduced a registry for formats that can do compressed files   (MDAnalysis.coordinates._compressed_formats),2018,,,no,1538151607.356653
7387d8e,MANIFEST.in corrected in testsuite to include license and related files,2018,,,no,1538151604.53318
ddd287b,Replaced dunderscore trajectory from Universe,2018,,,no,1538151603.434906
00c785b,changing assert_almost_equal to assert_allclose to correct precision error,2018,,,no,1538151598.052683
97e6752,Add reindex option to write atom id to gro file,2018,,,no,1538151590.878342
cf5b272,Primitive PDB parser that reads simple PDB without a fuzz - added PrimitivePDBReader and parser which just stupidly   read a well-formatted pdb file without raising a stink if the resids   are oddly numbered or multiple atom names occur in the same residue - added permissive=False (default) flag to Universe  True switches on   the primitive readers (right now  only PDB has this distinction) - moved the guess_atom_type/mass/charge functions from PDB into topology.core - added permissive keyword arg to the get_parser_for() and get_reader_for()   functions - added a second dictionary each for the permissive parsers and readers (a bit   of an ugly hack...) - added unit tests for the primitive PDBReader/parser (and all pass),2018,,,no,1538151589.559427
b838f88,dynamic atom selections for density.density_from_Universe(),2018,,,no,1538151579.936402
b4d55bc,Major restructuring of module: - core functions are in core - coordinate readers/writers are in coordinates - topology contains topology parsers - utils: misc - KDTree: copied Thomas Hamelryck's KDTree neighbour search code from Biopython   added copyright boilerplate and Biopython to LICENSE   This code will be used for fast distance selection and H-bond analysis. Loading a psf/dcd universe works  Selecting on the universe works  nothing else tested.,2018,,,no,1538151578.848905
1127d73,removed some wrong atom types from DEFAULT_ACCEPTORS,2018,,,no,1538151573.984114
2ec07b0,reST doc additions for Atom and AtomGroup,2018,,,no,1538151572.959873
ba342c1,Added auxiliary data to correl function (to do mass weighting  for example) This corresponds to r11 in /code/MDAnalysis.,2018,,,no,1538151572.059892
2c49099,Renamed atom.number to atom.index,2018,,,no,1538151570.799026
366290e,remove unnecessary check,2018,,,no,1538151565.625287
d207b80,Move special coord test data to normal data-folder,2018,,,no,1538151564.112411
d2d89dd,TST: Adding atomgroup method & attribute asv benchmarks (#1709),2018,,,no,1538151559.373015
20253fa,TrajectoryReader gained new Writer() method that returns an appropriate TrajectoryWriter for the read trajectory,2018,,,no,1538151552.246323
3ea0bd1,Updated core/selection.py to include amber N- and C-termini resnames in list prot_res,2018,,,no,1538151551.419493
ea4749b,pep8 pass,2018,,,no,1538151543.926027
4ae13ac,ChainReader: can fake a time with delta keyword,2018,,,no,1538151542.403971
0c9cf46,new builder module: helper for creating CHARMM-ready structures,2018,,,no,1538151540.325237
cd9a044,methods of AtomGroup return NumPy arrays,2018,,,no,1538151539.159591
4bb36e6,__getstate__() and __setstate__() raise an NotImplementedError for Universe and AtomGroup,2018,,,no,1538151534.723997
2b7ac7d,Merge branch 'alfred532008-tpr' into Issue/184,2018,,,no,1538151530.709809
cd19ce0,added force methods / properties to AtomGroup,2018,,,no,1538151530.036923
ff821bd,Changed AtomGroup methods to properties,2018,,,no,1538151529.390873
7603305.0,coordinate tests: make sure that for Gromacs tests the conversion flag is set correctly - set core.flags[convert_gromacs_lengths] explicitly in setUp - encountered failures (possibly when running multiple tests with --processes=8) which   came about because the conversion flag was set to False even though it should have   been True,2018,,,no,1538151525.849473
d93d7b2,units and unit conversion added - simple conversion facility for units (length  time) in core.units (taken from my hop package) - flag[convert_gromacs_lengths] is set to True: the XTC and TRR reader (tested) and writer (untested)   automatically convert to the base units - define MDAnalysis base units as ps and Angstrom (in flags[]) - added test cases (all pass),2018,,,no,1538151523.131968
fc47f09,Excluded visualizations from code coverage,2018,,,no,1538151520.097091
0fd4509,tests: include missing test files into package (data/mol2/  data/capping/  LAMMPS DATA),2018,,,no,1538151519.28163
10cbef5,added ez files to MANIFEST  I think they are needed to build fully functional eggs (untested),2018,,,no,1538151518.017743
736438c,GridDataFormats >= 0.3.2 required,2018,,,no,1538151517.102036
4.25E+98,simple example for using rotateby(): build the MthK tetramer (sort of...),2018,,,no,1538151516.166478
4.249e+98,simple example for using rotateby(): build the MthK tetramer (sort of...),2018,,,no,1538151515.368727
6adfc95,simple example for block averaging,2018,,,no,1538151514.418852
0e21c10,Cleanup the build matrix,2018,,,no,1538151513.736218
bebea4a,DMSReader for topology and coordinates,2018,,,no,1538151509.338974
2bf6e69,DMSReader for topology and coordinates,2018,,,no,1538151508.501497
e792b02,Added shapeParameter and asphericity calculations to AtomGroup.py.,2018,,,no,1538151507.557382
d97c7df,analysis/hbonds.py - renamed count_by_type_correlation --> timesteps_by_type,2018,,,no,1538151506.552396
ac5422b,Adds XTC seeking/indexing capabilities,2018,,,no,1538151505.355193
b8dc525,selection writing improved - cleaned up AtomGroup.write() by using the coordinates.get_writer_for()   function (the standard way to do this nowadays) - added test case - note that get_writer_for() and get_reader_for() are now imported into   MDAnalysis.coordinates,2018,,,no,1538151504.403226
fe9d990,Rewrote AtomGroup.momentOfInertia,2018,,,no,1538151503.382116
