Document Title,Abstract,Year,PDF Link,label,code,time
a27957c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14201 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
8d4d517,',2018,,,undetermined,0
27798d4,Updated compute hexorder/atom  added compute orientorder/atom,2018,,,undetermined,0
cd714e6,',2018,,,undetermined,0
16a90f2,',2018,,,undetermined,0
99c4b4c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14258 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ff974eb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14200 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
f04945d,',2018,,,undetermined,0
52ceb41,',2018,,,undetermined,0
815751.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14197 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
d7e2bb3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14259 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
f496b51,Changed the factorial table to static member,2018,,,undetermined,0
61678ee,',2018,,,undetermined,0
e3c4db7,',2018,,,undetermined,0
f6c76f4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14265 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
e53f61a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14196 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
46755d0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14195 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
bc0fd54,add info to compute heat/flux doc page,2018,,,undetermined,0
77f8955,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14266 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
df128b0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14194 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
7a9ae37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14192 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
021a327,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14191 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
0bdd0e3,',2018,,,undetermined,0
7189cdd,',2018,,,undetermined,0
b857237,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14269 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
b10ae0a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14270 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
6027de5,Merge pull request #870 from lammps/doc-tweak,2018,,,undetermined,0
ee5ad9c,Merge pull request #857 from lammps/resetids,2018,,,undetermined,0
355ba86,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14271 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
34e1f5c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14227 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c3588f0,provide keyword/value option to compute ackland/atom for selecting legacy or current variant of implementation,2018,,,undetermined,0
abe4c06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14138 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
e2ac7b2,Updating Kokkos library--first deleting old folder,2018,,,undetermined,0
cd86153,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13910 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
06f25e6,',2018,,,undetermined,0
7e8fff9,',2018,,,undetermined,0
3e90c3e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13913 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
e3cfdfd,',2018,,,undetermined,0
fbaff8e,',2018,,,undetermined,0
8dae768,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13918 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
27b4742,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13919 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
5670dc5,replace variable length array in msm with new/delete,2018,,,undetermined,0
cb6baee,',2018,,,undetermined,0
494ee3b,Updating Kokkos library--adding new folder,2018,,,undetermined,0
e4e5261,Adding optimizations to Kokkos EAM pair style,2018,,,undetermined,0
f842d1b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13924 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
3fcbe43,Commented out line (temporarily) that causes a segmentation fault in the USER-AWPMD library,2018,,,undetermined,0
fec0587,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13926 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
01004c3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13927 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
1d54c93,replace variable length array with new/delete in PNG support of dump image,2018,,,undetermined,0
717ecf0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13928 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
56d0cae,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13909 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
185e746,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13908 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
071ded9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13907 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
21f8abd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13906 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
6da9e4c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13891 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
dc2ebd0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13892 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c83fedf,replace variable length array in Molecule class with new/delete,2018,,,undetermined,0
a4c8c59,',2018,,,undetermined,0
bcaafc2,',2018,,,undetermined,0
e242b37,cast implicit string objects to char * for C++ standard compliance,2018,,,undetermined,0
4d19041,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13895 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
9a4a5c1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13896 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
83c1ac6,',2018,,,undetermined,0
7be9bc3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13900 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
16eed7a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13902 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
2f55b6d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13903 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
1c3e0db,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13904 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
9a389c9,replace variable length arrays in fix rx of USER-DPD with new/delete,2018,,,undetermined,0
1b31b48,replace variable length arrays in pair style tdpd with new/delete,2018,,,undetermined,0
345c212,replace variable length arrays in compute basal/atom with new/delete,2018,,,undetermined,0
c85a42a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13905 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
330f29d,replace variable length arrays in USER-PHONON with new/delete,2018,,,undetermined,0
f5388bb,',2018,,,undetermined,0
6353450.0,',2018,,,undetermined,0
90a3eb3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13955 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
546ccbe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13957 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
272640d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13958 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
fa37609,',2018,,,undetermined,0
f945c6d,',2018,,,undetermined,0
4d13f3d,',2018,,,undetermined,0
34c599b,',2018,,,undetermined,0
d95acac,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13964 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c20049b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13965 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
21a6d44,',2018,,,undetermined,0
6e4f2fd,',2018,,,undetermined,0
c5ff6e6,',2018,,,undetermined,0
1a435a4,',2018,,,undetermined,0
4bd3fe8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13971 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
3131840.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13972 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
844858d,2nd set of updates,2018,,,undetermined,0
2b8576c,first updates,2018,,,undetermined,0
36018a3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13975 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c9188c0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13956 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
59520bb,',2018,,,undetermined,0
3841dd5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13931 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
a47262d,',2018,,,undetermined,0
16d803e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13932 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
01447fe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13933 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
962dd0d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13934 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ce59e32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13937 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
eee480c,',2018,,,undetermined,0
75cf1f5,',2018,,,undetermined,0
cc7cb87,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13940 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c2352b9,',2018,,,undetermined,0
abcda0a,',2018,,,undetermined,0
b0215cc,',2018,,,undetermined,0
591490000000.0,',2018,,,undetermined,0
1fe96eb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13945 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
2648166.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13946 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c9d4117,update logfiles and adjust some example inputs to be consistent,2018,,,undetermined,0
0f3d77e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13950 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
4e247c3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13951 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
6b854b3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13952 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
d53dc54,avoiding variable length array in pair style comb3 by declaring MAXLIB const,2018,,,undetermined,0
b7210e9,more cosmetic changes to silence pedantic warnings,2018,,,undetermined,0
adabfc3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13890 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
a475921,Merge pull request #893 from ohenrich/user-cgdna,2018,,,undetermined,0
9d68918,some more cosmetic changes,2018,,,undetermined,0
b2370b6,use correct namespace when instantiating IntelBuffers ,2018,,,undetermined,0
e14b61e,replace variable length array with constant length through making maxLine constant,2018,,,undetermined,0
8221700,must use fabs() on doubles  not abs()  to avoid ambiguity,2018,,,undetermined,0
934f825,update USER-INTEL Install.sh script and dependency handling,2018,,,undetermined,0
761b15b,cmake: remove obsolete BODY/POEMS conflict,2018,,,undetermined,0
808eb2a,Merge pull request #895 from junghans/cmake,2018,,,undetermined,0
104dde2,eliminate variable length arrays from AtC lib for C++ standard compliance,2018,,,undetermined,0
1888b61,remove some extra semicolons,2018,,,undetermined,0
7225499,Added reference to implementation paper,2018,,,undetermined,0
fcdcdb3,Merge branch 'master' into user-cgdna,2018,,,undetermined,0
2d321a6,Merge pull request #10 from lammps/master,2018,,,undetermined,0
5076b6d,Removed old documentation,2018,,,undetermined,0
f4fbdea,update .gitignore for lib/latte,2018,,,undetermined,0
2616dd9,include USER-BOCS package in cmake,2018,,,undetermined,0
f7c37a7,adapt isfinite() handling to upstream,2018,,,undetermined,0
095ca76,plug memory leaks in USER-BOCS,2018,,,undetermined,0
bfdfd36,Merge pull request #894 from akohlmey/cplusplus-clang-fixes,2018,,,undetermined,0
e1f9ee1,fix1,2018,,,undetermined,0
f39a8d4,convert atc library header files to C++ style,2018,,,undetermined,0
7fed6c7,Merge pull request #634 from craabreu/master,2018,,,undetermined,0
1ea5b9e,Merge pull request #879 from mdelyser/USER-BOCS,2018,,,undetermined,0
bc0c405,Merge pull request #887 from akohlmey/create-bonds-single-bugfix,2018,,,undetermined,0
a7c9418,Merge pull request #890 from jrgissing/bond_react_final_touches,2018,,,undetermined,0
ecfe5c8,use american spelling of neighbor consistently in docs and code comments,2018,,,undetermined,0
8ec033e,Merge pull request #889 from akohlmey/cplusplus-compliance,2018,,,undetermined,0
009666d,need to ignore pair style kim in src/,2018,,,undetermined,0
ca96a7a,Merge pull request #891 from akohlmey/collected-small-changes,2018,,,undetermined,0
74fbb84,Merge pull request #878 from jrgissing/group_extract,2018,,,undetermined,0
551ea96,add VTK config for recent fedora versions,2018,,,undetermined,0
d7339bb,significantly expand .github/CODEOWNERS file to automatically notify more contributors of changes to files/packages they maintain,2018,,,undetermined,0
624173d,Merge branch 'master' into kk_dep,2018,,,undetermined,0
d203118,update rigid body reference outputs. add bodyforces early examples,2018,,,undetermined,0
d80b375,make links to citations unique across files 1/2,2018,,,undetermined,0
5e49976,correct typo in fix bond/react docs,2018,,,undetermined,0
9d9d7cb,update example log files,2018,,,undetermined,0
7cf42e4,make links to citations unique across files 2/2,2018,,,undetermined,0
941d289,cosmetic changes to avoid compiler warnings,2018,,,undetermined,0
00b92cd,Merge pull request #11 from lammps/master,2018,,,undetermined,0
fff9626,convert awpmd header include to c++ style,2018,,,undetermined,0
36126cc,be more verbose in USER-PHONON install script when KSPACE is not installed,2018,,,undetermined,0
8697cac,make QEQ package depend on MANYBODY,2018,,,undetermined,0
6625358,Merge pull request #12 from lammps/master,2018,,,undetermined,0
460e8bd,add return value to non-void function,2018,,,undetermined,0
aa1d815,Merge pull request #904 from jrgissing/typing_bugfix,2018,,,undetermined,0
33a41a4,Merge pull request #906 from akohlmey/recover-jenkins,2018,,,undetermined,0
79d1d34,revive lib/atc/Makefile.mpic++,2018,,,undetermined,0
724ade0,silence compiler warnings about bool vs int in AtC lib,2018,,,undetermined,0
8d24101,patch 11May18,2018,,,undetermined,0
1a53c31,',2018,,,undetermined,0
e4907d7,',2018,,,undetermined,0
fe2ce45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13868 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
be93068,',2018,,,undetermined,0
36315f3,',2018,,,undetermined,0
24bf972,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13881 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
6663800.0,',2018,,,undetermined,0
2395d65,',2018,,,undetermined,0
21dd53e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13888 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
916fc0f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13889 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
a7a83b1,update dependencies for USER-CGSDK package. make script permissions consistent,2018,,,undetermined,0
dde271d,Merge pull request #900 from lammps/install,2018,,,undetermined,0
ff6507e,convert colvars lib to use c++ style header files,2018,,,undetermined,0
793260f,consistency tweak to package LATTE Install.sh file,2018,,,undetermined,0
3394d18,convert gpu lib to use c++-style include files,2018,,,undetermined,0
f4d14c9,convert poems lib to use c++-style header includes,2018,,,undetermined,0
318dfd0,correct indentation,2018,,,undetermined,0
c9817b0,update src/.gitignore,2018,,,undetermined,0
e7e1827,remove variable length arrays in gpu lib,2018,,,undetermined,0
fccc16f,tune OpenCL for generic architecture by default,2018,,,undetermined,0
f9f8e2b,update USER-BOCS example to match LAMMPS style and include reference logs,2018,,,undetermined,0
8705ea9,replace pointless use of strncat() emulating strcat() with plain strcat(),2018,,,undetermined,0
735bceb,Merge branch 'master' into USER-BOCS,2018,,,undetermined,0
81293b0,changes to integrate USER-BOCS into LAMMPS and to closer follow the LAMMPS programming/documentation style,2018,,,undetermined,0
16697fc,forgot to reduce energies,2018,,,undetermined,0
671876e,Make the description of global properties more explicit,2018,,,undetermined,0
88dca11,update colvars dependencies,2018,,,undetermined,0
b4e5828,Update fix_restrain.cpp,2018,,,undetermined,0
9f03a67,Merge pull request #880 from stanmoore1/kk_dep,2018,,,undetermined,0
dc8e141,Merge pull request #896 from akohlmey/cplusplus-compliance-lib,2018,,,undetermined,0
e5a589e,Merge pull request #898 from robeme/fix_restrain_individual_energies,2018,,,undetermined,0
16ded23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13980 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
3f79c91,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13981 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
047be53,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13983 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
efbee4a,Delete man_fix_bocs.html,2018,,,undetermined,0
bee7ed9,',2018,,,undetermined,0
fa6ad89,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14091 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
25ac1fd,mention that fix reax/bonds and reax/c/bonds do not honor the group id,2018,,,undetermined,0
ca6f991,revert <cinttypes> back to <inttypes.h> as the former seems to require C++-11,2018,,,undetermined,0
5fa97f5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14092 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c784292,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14093 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
bb48e47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14094 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
0015b15,revert <cstdint> back to <stdint.h> as the former seems to require C++-11,2018,,,undetermined,0
1bb4a26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14095 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
f343a9f,Added elastic constant example at finite temperature,2018,,,undetermined,0
e4071d7,replace C-style include files with their C++ equivalents,2018,,,undetermined,0
eda7896,Added elastic constant example at finite temperature,2018,,,undetermined,0
46545bb,Added elastic constant example at finite temperature,2018,,,undetermined,0
db4d012,Added elastic constant example at finite temperature,2018,,,undetermined,0
8a024fa,Added elastic constant example at finite temperature,2018,,,undetermined,0
f202f1b,workaround for ISFINITE() macro to work with the latest KOKKOS library update,2018,,,undetermined,0
a1149ef,Added elastic constant example at finite temperature,2018,,,undetermined,0
2e2f197,Removed .html files. Removed compute.h mods. Cast pressure for functions,2018,,,undetermined,0
0.0,',2018,,,undetermined,0
6b92826,Remove Kokkos deprecated code,2018,,,undetermined,0
d51745f,whitespace cleanup,2018,,,undetermined,0
072a063,Delete fix_bocs.html,2018,,,undetermined,0
663551e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14073 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
8fd8c25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14074 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
61649b5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14075 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
f384db5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14076 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
27c4acc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14077 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
4f4ba3f,Tweak to Kokkos Cuda Makefile allowing it to automatically find the nvcc wrapper,2018,,,undetermined,0
6156578.0,',2018,,,undetermined,0
4d4d561,',2018,,,undetermined,0
fbf96b6,Delete MOD_COMPUTE_H,2018,,,undetermined,0
a6d7932,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14082 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
89ea1e4,',2018,,,undetermined,0
858eed2,',2018,,,undetermined,0
ed3f8d4,Update methanol.lmp,2018,,,undetermined,0
3f3165a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14086 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
6f038ab,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14087 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
56ee1b6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14088 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ae2a7e2,Made output prettier,2018,,,undetermined,0
233eaea,Added elastic constant example at finite temperature,2018,,,undetermined,0
ef4e8f2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14071 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
2675f36,Added acknowledgement for Xiong,2018,,,undetermined,0
836027d,Merge pull request #867 from stanmoore1/kk_tweaks,2018,,,undetermined,0
7b16c43,Made molecule ID for molecule group to minus 1,2018,,,undetermined,0
45a91ea,Added Xiong's name and cleaned up code,2018,,,undetermined,0
a38f111,Added Vashishta potential,2018,,,undetermined,0
bf26b12,Added vashishta to USER-OMP from Axel,2018,,,undetermined,0
b2c2e38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14126 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ddfb996,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14127 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
9a878cd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14128 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ef82677,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14129 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c4af165,',2018,,,undetermined,0
cd07840,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14131 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
2ea1457,',2018,,,undetermined,0
45e18fe,',2018,,,undetermined,0
d145ae0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14134 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
b036260,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14135 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c5127ec,Merge pull request #872 from akohlmey/ave-correlate-long-bugfix,2018,,,undetermined,0
a5abe2a,',2018,,,undetermined,0
ce62105,Require type argument be zero when mol keyword used,2018,,,undetermined,0
d5ec762,patch 20Apr18,2018,,,undetermined,0
da1e4e4,Added elastic constant example at finite temperature,2018,,,undetermined,0
c7170a4,Added Vashishta potential,2018,,,undetermined,0
64b08d3,add write_data() support to remaining improper styles.,2018,,,undetermined,0
dcb68f4,Added deprecated warning message to pair_style reax,2018,,,undetermined,0
97878b1,Added deprecated warning message to pair_style reax,2018,,,undetermined,0
39e8123,added tfac_insert keyword,2018,,,undetermined,0
537e951,added tfac_insert keyword and changed molecule insertion velocities PRNG,2018,,,undetermined,0
d357a2f,added tfac_insert keyword,2018,,,undetermined,0
b437d74,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14112 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
5f1edde,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14113 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
c7edc66,make sure all allocatable class pointers are initialized to NULL,2018,,,undetermined,0
d4870cd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14114 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
56d0014,"Added #include ""citeme.h""",2018,,,undetermined,0
aa6624c,Protected against numerical overflow at cutoff,2018,,,undetermined,0
c5e884f,USER-BOCS,2018,,,undetermined,0
c4373c7,add extract to fix_group,2018,,,undetermined,0
69665c2,Merge pull request #9 from lammps/master,2018,,,undetermined,0
6f9a224,add write_data() support to 4 more dihedral styles  which completes the set,2018,,,undetermined,0
edf114f,Changed DATA to DATE in headers,2018,,,undetermined,0
d2a2124,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14072 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
df7687f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14069 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
a6b9148,',2018,,,undetermined,0
11d8194,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14003 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
807cb72,',2018,,,undetermined,0
9a80425,',2018,,,undetermined,0
3cf2e3f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14007 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
ab7ff21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14008 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018,,,undetermined,0
b5b70b4,update log files for SNAP package examples to reflect current state of keywords.,2018,,,undetermined,0
